tour,year,date,tournament,round,surface,player,opponent,actual_aces,projected_aces,naive_aces,actual_dfs,projected_dfs,naive_dfs,ace_confidence,df_confidence,expected_service_points,same_tournament_matches,notes
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Cameron Norrie,Jack Draper,10,9.743,8.930,4,3.522,3.169,MED,MED,118.676,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Jack Draper,Cameron Norrie,18,14.872,17.862,7,4.039,4.561,MED,MED,108.882,0,TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Alexander Zverev,Marcos Giron,12,15.265,16.582,2,2.776,2.140,MED,MED,110.548,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Marcos Giron,Alexander Zverev,1,10.535,9.264,1,2.200,1.046,MED,MED,115.048,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Arthur Fils,Hubert Hurkacz,7,10.623,8.558,12,5.093,6.350,LOW,LOW,117.055,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Hubert Hurkacz,Arthur Fils,12,20.327,23.493,2,2.504,2.069,MED,MED,114.216,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Roman Safiullin,Tomas Machac,8,10.568,10.361,8,4.154,4.655,MED,MED,112.917,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Tomas Machac,Roman Safiullin,3,10.766,9.935,2,3.823,3.105,LOW,LOW,124.813,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Lucas Pouille,Thanasi Kokkinakis,7,10.814,11.854,5,4.139,4.558,LOW,LOW,116.653,0,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Thanasi Kokkinakis,Lucas Pouille,16,10.814,11.854,5,4.139,4.558,LOW,LOW,116.653,0,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Alex De Minaur,Jaume Munar,8,7.241,6.001,0,4.002,4.501,MED,MED,113.369,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Jaume Munar,Alex De Minaur,3,7.333,4.803,9,5.540,7.389,LOW,LOW,123.022,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Holger Rune,Thiago Seyboth Wild,16,9.966,9.455,4,4.599,5.403,MED,MED,115.144,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Thiago Seyboth Wild,Holger Rune,7,11.260,9.762,6,3.975,3.550,LOW,LOW,120.695,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Quentin Halys,Karen Khachanov,24,15.646,18.681,5,4.730,5.861,LOW,LOW,117.216,0,LOW_SAMPLE;NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Karen Khachanov,Quentin Halys,10,9.706,7.721,4,4.132,4.504,LOW,LOW,117.098,0,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Alexei Popyrin,Tomas Martin Etcheverry,17,13.464,14.762,8,3.437,3.543,MED,MED,117.797,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Tomas Martin Etcheverry,Alexei Popyrin,10,10.837,10.197,2,3.487,3.399,MED,MED,119.933,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Novak Djokovic,Jacob Fearnley,14,9.960,9.781,3,2.206,1.582,MED,MED,114.207,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R64,Grass,Jacob Fearnley,Novak Djokovic,13,9.822,3.351,5,4.497,6.703,LOW,LOW,117.298,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Jannik Sinner,Miomir Kecmanovic,11,13.257,14.582,2,2.840,2.822,MED,MED,108.896,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Miomir Kecmanovic,Jannik Sinner,2,8.403,5.964,1,3.699,3.890,MED,MED,127.323,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Ben Shelton,Denis Shapovalov,7,15.267,17.723,4,4.730,4.431,MED,MED,120.638,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Denis Shapovalov,Ben Shelton,6,12.074,12.919,13,7.331,9.591,MED,MED,116.075,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Grigor Dimitrov,Gael Monfils,6,13.277,15.286,1,4.920,5.981,MED,MED,114.092,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Gael Monfils,Grigor Dimitrov,16,14.125,18.717,8,5.237,7.258,LOW,LOW,113.450,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Daniil Medvedev,Jan Lennard Struff,13,13.563,13.365,5,4.583,5.091,MED,MED,116.146,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Jan Lennard Struff,Daniil Medvedev,10,17.478,21.128,9,4.735,4.920,MED,MED,115.772,0,TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Carlos Alcaraz,Frances Tiafoe,16,8.938,7.527,5,3.942,4.490,MED,MED,117.665,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Frances Tiafoe,Carlos Alcaraz,9,11.955,14.615,6,4.345,4.660,MED,MED,123.696,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Ugo Humbert,Brandon Nakashima,25,11.918,11.684,4,3.945,3.681,MED,MED,122.601,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Brandon Nakashima,Ugo Humbert,18,11.267,13.045,3,2.694,1.933,MED,MED,116.201,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Tommy Paul,Alexander Bublik,9,10.295,10.262,3,3.569,3.531,MED,MED,116.197,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Alexander Bublik,Tommy Paul,15,19.457,23.656,2,7.765,9.578,MED,MED,114.070,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Roberto Bautista Agut,Fabio Fognini,4,6.120,4.385,4,2.807,2.506,MED,MED,115.470,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Fabio Fognini,Roberto Bautista Agut,23,11.044,10.247,15,6.370,11.613,LOW,LOW,118.184,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Lorenzo Musetti,Francisco Comesana,4,7.453,6.058,1,4.518,4.604,MED,MED,125.031,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Francisco Comesana,Lorenzo Musetti,5,11.356,11.854,3,4.139,4.558,LOW,LOW,116.653,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Giovanni Mpetshi Perricard,Emil Ruusuvuori,27,20.089,27.692,5,4.793,5.858,LOW,LOW,121.419,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Emil Ruusuvuori,Giovanni Mpetshi Perricard,9,10.003,6.321,3,3.529,1.806,MED,MED,117.391,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Taylor Fritz,Alejandro Tabilo,20,16.044,18.378,1,2.625,1.758,MED,MED,110.585,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Alejandro Tabilo,Taylor Fritz,8,11.791,11.934,3,3.988,4.262,LOW,LOW,116.495,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Alexander Zverev,Cameron Norrie,15,14.196,16.582,2,2.776,2.140,MED,MED,110.548,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Cameron Norrie,Alexander Zverev,10,10.602,8.930,1,3.522,3.169,MED,MED,118.676,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Arthur Fils,Roman Safiullin,7,9.616,8.558,5,5.093,6.350,LOW,LOW,117.055,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Roman Safiullin,Arthur Fils,5,10.556,10.361,1,4.154,4.655,MED,MED,112.917,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Alex De Minaur,Lucas Pouille,0,6.764,6.001,0,4.002,4.501,MED,MED,113.369,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Lucas Pouille,Alex De Minaur,0,10.729,11.854,0,4.139,4.558,LOW,LOW,116.653,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Holger Rune,Quentin Halys,16,9.634,9.455,5,4.599,5.403,MED,MED,115.144,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Quentin Halys,Holger Rune,29,15.592,18.681,4,4.730,5.861,LOW,LOW,117.216,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Novak Djokovic,Alexei Popyrin,19,10.374,9.781,3,2.206,1.582,MED,MED,114.207,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R32,Grass,Alexei Popyrin,Novak Djokovic,19,13.228,14.762,4,3.437,3.543,MED,MED,117.797,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Jannik Sinner,Ben Shelton,7,13.476,14.582,0,2.840,2.822,MED,MED,108.896,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Ben Shelton,Jannik Sinner,15,15.125,17.723,4,4.730,4.431,MED,MED,120.638,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Daniil Medvedev,Grigor Dimitrov,6,11.798,13.365,1,4.583,5.091,MED,MED,116.146,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Grigor Dimitrov,Daniil Medvedev,1,13.289,15.286,0,4.920,5.981,MED,MED,114.092,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Carlos Alcaraz,Ugo Humbert,14,7.956,7.527,6,3.942,4.490,MED,MED,117.665,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Ugo Humbert,Carlos Alcaraz,10,10.432,11.684,1,3.945,3.681,MED,MED,122.601,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Tommy Paul,Roberto Bautista Agut,11,10.348,10.262,2,3.569,3.531,MED,MED,116.197,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Roberto Bautista Agut,Tommy Paul,0,6.017,4.385,0,2.807,2.506,MED,MED,115.470,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Lorenzo Musetti,Giovanni Mpetshi Perricard,3,8.341,6.058,0,4.518,4.604,MED,MED,125.031,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Giovanni Mpetshi Perricard,Lorenzo Musetti,10,19.053,27.692,8,4.793,5.858,LOW,LOW,121.419,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Taylor Fritz,Alexander Zverev,15,17.324,18.378,0,2.625,1.758,MED,MED,110.585,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Alexander Zverev,Taylor Fritz,19,14.904,16.582,3,2.776,2.140,MED,MED,110.548,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Alex De Minaur,Arthur Fils,2,7.209,6.001,4,4.002,4.501,MED,MED,113.369,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Arthur Fils,Alex De Minaur,8,9.221,8.558,7,5.093,6.350,LOW,LOW,117.055,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Novak Djokovic,Holger Rune,5,10.190,9.781,2,2.206,1.582,MED,MED,114.207,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,R16,Grass,Holger Rune,Novak Djokovic,3,9.889,9.455,4,4.599,5.403,MED,MED,115.144,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,QF,Grass,Daniil Medvedev,Jannik Sinner,15,11.989,13.365,11,4.583,5.091,MED,MED,116.146,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,QF,Grass,Jannik Sinner,Daniil Medvedev,17,12.520,14.582,4,2.840,2.822,MED,MED,108.896,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,QF,Grass,Carlos Alcaraz,Tommy Paul,7,8.027,7.527,2,3.942,4.490,MED,MED,117.665,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,QF,Grass,Tommy Paul,Carlos Alcaraz,2,9.305,10.262,2,3.569,3.531,MED,MED,116.197,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,QF,Grass,Lorenzo Musetti,Taylor Fritz,7,8.079,6.058,3,4.518,4.604,MED,MED,125.031,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,QF,Grass,Taylor Fritz,Lorenzo Musetti,10,15.518,18.378,1,2.625,1.758,MED,MED,110.585,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,QF,Grass,Novak Djokovic,Alex De Minaur,0,9.297,9.781,0,2.206,1.582,MED,MED,114.207,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,QF,Grass,Alex De Minaur,Novak Djokovic,0,7.288,6.001,0,4.002,4.501,MED,MED,113.369,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,SF,Grass,Carlos Alcaraz,Daniil Medvedev,6,7.981,7.527,2,3.942,4.490,MED,MED,117.665,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,SF,Grass,Daniil Medvedev,Carlos Alcaraz,5,11.349,13.365,6,4.583,5.091,MED,MED,116.146,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,SF,Grass,Novak Djokovic,Lorenzo Musetti,6,9.836,9.781,4,2.206,1.582,MED,MED,114.207,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,SF,Grass,Lorenzo Musetti,Novak Djokovic,2,8.035,6.058,1,4.518,4.604,MED,MED,125.031,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,F,Grass,Carlos Alcaraz,Novak Djokovic,5,8.440,7.527,6,3.942,4.490,MED,MED,117.665,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
ATP,2024,2024-07-01,Wimbledon,F,Grass,Novak Djokovic,Carlos Alcaraz,8,9.047,9.781,4,2.206,1.582,MED,MED,114.207,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Iga Swiatek,Sofia Kenin,6,1.998,1.536,1,2.620,1.920,MED,MED,68.149,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Sofia Kenin,Iga Swiatek,1,1.838,0.913,3,3.072,2.283,LOW,LOW,68.947,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Petra Martic,Francesca Jones,10,3.861,5.490,5,3.344,2.287,MED,MED,71.367,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Francesca Jones,Petra Martic,3,3.287,4.388,3,3.674,3.590,LOW,LOW,72.200,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Yulia Putintseva,Angelique Kerber,2,2.676,3.024,1,2.601,1.245,MED,MED,71.695,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Angelique Kerber,Yulia Putintseva,0,2.965,4.556,0,3.716,3.728,MED,MED,73.729,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Katerina Siniakova,Marina Stakusic,7,1.843,1.459,3,3.917,3.846,MED,MED,71.751,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Marina Stakusic,Katerina Siniakova,2,2.918,3.655,5,3.672,3.683,LOW,LOW,71.422,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Caroline Garcia,Anna Blinkova,6,4.281,4.540,6,3.478,3.738,MED,MED,73.167,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Anna Blinkova,Caroline Garcia,4,2.688,2.926,1,4.428,4.788,MED,MED,71.420,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Bernarda Pera,Anastasia Potapova,5,3.207,3.624,15,4.927,6.918,LOW,LOW,77.743,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Anastasia Potapova,Bernarda Pera,5,2.512,3.148,9,4.153,4.329,MED,MED,72.544,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Daria Snigur,Oceane Dodin,3,2.213,1.373,5,3.519,3.432,LOW,LOW,71.393,0,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Oceane Dodin,Daria Snigur,3,2.925,3.625,5,3.650,3.653,LOW,LOW,70.840,0,LOW_SAMPLE;NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Jelena Ostapenko,Ajla Tomljanovic,11,3.847,5.529,9,4.747,5.924,MED,MED,74.250,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Ajla Tomljanovic,Jelena Ostapenko,4,3.297,4.567,6,4.182,4.757,MED,MED,74.406,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Danielle Collins,Clara Tauson,6,3.053,3.684,5,3.697,3.275,LOW,LOW,72.870,0,LOW_SAMPLE;NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Clara Tauson,Danielle Collins,8,3.017,3.467,6,3.232,1.387,LOW,LOW,70.717,0,LOW_SAMPLE;NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Dalma Galfi,Mayar Sherif,4,3.903,5.495,2,2.861,2.198,MED,MED,69.655,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Mayar Sherif,Dalma Galfi,0,2.810,0.000,3,3.249,3.098,LOW,LOW,74.358,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Camila Osorio,Lauren Davis,2,2.134,1.836,3,4.791,8.081,MED,MED,69.419,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Lauren Davis,Camila Osorio,0,2.426,1.473,3,3.600,3.683,MED,MED,71.447,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Beatriz Haddad Maia,Magdalena Frech,1,2.649,3.183,2,3.769,4.020,MED,MED,70.525,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Magdalena Frech,Beatriz Haddad Maia,4,3.183,3.780,3,2.675,1.680,MED,MED,72.867,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Barbora Krejcikova,Veronika Kudermetova,2,3.175,3.495,7,3.542,3.495,MED,MED,68.151,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Veronika Kudermetova,Barbora Krejcikova,6,3.691,4.426,3,2.807,2.097,MED,MED,71.173,0,VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Katie Volynets,Maria Lourdes Carle,0,3.017,5.228,0,4.074,4.182,LOW,LOW,75.278,0,LOW_SAMPLE;NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Maria Lourdes Carle,Katie Volynets,1,2.937,3.655,5,3.672,3.683,LOW,LOW,71.422,0,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Cristina Bucsa,Ana Bogdan,5,2.234,2.420,6,3.369,3.112,LOW,LOW,70.185,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Ana Bogdan,Cristina Bucsa,4,2.620,2.679,4,2.860,1.876,MED,MED,73.417,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Jessica Bouzas Maneiro,Marketa Vondrousova,2,2.568,2.051,3,3.784,4.103,LOW,LOW,72.822,0,LOW_SAMPLE;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Marketa Vondrousova,Jessica Bouzas Maneiro,4,2.831,3.519,7,3.766,3.896,MED,MED,68.495,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
WTA,2024,2024-07-01,Wimbledon,R128,Grass,Elena Rybakina,Elena Gabriela Ruse,3,4.781,7.332,4,3.086,2.750,MED,MED,66.175,0,NO_OPP_DATA;VENUE_SCOPE:wimbledon;VENUE_SAMPLE:OK
