tour,year,date,tournament,round,surface,player_id,player,opponent_id,opponent,actual_aces,projected_aces,naive_aces,actual_dfs,projected_dfs,naive_dfs,ace_confidence,df_confidence,expected_service_points,candidate_expected_service_points,candidate_projected_aces,candidate_projected_dfs,player_service_point_win,opponent_service_point_win,same_tournament_matches,ace_rate_pre_opponent,opponent_return_ratio,opponent_return_factor,prior_ace_rate,prior_df_rate,ace_environment_factor,df_environment_factor,same_tournament_ace_rate,same_tournament_df_rate,same_tournament_ace_weight,same_tournament_df_weight,l12m_svpt,l12m_ace_rate,l12m_df_rate,l24m_svpt,l24m_ace_rate,l24m_df_rate,career_4y_svpt,career_4y_ace_rate,career_4y_df_rate,notes,actual_service_points
WTA,2025,2025-08-25,US Open,R128,Hard,202494,Elina Svitolina,214388,Anna Bondar,2,4.235,3.816,8,3.793,3.895,MED,MED,72.159,80.047,4.698,4.207,0.589756,0.556207,0,0.05551251,1.09716560,1.05721498,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1834,0.05289000,0.05398000,3541,0.05337500,0.04687900,4851,0.04844400,0.04411500,,74
WTA,2025,2025-08-25,US Open,R128,Hard,206420,Ekaterina Alexandrova,201545,Anastasija Sevastova,1,5.133,4.584,1,5.458,4.799,MED,HIGH,71.766,82.144,5.875,6.247,0.574706,0.579437,0,0.07088371,1.01499731,1.00897159,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2677,0.06387700,0.06686600,5344,0.06942400,0.07223100,8861,0.06647100,0.08272200,,51
WTA,2025,2025-08-25,US Open,R128,Hard,201545,Anastasija Sevastova,206420,Ekaterina Alexandrova,2,2.354,1.934,2,3.195,2.827,MED,MED,69.484,81.969,2.778,3.769,0.579437,0.574706,0,0.03387313,1.00059421,1.00035648,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,467,0.02783700,0.04068500,835,0.02395200,0.03353300,1041,0.02689700,0.03458200,TOURNAMENT_DEBUT,60
WTA,2025,2025-08-25,US Open,R128,Hard,216133,Xin Yu Wang,214452,Caroline Dolehide,1,2.722,2.505,4,3.404,3.079,MED,HIGH,71.778,82.064,3.112,3.892,0.579691,0.579050,0,0.03757011,1.01588245,1.00949942,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2751,0.03489600,0.04289300,5438,0.03310000,0.04247900,8400,0.03369000,0.04654800,,85
WTA,2025,2025-08-25,US Open,R128,Hard,214452,Caroline Dolehide,216133,Xin Yu Wang,3,2.911,2.430,7,3.499,2.923,MED,MED,74.482,82.087,3.208,3.857,0.579050,0.579691,0,0.03852726,1.02392686,1.01428818,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2268,0.03262800,0.03924200,4243,0.03558800,0.04407300,4892,0.03679500,0.04762900,,90
WTA,2025,2025-08-25,US Open,R128,Hard,220435,Anastasia Zakharova,220589,Elina Avanesyan,2,1.928,1.414,4,3.735,3.418,MED,MED,69.181,82.056,2.287,4.431,0.546301,0.561768,0,0.02917587,0.92632014,0.95511719,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,587,0.02044300,0.04940400,810,0.02098800,0.04444400,1182,0.01945900,0.05668400,TOURNAMENT_DEBUT,57
WTA,2025,2025-08-25,US Open,R128,Hard,220589,Elina Avanesyan,220435,Anastasia Zakharova,3,1.152,0.806,5,2.816,2.316,MED,MED,72.833,81.651,1.291,3.157,0.561768,0.546301,0,0.01525595,1.06165428,1.03654908,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2170,0.01106000,0.03179700,3771,0.01007700,0.03447400,4058,0.01232100,0.03671800,,55
WTA,2025,2025-08-25,US Open,R128,Hard,201696,Laura Siegemund,223670,Diana Shnaider,4,1.110,0.680,7,3.644,3.594,MED,MED,73.492,82.158,1.241,4.074,0.569702,0.573654,0,0.01466183,1.05144721,1.03055811,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1513,0.00925300,0.04890900,2549,0.00980800,0.04276200,4314,0.00880900,0.04357900,,94
WTA,2025,2025-08-25,US Open,R128,Hard,223670,Diana Shnaider,201696,Laura Siegemund,2,2.354,2.282,2,3.271,3.075,MED,HIGH,70.878,82.023,2.724,3.786,0.573654,0.569702,0,0.03415082,0.95427347,0.97230767,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2858,0.03219000,0.04338700,4980,0.02871500,0.04176700,5241,0.03014700,0.04083200,,92
WTA,2025,2025-08-25,US Open,R128,Hard,214939,Anna Kalinskaya,238064,Clervie Ngounoue,4,2.265,2.029,6,4.443,4.655,MED,HIGH,71.911,82.125,2.586,5.074,0.576922,0.587006,0,0.03151508,0.99873106,0.99923845,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2410,0.02821600,0.06473000,4683,0.02818700,0.05402500,6930,0.02655100,0.05714300,,99
WTA,2025,2025-08-25,US Open,R128,Hard,238064,Clervie Ngounoue,214939,Anna Kalinskaya,0,3.212,3.130,5,3.884,2.994,MED,MED,69.949,81.734,3.753,4.538,0.587006,0.576922,0,0.04334006,1.10086798,1.05935408,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,514,0.04474700,0.04280200,706,0.03399400,0.05949000,706,0.03399400,0.05949000,,78
WTA,2025,2025-08-25,US Open,R128,Hard,201709,Yulia Putintseva,220714,Elisabetta Cocciaretto,0,1.791,1.948,2,2.221,2.017,MED,MED,72.722,81.576,2.009,2.491,0.577739,0.562998,0,0.02445422,1.01169982,1.00700356,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2091,0.02678100,0.02773800,4689,0.01791400,0.02345900,6961,0.01738300,0.02643300,,79
WTA,2025,2025-08-25,US Open,R128,Hard,220714,Elisabetta Cocciaretto,201709,Yulia Putintseva,3,1.746,1.517,8,3.416,2.936,MED,MED,72.319,82.073,1.982,3.877,0.562998,0.577739,0,0.02455235,0.97246355,0.98338595,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1478,0.02097400,0.04059500,2772,0.01839800,0.04581500,4096,0.02002000,0.04101600,,77
WTA,2025,2025-08-25,US Open,R128,Hard,215480,Suzan Lamens,260580,Valerie Glozman,2,2.822,2.609,6,4.498,4.299,MED,MED,71.580,82.078,3.235,5.157,0.555667,0.570396,0,0.03941855,1.00000000,1.00000000,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1948,0.03644800,0.06006200,2090,0.03397100,0.06076600,2090,0.03397100,0.06076600,NO_OPP_DATA;TOURNAMENT_DEBUT,65
WTA,2025,2025-08-25,US Open,R128,Hard,260580,Valerie Glozman,215480,Suzan Lamens,0,3.107,2.865,4,3.985,3.745,LOW,LOW,70.584,81.631,3.593,4.608,0.570396,0.555667,0,0.04437049,0.98657636,0.99192406,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;TOURNAMENT_DEBUT,58
WTA,2025,2025-08-25,US Open,R128,Hard,216347,Iga Swiatek,215306,Emiliana Arango,1,2.845,3.152,3,2.813,2.939,HIGH,HIGH,68.072,79.356,3.316,3.279,0.579814,0.538722,0,0.04453688,0.89942415,0.93837996,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2872,0.04630900,0.04317500,5566,0.03952600,0.03539300,10969,0.03628400,0.03400500,,42
WTA,2025,2025-08-25,US Open,R128,Hard,215306,Emiliana Arango,216347,Iga Swiatek,1,1.410,0.559,2,3.916,3.214,MED,MED,72.251,80.508,1.571,4.364,0.538722,0.579814,0,0.02081558,0.89781651,0.93737324,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,517,0.00773700,0.04448700,1252,0.01198100,0.05271600,1360,0.01250000,0.05220600,TOURNAMENT_DEBUT,44
WTA,2025,2025-08-25,US Open,R64,Hard,214544,Aryna Sabalenka,221236,Polina Kudermetova,5,4.619,3.661,5,3.292,1.871,HIGH,HIGH,69.941,78.520,5.186,3.696,0.585616,0.538036,0,0.06786126,0.95580999,0.97324670,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,3401,0.05233800,0.02675700,6205,0.06849300,0.04286900,10838,0.07095400,0.06532600,,75
WTA,2025,2025-08-25,US Open,R64,Hard,221236,Polina Kudermetova,214544,Aryna Sabalenka,4,3.077,2.887,9,5.174,5.146,MED,MED,72.252,79.897,3.403,5.721,0.538036,0.585616,0,0.04303768,0.98260186,0.98952450,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1727,0.03995400,0.07122200,1889,0.03811500,0.07040800,1951,0.03844200,0.07022000,TOURNAMENT_DEBUT,73
WTA,2025,2025-08-25,US Open,R64,Hard,220367,Leylah Fernandez,221039,Elsa Jacquemot,1,3.136,3.000,3,4.619,4.354,MED,HIGH,71.813,81.514,3.560,5.243,0.576646,0.560614,0,0.04435316,0.97450853,0.98462620,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2705,0.04177400,0.06062800,5665,0.04007100,0.06090000,8329,0.03974100,0.06243200,,90
WTA,2025,2025-08-25,US Open,R64,Hard,221039,Elsa Jacquemot,220367,Leylah Fernandez,3,4.077,4.213,3,5.531,6.383,MED,MED,71.618,82.041,4.670,6.335,0.560614,0.576646,0,0.05560194,1.03992790,1.02376891,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,561,0.05882400,0.08912700,640,0.05468800,0.08437500,720,0.05277800,0.08472200,,94
WTA,2025,2025-08-25,US Open,R64,Hard,210722,Elise Mertens,215138,Lulu Sun,7,5.527,5.035,3,5.222,4.487,HIGH,HIGH,69.266,79.550,6.348,5.998,0.602743,0.565501,0,0.07100029,1.21494210,1.12391469,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2655,0.07269300,0.06478300,5042,0.06564900,0.07417700,8665,0.06128100,0.08066900,,55
WTA,2025,2025-08-25,US Open,R64,Hard,215138,Lulu Sun,210722,Elise Mertens,4,5.259,4.990,4,4.050,3.716,MED,MED,73.094,81.006,5.828,4.489,0.565501,0.602743,0,0.07384657,0.95752743,0.97429558,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1377,0.06826400,0.05083500,2197,0.07783300,0.05234400,2487,0.07197400,0.05307600,,58
WTA,2025,2025-08-25,US Open,R64,Hard,213710,Cristina Bucsa,223253,Alexandra Eala,3,1.583,1.236,4,3.714,3.478,MED,MED,74.045,82.121,1.755,4.119,0.556192,0.552756,0,0.02086094,1.04150538,1.02470041,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1618,0.01668700,0.04697200,2867,0.01639300,0.04569200,4044,0.01434200,0.04500500,,64
WTA,2025,2025-08-25,US Open,R64,Hard,223253,Alexandra Eala,213710,Cristina Bucsa,0,1.718,1.039,2,4.041,3.324,MED,MED,73.964,82.212,1.910,4.492,0.552756,0.556192,0,0.02306985,1.01171842,1.00701467,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,712,0.01404500,0.04494400,972,0.01337400,0.05349800,1144,0.01223800,0.05856600,TOURNAMENT_DEBUT,59
WTA,2025,2025-08-25,US Open,R64,Hard,214981,Elena Rybakina,238184,Tereza Valentova,4,6.547,6.367,2,3.179,3.147,MED,HIGH,70.206,82.113,7.658,3.718,0.577146,0.579176,0,0.09947465,0.89798668,0.93747984,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2900,0.09069000,0.04482800,5556,0.09413200,0.03995700,10321,0.09931200,0.03982200,NO_OPP_DATA,77
WTA,2025,2025-08-25,US Open,R64,Hard,238184,Tereza Valentova,214981,Elena Rybakina,2,2.935,2.381,7,3.647,2.976,LOW,LOW,69.054,82.039,3.487,4.333,0.579176,0.577146,0,0.04163318,1.03510592,1.02091803,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,232,0.03448300,0.04310300,232,0.03448300,0.04310300,232,0.03448300,0.04310300,LOW_SAMPLE;TOURNAMENT_DEBUT,67
WTA,2025,2025-08-25,US Open,R64,Hard,221054,Emma Raducanu,222145,Janice Tjen,8,4.188,4.338,0,4.252,4.106,MED,MED,72.665,82.006,4.727,4.798,0.572668,0.567898,0,0.05764030,1.00000000,1.00000000,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1876,0.05970100,0.05650300,2824,0.05276200,0.05559500,4960,0.04798400,0.05322600,NO_OPP_DATA,47
WTA,2025,2025-08-25,US Open,R64,Hard,222145,Janice Tjen,221054,Emma Raducanu,1,3.129,2.865,2,3.985,3.745,LOW,LOW,70.584,82.167,3.643,4.639,0.567898,0.572668,0,0.04437049,0.99872967,0.99923761,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;TOURNAMENT_DEBUT,41
WTA,2025,2025-08-25,US Open,R64,Hard,214954,Marketa Vondrousova,220520,Mccartney Kessler,4,4.735,6.104,9,5.533,6.104,MED,MED,70.454,81.951,5.508,6.436,0.564224,0.556083,0,0.06721994,0.99981434,0.99988860,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,808,0.08663400,0.08663400,2165,0.06374100,0.08083100,4666,0.05250800,0.07201000,,85
WTA,2025,2025-08-25,US Open,R64,Hard,220520,Mccartney Kessler,214954,Marketa Vondrousova,3,2.060,1.763,3,3.043,2.591,MED,HIGH,72.298,82.188,2.341,3.459,0.556083,0.564224,0,0.03016666,0.90900565,0.94436514,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2707,0.02438100,0.03583300,3511,0.02791200,0.03930500,3511,0.02791200,0.03930500,,80
WTA,2025,2025-08-25,US Open,R64,Hard,211148,Jasmine Paolini,260300,Iva Jovic,1,1.789,1.667,4,2.151,2.037,MED,HIGH,70.295,81.685,2.078,2.499,0.578622,0.566224,0,0.02440464,1.07200584,1.04260137,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2657,0.02371100,0.02898000,5637,0.02004600,0.02394900,8573,0.01878000,0.02636200,,75
WTA,2025,2025-08-25,US Open,R64,Hard,260300,Iva Jovic,211148,Jasmine Paolini,3,2.184,1.605,3,3.554,3.021,MED,MED,73.534,82.115,2.439,3.969,0.566224,0.578622,0,0.03000574,0.98287928,0.98969211,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,779,0.02182300,0.04107800,779,0.02182300,0.04107800,779,0.02182300,0.04107800,,53
WTA,2025,2025-08-25,US Open,R64,Hard,202468,Jessica Pegula,215020,Anna Blinkova,2,3.124,2.805,0,2.741,2.318,HIGH,HIGH,69.802,78.944,3.533,3.100,0.585835,0.541685,0,0.04427201,1.01834335,1.01096598,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,3011,0.04018600,0.03321200,5964,0.04208600,0.03521100,11246,0.03894700,0.03823600,,52
WTA,2025,2025-08-25,US Open,R64,Hard,215020,Anna Blinkova,202468,Jessica Pegula,1,2.347,1.612,3,4.636,4.175,MED,MED,70.729,80.266,2.664,5.261,0.541685,0.585835,0,0.03407257,0.95712313,0.97404874,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1711,0.02279400,0.05903000,3625,0.03144800,0.06400000,5730,0.03682400,0.06614300,,47
WTA,2025,2025-08-25,US Open,R64,Hard,201458,Victoria Azarenka,201499,Anastasia Pavlyuchenkova,2,3.362,2.710,3,4.782,5.338,HIGH,MED,71.038,81.970,3.879,5.517,0.575166,0.569589,0,0.04703864,1.01011889,1.00605911,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,865,0.03815000,0.07514500,3348,0.04719200,0.06152900,6949,0.04187700,0.06389400,,50
WTA,2025,2025-08-25,US Open,R64,Hard,201499,Anastasia Pavlyuchenkova,201458,Victoria Azarenka,6,3.999,3.613,5,4.518,4.470,MED,MED,71.396,82.163,4.602,5.200,0.569589,0.575166,0,0.05626017,0.99270370,0.99561581,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1166,0.05060000,0.06260700,3931,0.05443900,0.05952700,4327,0.05246100,0.06078100,,72
WTA,2025,2025-08-25,US Open,R64,Hard,211880,Priscilla Hon,214643,Liudmila Samsonova,18,4.538,4.878,4,3.258,2.683,MED,MED,68.285,82.017,5.450,3.913,0.569233,0.585960,0,0.06421737,1.05874564,1.03484422,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,560,0.07142900,0.03928600,682,0.06891500,0.03665700,1194,0.05862600,0.04355100,,84
WTA,2025,2025-08-25,US Open,R64,Hard,214643,Liudmila Samsonova,211880,Priscilla Hon,7,5.107,3.981,7,4.649,4.258,MED,MED,70.128,81.402,5.928,5.396,0.585960,0.569233,0,0.07043926,1.05692211,1.03377444,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2026,0.05676200,0.06071100,4362,0.06763000,0.06854700,8558,0.07478400,0.06029400,,77
WTA,2025,2025-08-25,US Open,R64,Hard,215983,Ann Li,202505,Belinda Bencic,5,3.058,2.946,1,2.455,1.975,MED,HIGH,68.992,82.171,3.642,2.924,0.566047,0.570792,0,0.04407707,1.00914727,1.00547837,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2061,0.04269800,0.02862700,2241,0.04016100,0.02945100,3808,0.03518900,0.03256300,,48
WTA,2025,2025-08-25,US Open,R64,Hard,202505,Belinda Bencic,215983,Ann Li,1,2.353,1.681,1,4.005,3.489,MED,MED,70.620,82.015,2.732,4.651,0.570792,0.566047,0,0.03517364,0.91337311,0.94708494,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1680,0.02381000,0.04940500,2041,0.02351800,0.05193500,6283,0.04408700,0.05857100,,57
WTA,2025,2025-08-25,US Open,R64,Hard,215613,Emma Navarro,216083,Caty Mcnally,2,1.481,1.282,3,2.796,2.595,MED,HIGH,70.075,81.926,1.731,3.269,0.569205,0.561227,0,0.02136433,0.98196966,0.98914245,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2295,0.01830100,0.03703700,5575,0.01739900,0.03443900,6184,0.01746400,0.03622300,,47
WTA,2025,2025-08-25,US Open,R64,Hard,216083,Caty Mcnally,215613,Emma Navarro,0,2.448,2.235,6,4.016,3.799,MED,MED,73.965,82.176,2.720,4.462,0.561227,0.569205,0,0.03382673,0.96421468,0.97837251,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,662,0.03021100,0.05136000,708,0.02824900,0.05084700,1940,0.02216500,0.04742300,TOURNAMENT_DEBUT,54
WTA,2025,2025-08-25,US Open,R64,Hard,206252,Barbora Krejcikova,220416,Moyuka Uchijima,5,4.148,3.340,1,4.990,5.202,MED,MED,72.316,80.101,4.595,5.528,0.584822,0.551300,0,0.05490883,1.07555456,1.04467083,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1126,0.04618100,0.07193600,2505,0.05469100,0.06467100,6198,0.05292000,0.06598900,,48
WTA,2025,2025-08-25,US Open,R64,Hard,220416,Moyuka Uchijima,206252,Barbora Krejcikova,3,2.722,2.045,5,5.596,5.554,MED,MED,73.093,81.181,3.023,6.215,0.551300,0.584822,0,0.03679187,1.02043317,1.01221027,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2145,0.02797200,0.07599100,2755,0.03775000,0.07549900,3261,0.03587900,0.07329000,,49
WTA,2025,2025-08-25,US Open,R64,Hard,203501,Taylor Townsend,211533,Jelena Ostapenko,3,5.785,6.200,0,3.340,3.364,MED,MED,70.967,81.855,6.673,3.853,0.575677,0.566841,0,0.08220280,0.98624186,0.99172226,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1076,0.08736100,0.04739800,2821,0.07905000,0.04005700,3409,0.07714900,0.03960100,,48
WTA,2025,2025-08-25,US Open,R64,Hard,211533,Jelena Ostapenko,203501,Taylor Townsend,0,4.549,4.819,2,6.037,7.543,MED,MED,72.186,82.156,5.177,6.870,0.566841,0.575677,0,0.06040032,1.07327126,1.04333962,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1378,0.06676300,0.10449900,4534,0.05712400,0.07962100,8870,0.04994400,0.07057500,,51
WTA,2025,2025-08-25,US Open,R64,Hard,259799,Mirra Andreeva,215713,Anastasia Potapova,0,3.838,3.791,4,3.576,3.434,MED,HIGH,70.113,80.325,4.397,4.097,0.575433,0.543306,0,0.05582593,0.96786110,0.98059082,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2552,0.05407500,0.04898100,3892,0.05138700,0.04624900,4140,0.04903400,0.04492800,,50
WTA,2025,2025-08-25,US Open,R64,Hard,215713,Anastasia Potapova,259799,Mirra Andreeva,0,2.447,2.722,3,4.725,4.170,MED,MED,73.021,81.236,2.722,5.257,0.543306,0.575433,0,0.03542523,0.91149908,0.94591854,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2119,0.03728200,0.05710200,4490,0.03029000,0.06481100,8121,0.02746000,0.06292300,,68
WTA,2025,2025-08-25,US Open,R64,Hard,220348,Diane Parry,213887,Renata Zarazua,5,5.193,5.812,7,2.990,2.642,MED,MED,70.652,82.148,6.038,3.476,0.573928,0.580790,0,0.07250342,1.02300473,1.01374000,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,936,0.08226500,0.03739300,2528,0.07120300,0.03757900,3606,0.05934600,0.03383300,,95
WTA,2025,2025-08-25,US Open,R64,Hard,213887,Renata Zarazua,220348,Diane Parry,1,1.437,0.969,1,2.669,2.113,MED,MED,72.903,81.896,1.615,2.998,0.580790,0.573928,0,0.01871807,1.09052389,1.05337040,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1656,0.01328500,0.02898600,1991,0.01255700,0.03063800,2273,0.01231900,0.03123600,,98
WTA,2025,2025-08-25,US Open,R64,Hard,216146,Marta Kostyuk,220309,Zeynep Sonmez,6,3.411,3.240,13,6.492,6.782,MED,HIGH,71.972,81.844,3.879,7.382,0.556107,0.543922,0,0.04928986,0.93659052,0.96145698,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2377,0.04501500,0.09423600,5087,0.04541000,0.08787100,9010,0.04594900,0.08224200,,110
WTA,2025,2025-08-25,US Open,R64,Hard,220309,Zeynep Sonmez,216146,Marta Kostyuk,0,1.504,1.049,6,4.803,4.602,MED,MED,77.252,82.140,1.599,5.107,0.543922,0.556107,0,0.02032048,0.93068571,0.95781543,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1326,0.01357500,0.05957800,1463,0.01298700,0.06083400,1463,0.01298700,0.06083400,TOURNAMENT_DEBUT,103
WTA,2025,2025-08-25,US Open,R64,Hard,222328,Linda Noskova,220332,Eva Lys,5,5.603,6.552,5,4.622,4.720,MED,MED,68.971,82.072,6.667,5.500,0.579478,0.579188,0,0.08246487,0.97517941,0.98503285,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1958,0.09499500,0.06843700,4219,0.07537300,0.06328500,6551,0.06487600,0.06090700,,41
WTA,2025,2025-08-25,US Open,R64,Hard,220332,Eva Lys,222328,Linda Noskova,1,1.227,0.866,3,3.611,3.300,MED,MED,71.081,82.083,1.417,4.170,0.579188,0.579478,0,0.01615780,1.11715988,1.06873295,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1723,0.01218800,0.04643100,2367,0.00929400,0.04689500,2606,0.00882600,0.04643100,,46
WTA,2025,2025-08-25,US Open,R64,Hard,214096,Karolina Muchova,201514,Sorana Cirstea,2,4.591,4.698,3,2.654,2.198,HIGH,HIGH,70.519,81.625,5.314,3.072,0.586017,0.573374,0,0.06581795,0.98199129,0.98915553,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2567,0.06661500,0.03116500,3158,0.06174800,0.03261600,5889,0.05518800,0.03633900,,115
WTA,2025,2025-08-25,US Open,R64,Hard,201514,Sorana Cirstea,214096,Karolina Muchova,1,3.419,3.148,4,2.469,2.010,MED,MED,70.651,82.104,3.973,2.869,0.573374,0.586017,0,0.04925689,0.97092303,0.98245096,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1863,0.04455200,0.02844900,3782,0.04838700,0.02987800,7131,0.04319200,0.03183300,,125
WTA,2025,2025-08-25,US Open,R64,Hard,214082,Daria Kasatkina,215872,Kamilla Rakhimova,3,2.032,1.998,7,5.159,5.038,MED,HIGH,72.127,80.593,2.271,5.765,0.569193,0.539420,0,0.02772872,1.02689698,1.01605245,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2491,0.02770000,0.06985100,5454,0.02310200,0.07132400,9530,0.02193100,0.06411300,,104
WTA,2025,2025-08-25,US Open,R64,Hard,215872,Kamilla Rakhimova,214082,Daria Kasatkina,0,2.027,1.882,5,3.869,3.545,MED,MED,70.672,81.369,2.334,4.455,0.539420,0.569193,0,0.03002481,0.92640074,0.95516706,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1615,0.02662500,0.05015500,2569,0.02646900,0.05410700,3549,0.02169600,0.04818300,,88
WTA,2025,2025-08-25,US Open,R64,Hard,211768,Naomi Osaka,221024,Hailey Baptiste,4,6.706,6.103,1,2.997,2.463,MED,MED,68.756,80.102,7.812,3.491,0.606423,0.575020,0,0.09439751,1.05594397,1.03320031,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,1870,0.08877000,0.03582900,2890,0.09550200,0.04152200,4072,0.09454800,0.04002900,,48
WTA,2025,2025-08-25,US Open,R64,Hard,221024,Hailey Baptiste,211768,Naomi Osaka,2,4.485,4.274,9,4.245,3.574,MED,MED,72.174,81.424,5.059,4.789,0.575020,0.606423,0,0.06123121,1.02478342,1.01479719,0.04058400,0.05306400,1.09330000,1.06390000,0.00000000,0.00000000,0.00000000,0.00000000,2060,0.05922300,0.04951500,2706,0.05691100,0.06134500,3444,0.05749100,0.06068500,TOURNAMENT_DEBUT,52
