compared_at,captured_at,match_date,kickoff,bookmaker,competition,home_team,away_team,is_home,player_id,player_name,canonical_player_name,player_team,opponent,position,position_group,odds_decimal,implied_prob,model_p_atgs,model_fair_odds_atgs,model_lambda,team_expected_npxg,team_share,non_pen_lambda,base_non_pen_lambda,penalty_lambda,base_model_lambda,role_adjustment_factor,role_adjustment_reason,penalty_dependency_share,penalty_dependent,penalty_share,baseline_penalty_share,baseline_penalty_sample,baseline_penalty_source,career_player_penalties,career_team_penalties,career_penalty_share,penalty_evidence_share,penalty_evidence_sample,penalty_evidence_source,penalty_evidence_note,is_penalty_taker,penalty_role,penalty_share_prior,penalty_share_prior_weight,penalty_hierarchy_boost_xg,penalty_transfer,penalty_transfer_from,penalty_transfer_level,lineup_state,lineup_status,lineup_source,lineup_input,lineup_match_name,trust_tier,fixture_corruption_score,fixture_corruption_flags,minutes_estimate,usual_position,usual_position_score,usual_position_share_10,usual_position_matches_10,today_position_group,today_position_score,today_formation,position_change_score,position_upgrade,expected_minutes,recent_matches_8,recent_npxg_8,recent_np_goals_8,recent_npxg_per90_8,finishing_luck_8,last_fixture_avg_xga_3,next_opponent_xga,fixture_swing_3,attack_factor,opp_factor,ev,edge_pct,method,resolver_source,historical_minutes,signal_confidence,legacy_public_action,public_action,public_policy_reason,recommended_stake_units,recommended_stake_band,recommended_stake_label,shadow_action,confidence_reason,team_lineup_status,source,notes
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,5727,Gauthier Hein,Gauthier Hein,Nice,Paris FC,AMC,AMC,4.333,0.230787,0.23327,4.2869,0.2656,1.2548,0.1594,0.2,0.2,0.0656,0.2656,1.0,,0.247,0,0.9738,0.9738,2.15,recent_long,5.0,6.0,0.8333,0.0,0.0,,,0,none,0.0,0.0,0.0269,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Gauthier Hein,T2,0.0,,81.0,AMC,4,0.6667,9,AM,4,3-4-2-1,0,0,81.0,8,1.5609,1.0,0.1951,-0.5609,1.658,1.424,0.8589,1.0485,1.0681,0.010757,1.076,model,history,2445.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,10347,Pablo Pagis,Pablo Pagis,Paris FC,OGC Nice,M,M,3.25,0.307692,0.243718,4.1031,0.2793,1.9059,0.1297,0.2472,0.2472,0.0322,0.2793,1.0,,0.1151,0,0.342,0.342,3.3,recent_long,2.0,6.0,0.3333,0.0,0.0,,,1,secondary,0.0,0.0,0.0101,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Pablo Pagis,T2,0.0,,78.0,AMC,4,0.8889,9,AM,4,4-2-3-1,0,0,78.0,8,1.2221,1.0,0.1887,-0.2221,1.4865,1.7335,1.1662,1.1779,1.2382,-0.207916,-20.792,model,live_roster,1974.0,medium,monitor,no_action,,0.0,,,no_action,"live_roster_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,3772,Maxime Lopez,Maxime Lopez,Paris FC,OGC Nice,Sub,Sub,11.0,0.090909,0.060775,16.4541,0.0627,1.9059,0.0329,0.0627,0.0627,0.0,0.0627,1.0,,0.0,0,0.0,0.0,2.48,recent_long,0.0,5.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,61.6,MC,3,0.5,6,,,,,0,61.6,8,0.8908,0.0,0.1766,-0.8908,1.4307,1.7335,1.2117,1.1779,1.2382,-0.331476,-33.147,model,history,1972.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,13750,Kojo Oppong,Kojo Oppong,Nice,Paris FC,DC,DC,13.0,0.076923,0.049973,20.0107,0.0513,1.2548,0.0409,0.0513,0.0513,0.0,0.0513,1.0,,0.0,0,0.0,0.0,1.4,recent_long,0.0,3.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,83.5,DC,1,1.0,10,,,,,0,83.5,8,0.4885,0.0,0.068,-0.4885,1.4727,1.424,0.9669,1.0485,1.0681,-0.350347,-35.035,model,history,2440.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,13871,Otavio da Silva,Otavio da Silva,Paris FC,OGC Nice,DL,DL,13.0,0.076923,0.042423,23.5721,0.0433,1.9059,0.0227,0.0433,0.0433,0.0,0.0433,1.0,,0.0,0,0.0,0.0,2.18,recent_long,0.0,5.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Otávio,T2,0.0,,81.5,DC,1,0.7778,9,DEF,1,4-2-3-1,0,0,81.5,8,0.427,1.0,0.0625,0.573,1.3403,1.7335,1.2934,1.1779,1.2382,-0.448501,-44.85,model,history,1997.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,8190,Melvin Bard,Melvin Bard,Nice,Paris FC,DML,DML,11.0,0.090909,0.044732,22.3553,0.0458,1.2548,0.0365,0.0458,0.0458,0.0,0.0458,1.0,,0.0,0,0.0,0.0,1.52,recent_long,0.0,14.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Melvin Bard,T2,0.0,,82.7,DL,1,0.6,10,MID,3,3-4-2-1,2,0,82.7,8,0.0541,0.0,0.0071,-0.0541,1.3766,1.424,1.0344,1.0485,1.0681,-0.507946,-50.795,model,history,7119.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,9656,Ilan Kebbal,Ilan Kebbal,Paris FC,OGC Nice,AMR,AMR,3.4,0.294118,0.121549,8.2271,0.1296,1.9059,0.0286,0.0545,0.0545,0.0751,0.1296,1.0,,0.5793,1,0.7984,0.9672,2.07,recent_long,4.0,5.0,0.8,0.0,0.0,,,1,primary,0.74,6.0,0.0223,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Ilan Kebbal,T2,0.0,,78.0,AMC,4,0.5714,7,AM,4,4-2-3-1,0,0,78.0,8,0.2359,1.0,0.0501,0.7641,1.2968,1.7335,1.3368,1.1779,1.2382,-0.586732,-58.673,model,history,2337.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,8697,Jonathan Clauss,Jonathan Clauss,Nice,Paris FC,DMR,DMR,8.5,0.117647,0.047178,21.1962,0.0483,1.2548,0.0385,0.0483,0.0483,0.0,0.0483,1.0,,0.0,0,0.0,0.0,1.27,recent_long,0.0,9.0,0.0,0.0,0.0,,,1,tertiary,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Jonathan Clauss,T2,0.0,,85.9,DR,1,0.6,10,MID,3,3-4-2-1,2,0,85.9,8,0.3543,0.0,0.0453,-0.3543,1.5753,1.424,0.904,1.0485,1.0681,-0.598985,-59.898,model,history,6955.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,10169,Diego Coppola,Diego Coppola,Paris FC,OGC Nice,DC,DC,11.0,0.090909,0.033643,29.7243,0.0342,1.9059,0.018,0.0342,0.0342,0.0,0.0342,1.0,,0.0,0,0.0,0.0,0.78,recent_long,0.0,1.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Diego Coppola,T2,0.0,,90.0,DC,1,1.0,10,DEF,1,4-2-3-1,0,0,90.0,8,0.2056,0.0,0.0257,-0.2056,1.2968,1.7335,1.3368,1.1779,1.2382,-0.629932,-62.993,model,history,1260.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,10620,Luca Koleosho,Luca Koleosho,Paris FC,OGC Nice,Sub,Sub,4.5,0.222222,0.081228,12.3111,0.0847,1.9059,0.0445,0.0847,0.0847,0.0,0.0847,1.0,,0.0,0,0.0,0.0,1.28,recent_long,0.0,2.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,34.1,ML,3,0.5,2,,,,,0,34.1,8,1.3454,2.0,0.4133,0.6546,1.4307,1.7335,1.2117,1.1779,1.2382,-0.634475,-63.448,model,history,517.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,1209,Ciro Immobile,Ciro Immobile,Paris FC,OGC Nice,Sub,Sub,2.5,0.4,0.135633,7.3728,0.1458,1.9059,0.0765,0.1458,0.1458,0.0,0.1458,1.0,,0.0,0,0.0,0.0,0.88,recent_long,0.0,1.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,58.3,FW,5,1.0,7,,,,,0,58.3,8,2.0551,2.0,0.4373,-0.0551,1.4378,1.7335,1.2057,1.1779,1.2382,-0.660917,-66.092,model,history,736.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,5619,Pierre Lees-Melou,Pierre Lees-Melou,Paris FC,OGC Nice,DMC,DMC,4.5,0.222222,0.070381,14.2083,0.073,1.9059,0.0383,0.073,0.073,0.0,0.073,1.0,,0.0,0,0.0,0.0,1.45,recent_long,0.0,7.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Pierre Lees-Melou,T2,0.0,,83.4,MC,3,0.6,10,DMC,2,4-2-3-1,-1,0,83.4,8,0.4654,1.0,0.0588,0.5346,1.5662,1.7335,1.1068,1.1779,1.2382,-0.683283,-68.328,model,history,4136.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,13577,Rudy Matondo,Rudy Matondo,Paris FC,OGC Nice,M,M,7.5,0.133333,0.0374,26.7376,0.0381,1.9059,0.02,0.0381,0.0381,0.0,0.0381,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Rudy Matondo,T2,0.0,,78.0,,,0.0,0,DMC,2,4-2-3-1,,0,78.0,0,0.0,0.0,0.0,0.0,,1.7335,,1.1779,1.2382,-0.719496,-71.95,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,7169,Moses Simon,Moses Simon,Paris FC,OGC Nice,ML,ML,3.75,0.266667,0.058619,17.0593,0.0604,1.9059,0.0307,0.0584,0.0584,0.002,0.0604,1.0,,0.0329,0,0.0211,0.0211,2.36,recent_long,5.0,12.0,0.4167,0.0,0.0,,,0,none,0.0,0.0,0.0008,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Moses Simon,T2,0.0,,78.0,AML,4,0.5556,9,AM,4,4-2-3-1,0,0,78.0,8,0.5387,0.0,0.0759,-0.5387,1.2249,1.7335,1.4153,1.1779,1.2382,-0.780179,-78.018,model,history,6526.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,8690,Jean-Philippe Krasso,Jean-Philippe Krasso,Paris FC,OGC Nice,Sub,Sub,2.5,0.4,0.068475,14.6039,0.0709,1.9059,0.0358,0.0682,0.0682,0.0027,0.0709,1.0,,0.0379,0,0.0526,0.0526,1.76,recent_long,1.0,4.0,0.25,0.0,0.0,,,0,none,0.0,0.0,0.0012,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,42.4,FW,5,1.0,4,,,,,0,42.4,8,0.885,0.0,0.2918,-0.885,1.4777,1.7335,1.1732,1.1779,1.2382,-0.828813,-82.881,model,history,1082.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,9563,Mamadou Mbow,Mamadou Mbow,Paris FC,OGC Nice,DC,DC,11.0,0.090909,0.010955,91.2807,0.011,1.9059,0.0058,0.011,0.011,0.0,0.011,1.0,,0.0,0,0.0,0.0,2.32,recent_long,0.0,6.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Mamadou Mbow,T2,0.0,,86.2,DC,1,1.0,10,DEF,1,4-2-3-1,0,0,86.2,8,0.1242,0.0,0.0155,-0.1242,1.5387,1.7335,1.1266,1.1779,1.2382,-0.879493,-87.949,model,history,2801.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,13751,Isak Jansson,Isak Jansson,Nice,Paris FC,Sub,Sub,6.0,0.166667,0.018667,53.5717,0.0188,1.2548,0.015,0.0188,0.0188,0.0,0.0188,1.0,,0.0,0,0.0,0.0,0.4,recent_long,0.0,1.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,19.9,FWL,5,0.5,2,,,,,0,19.9,8,0.1571,0.0,0.136,-0.1571,1.4727,1.424,0.9669,1.0485,1.0681,-0.888001,-88.8,model,history,623.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,13805,Adama Camara,Adama Camara,Paris FC,OGC Nice,DR,DR,5.5,0.181818,0.017576,56.8963,0.0177,1.9059,0.0093,0.0177,0.0177,0.0,0.0177,1.0,,0.0,0,0.0,0.0,2.42,recent_long,0.0,6.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Adama Camara,T2,0.0,,78.0,DR,1,1.0,8,DEF,1,4-2-3-1,0,0,78.0,8,0.1065,0.0,0.0184,-0.1065,1.2968,1.7335,1.3368,1.1779,1.2382,-0.903333,-90.333,model,history,2288.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,14811,Xavier Mandza,Xavier Mandza,Nice,Paris FC,D,D,7.0,0.142857,0.011153,89.661,0.0112,1.2548,0.0089,0.0112,0.0112,0.0,0.0112,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Xavier Mandza,T2,0.0,,80.0,,,0.0,0,DEF,1,3-4-2-1,,0,80.0,0,0.0,0.0,0.0,0.0,,1.424,,1.0485,1.0681,-0.921928,-92.193,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,13265,Pereira Everton,Pereira Everton,Nice,Paris FC,MC,MC,11.0,0.090909,0.006916,99.0,0.0069,1.2548,0.0055,0.0069,0.0069,0.0,0.0069,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Everton,T2,0.0,,90.0,MC,3,1.0,1,MID,3,3-4-2-1,0,0,90.0,1,0.0,0.0,0.0,0.0,1.5371,1.424,0.9264,1.0485,1.0681,-0.923927,-92.393,fallback,history,90.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,5696,Vincent Marchetti,Vincent Marchetti,Paris FC,OGC Nice,Sub,Sub,5.5,0.181818,0.011356,88.0585,0.0114,1.9059,0.006,0.0114,0.0114,0.0,0.0114,1.0,,0.0,0,0.0,0.0,1.28,recent_long,0.0,3.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,24.5,MC,3,1.0,1,,,,,0,24.5,8,0.0797,0.0,0.0885,-0.0797,1.4307,1.7335,1.2117,1.1779,1.2382,-0.937542,-93.754,model,history,798.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,13753,Djibril Coulibaly,Djibril Coulibaly,Nice,Paris FC,MC,MC,8.5,0.117647,0.006916,99.0,0.0069,1.2548,0.0055,0.0069,0.0069,0.0,0.0069,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Djibril Coulibaly,T2,0.0,,90.0,MC,3,1.0,1,MID,3,3-4-2-1,0,0,90.0,1,0.0,0.0,0.0,0.0,1.5371,1.424,0.9264,1.0485,1.0681,-0.941216,-94.122,fallback,history,90.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,8647,Thibault De Smet,Thibault De Smet,Paris FC,OGC Nice,DL,DL,11.0,0.090909,0.003414,99.0,0.0034,1.9059,0.0018,0.0034,0.0034,0.0,0.0034,1.0,,0.0,0,0.0,0.0,2.51,recent_long,0.0,7.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,66.3,DL,1,1.0,7,,,,,0,66.3,8,0.0,0.0,0.0,0.0,1.6071,1.7335,1.0787,1.1779,1.2382,-0.962442,-96.244,model,history,3186.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,3239,Hamari Traore,Hamari Traore,Paris FC,OGC Nice,Sub,Sub,17.0,0.058824,0.002074,99.0,0.0021,1.9059,0.0011,0.0021,0.0021,0.0,0.0021,1.0,,0.0,0,0.0,0.0,1.71,recent_long,0.0,3.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,58.9,DR,1,1.0,6,,,,,0,58.9,8,0.0,0.0,0.0,0.0,1.4307,1.7335,1.2117,1.1779,1.2382,-0.964747,-96.475,model,history,1169.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,13804,Tuomas Ollila,Tuomas Ollila,Paris FC,OGC Nice,Sub,Sub,7.0,0.142857,0.003738,99.0,0.0037,1.9059,0.002,0.0037,0.0037,0.0,0.0037,1.0,,0.0,0,0.0,0.0,2.4,recent_long,0.0,3.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,27.6,DL,1,1.0,3,,,,,0,27.6,8,0.1073,0.0,0.0503,-0.1073,1.416,1.7335,1.2243,1.1779,1.2382,-0.973832,-97.383,model,history,297.0,low,suppress,no_action,,0.0,,,no_action,"history_lt_500,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,5661,Jonathan Ikone,Jonathan Ikone,Paris FC,OGC Nice,MR,MR,4.5,0.222222,0.003245,99.0,0.0033,1.9059,0.0017,0.0033,0.0033,0.0,0.0033,1.0,,0.0,0,0.0,0.0,2.33,recent_long,0.0,5.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_out,expected_out,fotmob_expected,expected_xi,Jonathan Ikoné,T2,0.0,,0.0,AMR,4,0.5556,9,,,,,0,0.0,8,2.3298,2.0,0.3941,-0.3298,1.4307,1.7335,1.2117,1.1779,1.2382,-0.985399,-98.54,model,history,1107.0,low,suppress,no_action,,0.0,,,no_action,"expected_out,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,13754,Hamza Koutone,Hamza Koutoune,Nice,Paris FC,S,S,13.0,0.076923,0.001,99.0,0.001,1.2548,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,8.0,,,0.0,0,,,,,0,8.0,0,0.0,0.0,0.0,0.0,,1.424,,1.0485,1.0681,-0.987006,-98.701,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,13042,Mohamed Abdelmonem,Mohamed Abdelmonem,Nice,Paris FC,DC,DC,13.0,0.076923,0.001,99.0,0.001,1.2548,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,62.0,DC,1,1.0,9,,,,,0,62.0,8,0.0,0.0,0.0,0.0,1.7541,1.424,0.8118,1.0485,1.0681,-0.987006,-98.701,fallback,history,857.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2,stale_history",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,12969,Moise Bombito,Moise Bombito,Nice,Paris FC,DC,DC,13.0,0.076923,0.001,99.0,0.001,1.2548,0.0001,0.0001,0.0001,0.0,0.001,1.0,,0.0,0,0.0,0.0,3.3,recent_long,0.0,6.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_out,expected_out,fotmob_expected,expected_xi,Moïse Bombito,T2,0.0,,0.0,DC,1,1.0,10,,,,,0,0.0,8,0.0496,0.0,0.0071,-0.0496,1.696,1.424,0.8396,1.0485,1.0681,-0.987006,-98.701,model,history,2351.0,low,suppress,no_action,,0.0,,,no_action,"expected_out,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,9642,Salis Abdul Samed,Salis Abdul Samed,Nice,Paris FC,MC,MC,11.0,0.090909,0.001114,99.0,0.0011,1.2548,0.0009,0.0011,0.0011,0.0,0.0011,1.0,,0.0,0,0.0,0.0,2.21,recent_long,0.0,6.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,54.3,MC,3,0.7143,7,,,,,0,54.3,8,0.0151,0.0,0.0032,-0.0151,1.3681,1.424,1.0408,1.0485,1.0681,-0.987747,-98.775,model,history,2445.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
