lane,source,year,date_iso,tournament,surface,series,confidence,market,side,player1,player2,selection,edge_pct,odds,result,pnl,staked,segment
clay_bo3,historical_ml_backtest,2022,2022-01-31,Cordoba Open,Clay,ATP250,high,ml,favorite_ml,Juan Pablo Varillas,Facundo Bagnis,Facundo Bagnis,9.856,1.99,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-01,Cordoba Open,Clay,ATP250,high,ml,favorite_ml,Juan Pablo Ficovich,Federico Coria,Federico Coria,7.379,1.55,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-04,Cordoba Open,Clay,ATP250,high,ml,dog_ml,Albert Ramos-Vinolas,Lorenzo Sonego,Albert Ramos-Vinolas,8.063,2.46,win,1.46,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-02-04,Cordoba Open,Clay,ATP250,high,ml,dog_ml,Alejandro Tabilo,Carlos Taberner,Carlos Taberner,7.461,2.33,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-02-05,Cordoba Open,Clay,ATP250,high,ml,favorite_ml,Albert Ramos-Vinolas,Juan Ignacio Londero,Albert Ramos-Vinolas,8.813,1.65,win,0.6499999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-07,Argentina Open,Clay,ATP250,high,ml,dog_ml,Federico Coria,Pablo Cuevas,Pablo Cuevas,12.787,2.78,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-02-08,Argentina Open,Clay,ATP250,high,ml,favorite_ml,Pablo Andujar,Juan Ignacio Londero,Pablo Andujar,5.481,1.99,win,0.99,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-09,Argentina Open,Clay,ATP250,high,ml,favorite_ml,Federico Coria,Dusan Lajovic,Federico Coria,9.994,1.93,win,0.9299999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-10,Argentina Open,Clay,ATP250,high,ml,favorite_ml,Lorenzo Sonego,Sebastian Baez,Lorenzo Sonego,8.74,1.9,win,0.8999999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-13,Argentina Open,Clay,ATP250,high,ml,dog_ml,Casper Ruud,Diego Sebastian Schwartzman,Diego Sebastian Schwartzman,7.025,2.94,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-02-16,Rio Open,Clay,ATP500,high,ml,favorite_ml,Pablo Andujar,Albert Ramos-Vinolas,Albert Ramos-Vinolas,11.961,1.66,loss,-1.0,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-16,Rio Open,Clay,ATP500,high,ml,favorite_ml,Federico Coria,Fernando Verdasco,Federico Coria,7.417,1.5,win,0.5,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-19,Rio Open,Clay,ATP500,high,ml,favorite_ml,Diego Sebastian Schwartzman,Francisco Cerundolo,Diego Sebastian Schwartzman,5.818,1.46,win,0.45999999999999996,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-21,Chile Open,Clay,ATP250,high,ml,favorite_ml,Facundo Bagnis,Bernabe Zapata Miralles,Bernabe Zapata Miralles,12.909,2.17,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-22,Chile Open,Clay,ATP250,high,ml,favorite_ml,Hugo Dellien,Gonzalo Lama,Hugo Dellien,10.8,1.43,win,0.42999999999999994,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-22,Chile Open,Clay,ATP250,high,ml,dog_ml,Carlos Taberner,Juan Manuel Cerundolo,Juan Manuel Cerundolo,11.389,2.55,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-02-23,Chile Open,Clay,ATP250,high,ml,favorite_ml,Thiago Moura Monteiro,Federico Delbonis,Federico Delbonis,11.989,1.85,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-02-24,Chile Open,Clay,ATP250,high,ml,dog_ml,Yannick Hanfmann,Thiago Seyboth Wild,Thiago Seyboth Wild,6.787,3.1,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-02-25,Chile Open,Clay,ATP250,high,ml,favorite_ml,Sebastian Baez,Thiago Moura Monteiro,Sebastian Baez,7.694,1.63,win,0.6299999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-05,Grand Prix Hassan II,Clay,ATP250,high,ml,favorite_ml,Lorenzo Musetti,Albert Ramos-Vinolas,Albert Ramos-Vinolas,5.306,1.67,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-07,Grand Prix Hassan II,Clay,ATP250,high,ml,favorite_ml,Roberto Carballes Baena,Joao Sousa,Roberto Carballes Baena,7.673,1.54,win,0.54,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-07,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,Botic Van De Zandschulp,Vit Kopriva,Vit Kopriva,8.816,3.09,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-08,Grand Prix Hassan II,Clay,ATP250,high,ml,favorite_ml,Alex Molcan,Botic Van De Zandschulp,Alex Molcan,10.699,2.04,win,1.04,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-09,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,David Goffin,Federico Coria,Federico Coria,5.331,2.21,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-10,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Dusan Lajovic,Filip Krajinovic,Filip Krajinovic,8.857,1.77,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-11,Monte Carlo Masters,Clay,Masters 1000,high,ml,dog_ml,Pablo Carreno-Busta,Sebastian Baez,Sebastian Baez,8.989,2.81,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-11,Monte Carlo Masters,Clay,Masters 1000,high,ml,dog_ml,Sebastian Korda,Botic Van De Zandschulp,Botic Van De Zandschulp,10.585,2.45,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-12,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Daniel Evans,Benjamin Bonzi,Daniel Evans,9.171,1.88,win,0.8799999999999999,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-12,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,David Goffin,Jiri Lehecka,David Goffin,7.248,1.66,win,0.6599999999999999,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-13,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Lorenzo Musetti,Felix Auger Aliassime,Felix Auger Aliassime,9.075,1.6,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-13,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Albert Ramos-Vinolas,Cameron Norrie,Cameron Norrie,7.5,1.68,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-14,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Alejandro Davidovich Fokina,David Goffin,David Goffin,8.109,1.78,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-14,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Diego Sebastian Schwartzman,Lorenzo Musetti,Diego Sebastian Schwartzman,8.482,1.61,win,0.6100000000000001,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-18,Serbia Open,Clay,ATP250,high,ml,favorite_ml,Holger Rune,Cristian Garin,Cristian Garin,12.1,2.17,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-19,Barcelona Open,Clay,ATP500,high,ml,dog_ml,Hugo Dellien,Manuel Guinard,Manuel Guinard,8.759,3.12,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-19,Serbia Open,Clay,ATP250,high,ml,dog_ml,Jiri Lehecka,Henri Laaksonen,Henri Laaksonen,10.704,2.72,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-20,Serbia Open,Clay,ATP250,high,ml,dog_ml,Thiago Moura Monteiro,Filip Krajinovic,Thiago Moura Monteiro,10.465,2.38,win,1.38,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-21,Serbia Open,Clay,ATP250,high,ml,dog_ml,Oscar Otte,Aslan Karatsev,Oscar Otte,11.017,2.7,win,1.7000000000000002,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-22,Barcelona Open,Clay,ATP500,high,ml,dog_ml,Pablo Carreno-Busta,Casper Ruud,Pablo Carreno-Busta,11.62,3.83,win,2.83,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-22,Barcelona Open,Clay,ATP500,high,ml,dog_ml,Pablo Carreno-Busta,Lorenzo Sonego,Lorenzo Sonego,8.162,2.63,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-22,Barcelona Open,Clay,ATP500,high,ml,favorite_ml,Diego Sebastian Schwartzman,Lorenzo Musetti,Diego Sebastian Schwartzman,5.759,1.49,win,0.49,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-25,BMW Open,Clay,ATP250,high,ml,dog_ml,Holger Rune,Jiri Lehecka,Jiri Lehecka,9.094,2.63,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-25,BMW Open,Clay,ATP250,high,ml,dog_ml,Emil Ruusuvuori,Yoshihito Nishioka,Yoshihito Nishioka,8.346,2.51,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-26,Millennium Estoril Open,Clay,ATP250,high,ml,favorite_ml,Pablo Cuevas,Roberto Carballes Baena,Roberto Carballes Baena,8.805,1.83,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-28,BMW Open,Clay,ATP250,high,ml,favorite_ml,Oscar Otte,Reilly Opelka,Reilly Opelka,7.52,1.6,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-04-29,Millennium Estoril Open,Clay,ATP250,high,ml,dog_ml,Sebastian Baez,Richard Gasquet,Richard Gasquet,12.776,3.15,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-04-30,Millennium Estoril Open,Clay,ATP250,high,ml,dog_ml,Sebastian Baez,Albert Ramos-Vinolas,Albert Ramos-Vinolas,12.994,2.37,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-04,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Lorenzo Musetti,Sebastian Korda,Lorenzo Musetti,7.48,2.55,win,1.5499999999999998,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-09,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Denis Shapovalov,Lorenzo Sonego,Denis Shapovalov,11.782,1.97,win,0.97,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-05-10,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Felix Auger Aliassime,Alejandro Davidovich Fokina,Felix Auger Aliassime,6.709,1.72,win,0.72,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-05-10,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Grigor Dimitrov,Brandon Nakashima,Brandon Nakashima,11.624,3.91,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-10,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Casper Ruud,Botic Van De Zandschulp,Botic Van De Zandschulp,6.918,3.17,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-13,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Casper Ruud,Denis Shapovalov,Denis Shapovalov,9.153,3.02,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-16,Geneva Open,Clay,ATP250,high,ml,dog_ml,Ilya Ivashka,Marcos Giron,Marcos Giron,12.001,2.7,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-16,Geneva Open,Clay,ATP250,high,ml,dog_ml,Benoit Paire,Emil Ruusuvuori,Benoit Paire,5.299,2.97,win,1.9700000000000002,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-17,Geneva Open,Clay,ATP250,high,ml,dog_ml,Joao Sousa,Pablo Andujar,Joao Sousa,9.497,2.54,win,1.54,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-17,Lyon Open,Clay,ATP250,high,ml,dog_ml,Sebastian Baez,Oscar Otte,Oscar Otte,6.621,3.17,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-17,Lyon Open,Clay,ATP250,high,ml,dog_ml,Cameron Norrie,Francisco Cerundolo,Francisco Cerundolo,5.517,3.05,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-18,Geneva Open,Clay,ATP250,high,ml,favorite_ml,Ilya Ivashka,Denis Shapovalov,Denis Shapovalov,9.581,1.52,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-05-18,Geneva Open,Clay,ATP250,high,ml,favorite_ml,Joao Sousa,Nikoloz Basilashvili,Nikoloz Basilashvili,5.291,1.57,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-05-19,Lyon Open,Clay,ATP250,high,ml,dog_ml,Manuel Guinard,Michael Mmoh,Michael Mmoh,9.671,2.51,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-05-21,Lyon Open,Clay,ATP250,high,ml,favorite_ml,Cameron Norrie,Alex Molcan,Cameron Norrie,5.154,1.68,win,0.6799999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-11,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Laslo Djere,Lorenzo Musetti,Lorenzo Musetti,12.423,2.05,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-11,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Elias Ymer,Daniel Altmaier,Daniel Altmaier,7.772,1.79,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-12,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Francisco Cerundolo,Pedro Sousa,Francisco Cerundolo,5.559,1.32,win,0.32000000000000006,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-13,Nordea Open,Clay,ATP250,high,ml,dog_ml,Pablo Carreno-Busta,Albert Ramos-Vinolas,Albert Ramos-Vinolas,9.269,3.01,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-07-14,Nordea Open,Clay,ATP250,high,ml,dog_ml,Andrey Rublev,Federico Coria,Federico Coria,7.014,3.95,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-07-15,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Pablo Carreno-Busta,Diego Sebastian Schwartzman,Diego Sebastian Schwartzman,12.01,1.97,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-15,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Andrey Rublev,Laslo Djere,Andrey Rublev,8.628,1.49,win,0.49,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-16,Nordea Open,Clay,ATP250,high,ml,dog_ml,Francisco Cerundolo,Pablo Carreno-Busta,Francisco Cerundolo,11.932,2.7,win,1.7000000000000002,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-07-18,European Open,Clay,ATP250,high,ml,favorite_ml,Alejandro Davidovich Fokina,Botic Van De Zandschulp,Botic Van De Zandschulp,7.031,2.07,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-20,European Open,Clay,ATP250,high,ml,dog_ml,Lorenzo Musetti,Emil Ruusuvuori,Emil Ruusuvuori,11.872,2.55,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-07-21,European Open,Clay,ATP250,high,ml,dog_ml,Francisco Cerundolo,Andrey Rublev,Francisco Cerundolo,6.351,2.93,win,1.9300000000000002,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-07-22,Suisse Open Gstaad,Clay,ATP250,high,ml,favorite_ml,Albert Ramos-Vinolas,Nicolas Jarry,Albert Ramos-Vinolas,5.578,1.88,win,0.8799999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-26,Croatia Open,Clay,ATP250,high,ml,favorite_ml,Facundo Bagnis,Tomas Martin Etcheverry,Tomas Martin Etcheverry,5.245,1.93,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-26,Croatia Open,Clay,ATP250,high,ml,dog_ml,Corentin Moutet,Daniel Altmaier,Daniel Altmaier,11.134,2.38,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-07-27,Croatia Open,Clay,ATP250,high,ml,favorite_ml,Giulio Zeppieri,Daniel Elahi Galan,Daniel Elahi Galan,9.808,1.65,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-27,Generali Open,Clay,ATP250,high,ml,favorite_ml,Dusan Lajovic,Aslan Karatsev,Aslan Karatsev,5.736,1.78,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-27,Generali Open,Clay,ATP250,high,ml,favorite_ml,Filip Misolic,Pablo Andujar,Pablo Andujar,8.488,1.72,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2022,2022-07-28,Croatia Open,Clay,ATP250,high,ml,dog_ml,Facundo Bagnis,Corentin Moutet,Facundo Bagnis,11.318,2.56,win,1.56,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-07-29,Croatia Open,Clay,ATP250,high,ml,dog_ml,Franco Agamenone,Marco Cecchinato,Franco Agamenone,11.22,2.32,win,1.3199999999999998,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2022,2022-07-29,Generali Open,Clay,ATP250,high,ml,dog_ml,Filip Misolic,Dusan Lajovic,Filip Misolic,11.489,3.11,win,2.11,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-07,Cordoba Open,Clay,ATP250,high,ml,favorite_ml,Federico Delbonis,Alejandro Tabilo,Alejandro Tabilo,11.991,1.89,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-02-08,Cordoba Open,Clay,ATP250,high,ml,dog_ml,Hugo Dellien,Pedro Cachin,Pedro Cachin,12.477,2.42,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-09,Cordoba Open,Clay,ATP250,high,ml,favorite_ml,Francisco Cerundolo,Federico Delbonis,Francisco Cerundolo,8.874,1.6,win,0.6000000000000001,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-02-10,Cordoba Open,Clay,ATP250,high,ml,dog_ml,Hugo Dellien,Juan Manuel Cerundolo,Hugo Dellien,7.042,2.3,win,1.2999999999999998,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-10,Cordoba Open,Clay,ATP250,high,ml,dog_ml,Albert Ramos-Vinolas,Joao Sousa,Joao Sousa,8.114,3.2,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-14,Argentina Open,Clay,ATP250,high,ml,favorite_ml,Tomas Martin Etcheverry,Hugo Dellien,Hugo Dellien,11.8,1.81,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-02-14,Argentina Open,Clay,ATP250,high,ml,dog_ml,Camilo Ugo Carabelli,Daniel Elahi Galan,Daniel Elahi Galan,6.818,2.25,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-15,Argentina Open,Clay,ATP250,high,ml,dog_ml,Dominic Thiem,Alex Molcan,Alex Molcan,5.086,2.29,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-21,Rio Open,Clay,ATP500,high,ml,dog_ml,Francisco Cerundolo,Roberto Carballes Baena,Roberto Carballes Baena,8.075,2.83,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-22,Rio Open,Clay,ATP500,high,ml,dog_ml,Dusan Lajovic,Diego Sebastian Schwartzman,Diego Sebastian Schwartzman,7.932,2.37,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-22,Rio Open,Clay,ATP500,high,ml,favorite_ml,Albert Ramos-Vinolas,Tomas Martin Etcheverry,Tomas Martin Etcheverry,7.245,1.95,loss,-1.0,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-02-23,Rio Open,Clay,ATP500,high,ml,favorite_ml,Cameron Norrie,Thiago Moura Monteiro,Cameron Norrie,8.479,1.36,win,0.3600000000000001,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-02-24,Rio Open,Clay,ATP500,high,ml,favorite_ml,Bernabe Zapata Miralles,Albert Ramos-Vinolas,Bernabe Zapata Miralles,9.032,1.79,win,0.79,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-02-27,Chile Open,Clay,ATP250,high,ml,dog_ml,Juan Manuel Cerundolo,Pedro Cachin,Pedro Cachin,6.833,2.39,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-02-28,Chile Open,Clay,ATP250,high,ml,dog_ml,Thiago Moura Monteiro,Albert Ramos-Vinolas,Thiago Moura Monteiro,8.555,2.25,win,1.25,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-03-03,Chile Open,Clay,ATP250,high,ml,favorite_ml,Tomas Martin Etcheverry,Dusan Lajovic,Dusan Lajovic,7.417,1.93,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-03,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,Francesco Passaro,Aslan Karatsev,Francesco Passaro,6.489,2.21,win,1.21,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-04,Estoril Open,Clay,ATP250,high,ml,favorite_ml,Joao Sousa,Giulio Zeppieri,Giulio Zeppieri,7.062,1.63,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-04,Grand Prix Hassan II,Clay,ATP250,high,ml,favorite_ml,Alexandre Muller,Richard Gasquet,Richard Gasquet,8.964,1.76,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-04,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,Andrea Vavassori,Nicolas Jarry,Andrea Vavassori,9.185,3.37,win,2.37,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-06,Estoril Open,Clay,ATP250,high,ml,dog_ml,Miomir Kecmanovic,Jurij Rodionov,Jurij Rodionov,11.604,3.46,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-06,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,Tallon Griekspoor,Elias Ymer,Elias Ymer,8.633,4.1,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-06,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,Christopher O'Connell,Botic Van De Zandschulp,Christopher O'Connell,9.152,2.65,win,1.65,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-07,Grand Prix Hassan II,Clay,ATP250,high,ml,favorite_ml,Pavel Kotov,Christopher O'Connell,Christopher O'Connell,8.908,1.83,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-07,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,Alexandre Muller,Lorenzo Musetti,Alexandre Muller,5.87,3.13,win,2.13,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-08,U.S. Men's Clay Court Championships,Clay,ATP250,high,ml,dog_ml,Gijs Brouwer,Jeff Wolf,Gijs Brouwer,12.251,2.67,win,1.67,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-09,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Nicolas Jarry,Borna Coric,Borna Coric,5.669,1.88,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-09,U.S. Men's Clay Court Championships,Clay,ATP250,high,ml,favorite_ml,Tomas Martin Etcheverry,Yannick Hanfmann,Yannick Hanfmann,5.799,2.04,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-09,U.S. Men's Clay Court Championships,Clay,ATP250,high,ml,favorite_ml,Yannick Hanfmann,Tomas Machac,Yannick Hanfmann,11.693,1.91,win,0.9099999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-11,Monte Carlo Masters,Clay,Masters 1000,high,ml,dog_ml,Jiri Lehecka,Emil Ruusuvuori,Emil Ruusuvuori,11.38,2.54,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-12,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Jan-Lennard Struff,Alex De Minaur,Alex De Minaur,5.283,1.58,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-13,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Andrey Rublev,Karen Khachanov,Andrey Rublev,12.021,1.86,win,0.8600000000000001,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-13,Monte Carlo Masters,Clay,Masters 1000,high,ml,dog_ml,Stefanos Tsitsipas,Nicolas Jarry,Nicolas Jarry,10.858,4.0,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-17,BMW Open,Clay,ATP250,high,ml,favorite_ml,Marcos Giron,Roberto Carballes Baena,Roberto Carballes Baena,11.404,1.49,loss,-1.0,1.0,ATP250|favorite_ml
