cell_id,edge_lo,edge_hi,direction_filter,confidence_filter,series_filter,side_filter,split,n_bets,wins,losses,roi_flat,roi_boot_lb,roi_boot_ub,log_loss_model,log_loss_pinnacle,delta_log_loss,brier_model,brier_pinnacle,ece,clv_avg,clv_pos_rate,clv_n,clv_match_rate,clv_informative
edge7-13|agree-with-pinnacle|high+medium|ATP250|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP250,both,2024,51.0,22.0,29.0,-25.4902,-48.0784,-1.6667,0.6149,0.5941,0.0208,0.2117,0.2027,0.0523,,,51.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,model-fav,pooled_2022_2024,7.0,5.0,2.0,15.0,-54.1429,65.0,0.6243,0.6257,-0.0013,0.2166,0.2177,0.0958,,,7.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,model-fav,2022,3.0,2.0,1.0,6.3333,,,0.6279,0.6217,0.0062,0.2188,0.2153,0.2035,,,3.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,model-fav,2023,2.0,2.0,0.0,57.5,,,0.3609,0.4705,-0.1096,0.0969,0.1439,0.2966,,,2.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,model-fav,2024,2.0,1.0,1.0,-14.5,,,0.8824,0.7868,0.0955,0.333,0.2949,0.5462,,,2.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,model-dog,pooled_2022_2024,13.0,3.0,10.0,-30.4615,-100.0,49.1538,0.6035,0.5792,0.0243,0.2054,0.1939,0.2604,,,13.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,model-dog,2022,6.0,2.0,4.0,5.8333,-100.0,133.5,0.666,0.6635,0.0026,0.2348,0.2326,0.3296,,,6.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,model-dog,2023,3.0,0.0,3.0,-100.0,,,0.4942,0.4264,0.0678,0.1531,0.1218,0.3876,,,3.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,model-dog,2024,4.0,1.0,3.0,-32.75,,,0.5916,0.5674,0.0242,0.2006,0.1898,0.2141,,,4.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,both,pooled_2022_2024,20.0,8.0,12.0,-14.55,-60.6,35.75,0.6108,0.5955,0.0153,0.2093,0.2022,0.2028,,,20.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,both,2022,9.0,4.0,5.0,6.0,-72.0,102.4444,0.6533,0.6495,0.0038,0.2295,0.2268,0.1519,,,9.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,both,2023,5.0,2.0,3.0,-37.0,-100.0,34.6,0.4409,0.4441,-0.0031,0.1306,0.1306,0.3512,,,5.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP500|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP500,both,2024,6.0,2.0,4.0,-26.6667,-100.0,63.0,0.6885,0.6406,0.048,0.2448,0.2249,0.3248,,,6.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,model-fav,pooled_2022_2024,32.0,21.0,11.0,12.2812,-16.1875,38.8125,0.6528,0.6686,-0.0158,0.2305,0.238,0.1874,,,32.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,model-fav,2022,10.0,6.0,4.0,1.8,-50.0,51.1,0.6746,0.6715,0.0031,0.2409,0.2394,0.1817,,,10.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,model-fav,2023,14.0,10.0,4.0,23.8571,-25.0714,61.9286,0.6361,0.669,-0.0329,0.2218,0.238,0.1413,,,14.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,model-fav,2024,8.0,5.0,3.0,5.125,-56.75,60.125,0.655,0.6645,-0.0095,0.2326,0.2364,0.275,,,8.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,model-dog,pooled_2022_2024,41.0,11.0,30.0,-24.0,-60.2195,17.8537,0.5881,0.5751,0.013,0.1992,0.1936,0.1084,,,41.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,model-dog,2022,12.0,4.0,8.0,-9.8333,-78.75,71.0,0.5888,0.5878,0.001,0.2007,0.2013,0.1769,,,12.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,model-dog,2023,10.0,2.0,8.0,-42.2,-100.0,41.5,0.5898,0.5586,0.0311,0.1995,0.1848,0.1923,,,10.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,model-dog,2024,19.0,5.0,14.0,-23.3684,-73.8421,37.3684,0.5867,0.5758,0.0109,0.1981,0.1933,0.1262,,,19.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|both,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,both,pooled_2022_2024,73.0,32.0,41.0,-8.0959,-34.0548,16.9589,0.6165,0.6161,0.0004,0.2129,0.2131,0.0652,,,73.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|both,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,both,2022,22.0,10.0,12.0,-4.5455,-50.6818,43.5,0.6278,0.6259,0.002,0.219,0.2186,0.0727,,,22.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|both,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,both,2023,24.0,12.0,12.0,-3.6667,-43.1667,37.5833,0.6168,0.623,-0.0062,0.2125,0.2159,0.1197,,,24.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|Masters1000|both,7.0,13.0,agree-with-pinnacle,high+medium,Masters1000,both,2024,27.0,10.0,17.0,-14.9259,-57.2963,34.4074,0.607,0.6021,0.0049,0.2083,0.2061,0.069,,,27.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-fav,pooled_2022_2024,112.0,67.0,45.0,-0.5804,-16.1696,13.4196,0.6859,0.6749,0.011,0.246,0.2412,0.1047,,,112.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-fav,2022,32.0,18.0,14.0,-7.8125,-35.625,18.875,0.6956,0.6748,0.0208,0.2512,0.2412,0.1507,,,32.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-fav,2023,41.0,25.0,16.0,5.2439,-23.2195,31.0244,0.6852,0.6805,0.0047,0.2458,0.244,0.0959,,,41.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|model-fav,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-fav,2024,39.0,24.0,15.0,-0.7692,-26.5897,24.1026,0.6787,0.6691,0.0097,0.2419,0.2382,0.0837,,,39.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-dog,pooled_2022_2024,123.0,37.0,86.0,-18.4878,-41.122,3.6423,0.6044,0.5937,0.0107,0.2071,0.2025,0.0901,,,123.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-dog,2022,47.0,17.0,30.0,0.8936,-36.7021,40.2553,0.6376,0.6387,-0.0011,0.2233,0.2239,0.061,,,47.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-dog,2023,31.0,10.0,21.0,-15.5806,-57.1935,30.7097,0.6119,0.6033,0.0086,0.2106,0.2071,0.0822,,,31.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|model-dog,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-dog,2024,45.0,10.0,35.0,-40.7333,-72.0222,-8.2444,0.5647,0.5401,0.0245,0.1878,0.1769,0.1654,,,45.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,both,pooled_2022_2024,235.0,104.0,131.0,-9.9532,-23.9362,3.3149,0.6433,0.6324,0.0109,0.2256,0.2209,0.017,,,235.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,both,2022,79.0,35.0,44.0,-2.6329,-26.4557,24.3418,0.6611,0.6533,0.0078,0.2346,0.2309,0.0258,,,79.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,both,2023,72.0,35.0,37.0,-3.7222,-27.1389,18.6944,0.6537,0.6473,0.0064,0.2306,0.2281,0.0208,,,72.0,100.0,0.0
edge7-13|agree-with-pinnacle|high+medium|ATP-non-Slam|both,7.0,13.0,agree-with-pinnacle,high+medium,ATP-non-Slam,both,2024,84.0,34.0,50.0,-22.1786,-42.4048,-0.7857,0.6176,0.6,0.0176,0.213,0.2054,0.0615,,,84.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP250,model-fav,pooled_2022_2024,75.0,42.0,33.0,-7.84,-26.2,11.2933,0.7073,0.6834,0.0239,0.2561,0.2453,0.1203,,,75.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP250,model-fav,2022,19.0,10.0,9.0,-15.1053,-50.7895,21.0526,0.7174,0.685,0.0324,0.2618,0.2463,0.1716,,,19.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP250,model-fav,2023,27.0,14.0,13.0,-9.5926,-41.6667,25.7037,0.7388,0.7051,0.0337,0.2712,0.256,0.1475,,,27.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP250,model-fav,2024,29.0,18.0,11.0,-1.4483,-30.8966,25.3793,0.6713,0.6622,0.0091,0.2383,0.2347,0.0732,,,29.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP250,model-dog,pooled_2022_2024,69.0,23.0,46.0,-12.9565,-42.0725,15.8116,0.6143,0.6075,0.0068,0.2121,0.2094,0.0676,,,69.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP250,model-dog,2022,29.0,11.0,18.0,4.3103,-42.7586,52.7241,0.6519,0.6546,-0.0028,0.2302,0.2315,0.0184,,,29.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP250,model-dog,2023,18.0,8.0,10.0,13.2778,-46.6111,76.5,0.6439,0.6576,-0.0138,0.2264,0.2336,0.1465,,,18.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP250,model-dog,2024,22.0,4.0,18.0,-57.1818,-89.8636,-14.2273,0.5407,0.5044,0.0363,0.1766,0.1604,0.2178,,,22.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|both,7.0,13.0,agree-with-pinnacle,all,ATP250,both,pooled_2022_2024,144.0,65.0,79.0,-10.2917,-28.8403,7.5625,0.6627,0.647,0.0157,0.235,0.2281,0.0319,,,144.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|both,7.0,13.0,agree-with-pinnacle,all,ATP250,both,2022,48.0,21.0,27.0,-3.375,-34.9583,32.4375,0.6778,0.6667,0.0112,0.2427,0.2373,0.0684,,,48.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|both,7.0,13.0,agree-with-pinnacle,all,ATP250,both,2023,45.0,22.0,23.0,-0.4444,-33.1556,31.0889,0.7008,0.6861,0.0147,0.2533,0.2471,0.0868,,,45.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP250|both,7.0,13.0,agree-with-pinnacle,all,ATP250,both,2024,51.0,22.0,29.0,-25.4902,-48.5686,-0.902,0.6149,0.5941,0.0208,0.2117,0.2027,0.0523,,,51.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP500,model-fav,pooled_2022_2024,7.0,5.0,2.0,15.0,-41.7143,65.8571,0.6243,0.6257,-0.0013,0.2166,0.2177,0.0958,,,7.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP500,model-fav,2022,3.0,2.0,1.0,6.3333,,,0.6279,0.6217,0.0062,0.2188,0.2153,0.2035,,,3.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP500,model-fav,2023,2.0,2.0,0.0,57.5,,,0.3609,0.4705,-0.1096,0.0969,0.1439,0.2966,,,2.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP500,model-fav,2024,2.0,1.0,1.0,-14.5,,,0.8824,0.7868,0.0955,0.333,0.2949,0.5462,,,2.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP500,model-dog,pooled_2022_2024,13.0,3.0,10.0,-30.4615,-100.0,46.5385,0.6035,0.5792,0.0243,0.2054,0.1939,0.2604,,,13.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP500,model-dog,2022,6.0,2.0,4.0,5.8333,-100.0,133.5,0.666,0.6635,0.0026,0.2348,0.2326,0.3296,,,6.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP500,model-dog,2023,3.0,0.0,3.0,-100.0,,,0.4942,0.4264,0.0678,0.1531,0.1218,0.3876,,,3.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP500,model-dog,2024,4.0,1.0,3.0,-32.75,,,0.5916,0.5674,0.0242,0.2006,0.1898,0.2141,,,4.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|both,7.0,13.0,agree-with-pinnacle,all,ATP500,both,pooled_2022_2024,20.0,8.0,12.0,-14.55,-63.45,33.65,0.6108,0.5955,0.0153,0.2093,0.2022,0.2028,,,20.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|both,7.0,13.0,agree-with-pinnacle,all,ATP500,both,2022,9.0,4.0,5.0,6.0,-81.2222,107.7778,0.6533,0.6495,0.0038,0.2295,0.2268,0.1519,,,9.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|both,7.0,13.0,agree-with-pinnacle,all,ATP500,both,2023,5.0,2.0,3.0,-37.0,-100.0,34.6,0.4409,0.4441,-0.0031,0.1306,0.1306,0.3512,,,5.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP500|both,7.0,13.0,agree-with-pinnacle,all,ATP500,both,2024,6.0,2.0,4.0,-26.6667,-100.0,63.0,0.6885,0.6406,0.048,0.2448,0.2249,0.3248,,,6.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|model-fav,7.0,13.0,agree-with-pinnacle,all,Masters1000,model-fav,pooled_2022_2024,34.0,23.0,11.0,14.0882,-15.5294,40.0294,0.6296,0.6519,-0.0222,0.22,0.23,0.1897,,,34.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|model-fav,7.0,13.0,agree-with-pinnacle,all,Masters1000,model-fav,2022,10.0,6.0,4.0,1.8,-50.0,53.7,0.6746,0.6715,0.0031,0.2409,0.2394,0.1817,,,10.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|model-fav,7.0,13.0,agree-with-pinnacle,all,Masters1000,model-fav,2023,16.0,12.0,4.0,26.25,-13.1875,58.875,0.5888,0.6333,-0.0444,0.2006,0.221,0.1521,,,16.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|model-fav,7.0,13.0,agree-with-pinnacle,all,Masters1000,model-fav,2024,8.0,5.0,3.0,5.125,-57.5,62.25,0.655,0.6645,-0.0095,0.2326,0.2364,0.275,,,8.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|model-dog,7.0,13.0,agree-with-pinnacle,all,Masters1000,model-dog,pooled_2022_2024,41.0,11.0,30.0,-24.0,-61.8537,17.9268,0.5881,0.5751,0.013,0.1992,0.1936,0.1084,,,41.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|model-dog,7.0,13.0,agree-with-pinnacle,all,Masters1000,model-dog,2022,12.0,4.0,8.0,-9.8333,-78.4167,64.0,0.5888,0.5878,0.001,0.2007,0.2013,0.1769,,,12.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|model-dog,7.0,13.0,agree-with-pinnacle,all,Masters1000,model-dog,2023,10.0,2.0,8.0,-42.2,-100.0,41.5,0.5898,0.5586,0.0311,0.1995,0.1848,0.1923,,,10.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|model-dog,7.0,13.0,agree-with-pinnacle,all,Masters1000,model-dog,2024,19.0,5.0,14.0,-23.3684,-74.2105,43.3684,0.5867,0.5758,0.0109,0.1981,0.1933,0.1262,,,19.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|both,7.0,13.0,agree-with-pinnacle,all,Masters1000,both,pooled_2022_2024,75.0,34.0,41.0,-6.7333,-32.04,18.3333,0.6069,0.6099,-0.003,0.2086,0.2101,0.0695,,,75.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|both,7.0,13.0,agree-with-pinnacle,all,Masters1000,both,2022,22.0,10.0,12.0,-4.5455,-49.1818,40.6818,0.6278,0.6259,0.002,0.219,0.2186,0.0727,,,22.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|both,7.0,13.0,agree-with-pinnacle,all,Masters1000,both,2023,26.0,14.0,12.0,-0.0769,-37.7692,37.9615,0.5892,0.6046,-0.0154,0.2002,0.2071,0.128,,,26.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|Masters1000|both,7.0,13.0,agree-with-pinnacle,all,Masters1000,both,2024,27.0,10.0,17.0,-14.9259,-55.4444,35.6296,0.607,0.6021,0.0049,0.2083,0.2061,0.069,,,27.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,model-fav,pooled_2022_2024,116.0,70.0,46.0,-0.0345,-14.8793,15.5603,0.6795,0.6707,0.0088,0.2431,0.2392,0.0996,,,116.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,model-fav,2022,32.0,18.0,14.0,-7.8125,-38.0313,19.4375,0.6956,0.6748,0.0208,0.2512,0.2412,0.1507,,,32.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,model-fav,2023,45.0,28.0,17.0,6.1333,-19.3333,30.5111,0.6687,0.6691,-0.0004,0.2384,0.2386,0.0836,,,45.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|model-fav,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,model-fav,2024,39.0,24.0,15.0,-0.7692,-25.3333,23.1282,0.6787,0.6691,0.0097,0.2419,0.2382,0.0837,,,39.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,model-dog,pooled_2022_2024,123.0,37.0,86.0,-18.4878,-39.2276,3.3333,0.6044,0.5937,0.0107,0.2071,0.2025,0.0901,,,123.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,model-dog,2022,47.0,17.0,30.0,0.8936,-36.2766,40.8936,0.6376,0.6387,-0.0011,0.2233,0.2239,0.061,,,47.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,model-dog,2023,31.0,10.0,21.0,-15.5806,-56.6452,27.7419,0.6119,0.6033,0.0086,0.2106,0.2071,0.0822,,,31.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|model-dog,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,model-dog,2024,45.0,10.0,35.0,-40.7333,-72.4,-9.8222,0.5647,0.5401,0.0245,0.1878,0.1769,0.1654,,,45.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|both,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,both,pooled_2022_2024,239.0,107.0,132.0,-9.5314,-24.8536,3.6611,0.6409,0.6311,0.0098,0.2246,0.2203,0.0164,,,239.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|both,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,both,2022,79.0,35.0,44.0,-2.6329,-26.7848,24.6709,0.6611,0.6533,0.0078,0.2346,0.2309,0.0258,,,79.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|both,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,both,2023,76.0,38.0,38.0,-2.7237,-25.0658,20.0132,0.6455,0.6423,0.0033,0.227,0.2257,0.0294,,,76.0,100.0,0.0
edge7-13|agree-with-pinnacle|all|ATP-non-Slam|both,7.0,13.0,agree-with-pinnacle,all,ATP-non-Slam,both,2024,84.0,34.0,50.0,-22.1786,-43.7619,-0.0357,0.6176,0.6,0.0176,0.213,0.2054,0.0615,,,84.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP250|model-fav,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,model-fav,pooled_2022_2024,15.0,4.0,11.0,-45.1333,-86.4,9.7333,0.7359,0.6684,0.0674,0.2713,0.2377,0.2688,,,15.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP250|model-fav,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,model-fav,2022,8.0,1.0,7.0,-74.5,-100.0,-23.5,0.7494,0.6456,0.1038,0.278,0.2263,0.412,,,8.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP250|model-fav,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,model-fav,2023,2.0,1.0,1.0,5.5,,,0.7053,0.7023,0.003,0.2561,0.2546,0.0263,,,2.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP250|model-fav,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,model-fav,2024,5.0,2.0,3.0,-18.4,-100.0,65.6,0.7264,0.6914,0.0351,0.2666,0.2491,0.1368,,,5.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP250|model-dog,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge7-13|disagree-with-pinnacle|high-only|ATP250|model-dog,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge7-13|disagree-with-pinnacle|high-only|ATP250|model-dog,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge7-13|disagree-with-pinnacle|high-only|ATP250|model-dog,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge7-13|disagree-with-pinnacle|high-only|ATP250|both,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,both,pooled_2022_2024,15.0,4.0,11.0,-45.1333,-86.4,-2.6,0.7359,0.6684,0.0674,0.2713,0.2377,0.2688,,,15.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP250|both,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,both,2022,8.0,1.0,7.0,-74.5,-100.0,-23.5,0.7494,0.6456,0.1038,0.278,0.2263,0.412,,,8.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP250|both,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,both,2023,2.0,1.0,1.0,5.5,,,0.7053,0.7023,0.003,0.2561,0.2546,0.0263,,,2.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP250|both,7.0,13.0,disagree-with-pinnacle,high-only,ATP250,both,2024,5.0,2.0,3.0,-18.4,-100.0,65.6,0.7264,0.6914,0.0351,0.2666,0.2491,0.1368,,,5.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP500|model-fav,7.0,13.0,disagree-with-pinnacle,high-only,ATP500,model-fav,pooled_2022_2024,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP500|model-fav,7.0,13.0,disagree-with-pinnacle,high-only,ATP500,model-fav,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge7-13|disagree-with-pinnacle|high-only|ATP500|model-fav,7.0,13.0,disagree-with-pinnacle,high-only,ATP500,model-fav,2023,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge7-13|disagree-with-pinnacle|high-only|ATP500|model-fav,7.0,13.0,disagree-with-pinnacle,high-only,ATP500,model-fav,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
