lane,match_key,match_date,tour_id,tour_name,tour_rank,round_id,result,result_join_method,player1_id,player1,player2_id,player2,publication_at,publication_capture_mode,publication_source_file,publication_timing_quality,kickoff_iso,spread_line_p1,spread_odds1,spread_odds2,spread_market_p1_devig,ml_odds1,ml_odds2,close_at,close_capture_mode,close_odds1,close_odds2,close_market_p1_devig,published_to_close_clv_p1,published_to_close_clv_p2,close_gap_hours,close_is_stale,clv_eligible,latest_line_at,latest_spread_line_p1,line_move_p1,actual_game_margin_p1,p1_cover_result,p2_cover_result,p1_cover_binary,market_brier,market_log_loss,p1_flat_pnl,p2_flat_pnl,snapshot_count,same_line_snapshot_count
Challenger,2026-03-13|21507|33284|37577,2026-03-13,21507,Santiago Challenger,1,9,6-4 7-5,pair_capture_window_unique,33284,Nicolas Moreno De Alboran,37577,Genaro Alberto Olivieri,2026-03-13T17:35:58.656786+00:00,close,pinnacle-history-20260313-173558.csv,same_day_unverified,,-3.5,1.901,1.962,0.50789542,1.437,3.0,2026-03-13T17:42:40.791932+00:00,close,1.901,1.962,0.50789542,0.0,0.0,,,0,2026-03-13T17:42:40.791932+00:00,-3.5,0.0,-4,LOSS,WIN,0.0,0.25795776,0.70906402,-1.0,0.962,2,2
Challenger,2026-03-14|21503|47752|72578,2026-03-14,21503,Cap Cana Challenger,1,10,6-3 7-5,pair_capture_window_unique,47752,Adam Walton,72578,Mattia Bellucci,2026-03-14T11:05:03.486541+00:00,daily,pinnacle-history-20260314-110503.csv,same_day_unverified,,2.5,1.99,1.87,0.48445596,2.58,1.549,2026-03-14T11:05:03.486541+00:00,daily,1.99,1.87,0.48445596,0.0,0.0,,,0,2026-03-14T11:05:03.486541+00:00,2.5,0.0,-5,LOSS,WIN,0.0,0.23469758,0.66253254,-1.0,0.87,1,1
Challenger,2026-03-14|21503|66828|88766,2026-03-14,21503,Cap Cana Challenger,1,10,3-6 6-3 7-6(3),pair_capture_window_unique,88766,Alexander Blockx,66828,Mariano Navone,2026-03-14T11:05:03.486541+00:00,daily,pinnacle-history-20260314-110503.csv,same_day_unverified,,-2.5,1.862,2.0,0.51786639,1.602,2.44,2026-03-14T11:05:03.486541+00:00,daily,1.862,2.0,0.51786639,0.0,0.0,,,0,2026-03-14T11:05:03.486541+00:00,-2.5,0.0,-1,LOSS,WIN,0.0,0.2681856,0.72953401,-1.0,1.0,1,1
Challenger,2026-03-14|21504|29180|82269,2026-03-14,21504,Phoenix Challenger,1,10,7-6(6) 7-6(5),pair_capture_window_unique,29180,Billy Harris,82269,Ethan Quinn,2026-03-14T11:05:03.486541+00:00,daily,pinnacle-history-20260314-110503.csv,same_day_unverified,,4.0,1.87,1.99,0.51554404,4.26,1.251,2026-03-14T11:05:03.486541+00:00,daily,1.87,1.99,0.51554404,0.0,0.0,,,0,2026-03-14T11:05:03.486541+00:00,4.0,0.0,-2,WIN,LOSS,1.0,0.23469758,0.66253254,0.87,-1.0,1,1
Challenger,2026-03-14|21504|18736|36263,2026-03-14,21504,Phoenix Challenger,1,10,4-6 6-3 6-4,pair_capture_window_unique,36263,Corentin Moutet,18736,Marcos Giron,2026-03-14T11:05:03.486541+00:00,daily,pinnacle-history-20260314-110503.csv,same_day_unverified,,1.5,1.917,1.935,0.50233645,2.16,1.758,2026-03-14T11:05:03.486541+00:00,daily,1.917,1.935,0.50233645,0.0,0.0,,,0,2026-03-14T11:05:03.486541+00:00,1.5,0.0,-3,LOSS,WIN,0.0,0.25234191,0.69783103,-1.0,0.935,1,1
Challenger,2026-03-14|21505|12653|30856,2026-03-14,21505,Kigali 2 Challenger,1,10,6-3 6-3,pair_capture_window_unique,12653,Marco Trungelliti,30856,Zdenek Kolar,2026-03-14T00:00:14.340615+00:00,daily,pinnacle-history-20260314-000014.csv,same_day_unverified,,1.5,1.935,1.917,0.49766355,2.2,1.725,2026-03-14T00:00:14.340615+00:00,daily,1.935,1.917,0.49766355,0.0,0.0,,,0,2026-03-14T00:00:14.340615+00:00,1.5,0.0,6,WIN,LOSS,1.0,0.25234191,0.69783103,0.935,-1.0,1,1
Challenger,2026-03-14|21505|20104|87277,2026-03-14,21505,Kigali 2 Challenger,1,10,6-3 6-4,pair_capture_window_unique,20104,Marco Cecchinato,87277,Arthur Gea,2026-03-14T00:00:14.340615+00:00,daily,pinnacle-history-20260314-000014.csv,same_day_unverified,,3.0,1.99,1.87,0.48445596,2.84,1.467,2026-03-14T00:00:14.340615+00:00,daily,1.99,1.87,0.48445596,0.0,0.0,,,0,2026-03-14T00:00:14.340615+00:00,3.0,0.0,5,WIN,LOSS,1.0,0.26578566,0.72472875,0.99,-1.0,1,1
Challenger,2026-03-14|21506|30550|45553,2026-03-14,21506,Cherbourg Challenger,1,10,6-4 3-6 6-3,pair_capture_window_unique,30550,Borna Gojo,45553,Pavel Kotov,2026-03-14T11:05:03.486541+00:00,daily,pinnacle-history-20260314-110503.csv,same_day_unverified,,-1.5,1.952,1.917,0.49547687,1.752,2.19,2026-03-14T11:05:03.486541+00:00,daily,1.952,1.917,0.49547687,0.0,0.0,,,0,2026-03-14T11:05:03.486541+00:00,-1.5,0.0,-2,LOSS,WIN,0.0,0.24549733,0.68414159,-1.0,0.917,1,1
Challenger,2026-03-14|21507|69729|83794,2026-03-14,21507,Santiago Challenger,1,10,6-1 6-2,pair_capture_window_unique,83794,Henrique Rocha,69729,Pedro Boscardin Dias,2026-03-14T11:05:03.486541+00:00,daily,pinnacle-history-20260314-110503.csv,same_day_unverified,,-3.5,1.943,1.926,0.49780305,1.452,2.93,2026-03-14T11:05:03.486541+00:00,daily,1.943,1.926,0.49780305,0.0,0.0,,,0,2026-03-14T11:05:03.486541+00:00,-3.5,0.0,9,WIN,LOSS,1.0,0.25220178,0.69755076,0.943,-1.0,1,1
Challenger,2026-03-14|21509|50382|97984,2026-03-14,21509,Hersonissos 2 Challenger,1,10,6-3 6-1,pair_capture_window_unique,50382,Paul Jubb,97984,Maxim Mrva,2026-03-14T00:00:14.340615+00:00,daily,pinnacle-history-20260314-000014.csv,same_day_unverified,,0.5,1.926,1.909,0.49778357,2.01,1.847,2026-03-14T00:00:14.340615+00:00,daily,1.926,1.909,0.49778357,0.0,0.0,,,0,2026-03-14T00:00:14.340615+00:00,0.5,0.0,-8,LOSS,WIN,0.0,0.24778848,0.68872412,-1.0,0.909,1,1
Challenger,2026-03-14|21509|67703|79068,2026-03-14,21509,Hersonissos 2 Challenger,1,10,6-2 7-5,pair_capture_window_unique,67703,Stefan Dostanic,79068,Toby Samuel,2026-03-14T00:00:14.340615+00:00,daily,pinnacle-history-20260314-000014.csv,same_day_unverified,,3.0,1.926,1.909,0.49778357,2.55,1.546,2026-03-14T00:00:14.340615+00:00,daily,1.926,1.909,0.49778357,0.0,0.0,,,0,2026-03-14T00:00:14.340615+00:00,3.0,0.0,-6,LOSS,WIN,0.0,0.24778848,0.68872412,-1.0,0.909,1,1
Challenger,2026-03-15|21503|66828|72578,2026-03-15,21503,Cap Cana Challenger,1,12,7-5 6-4,pair_capture_window_unique,72578,Mattia Bellucci,66828,Mariano Navone,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,-3.5,1.971,1.885,0.48884855,1.518,2.67,2026-03-15T11:05:22.349520+00:00,daily,1.971,1.885,0.48884855,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-3.5,0.0,-4,LOSS,WIN,0.0,0.2389729,0.67108935,-1.0,0.885,1,1
Challenger,2026-03-15|21504|18736|82269,2026-03-15,21504,Phoenix Challenger,1,12,7-6(1) 4-6 7-5,pair_capture_window_unique,18736,Marcos Giron,82269,Ethan Quinn,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,-1.5,1.917,1.935,0.50233645,1.704,2.24,2026-03-15T11:05:22.349520+00:00,daily,1.917,1.935,0.50233645,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-1.5,0.0,-1,LOSS,WIN,0.0,0.25234191,0.69783103,-1.0,0.935,1,1
Challenger,2026-03-15|21505|12653|20104,2026-03-15,21505,Kigali 2 Challenger,1,12,4-6 6-0 6-3,pair_capture_window_unique,12653,Marco Trungelliti,20104,Marco Cecchinato,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,-1.0,1.952,1.901,0.49338178,1.82,2.07,2026-03-14T23:59:01.623287+00:00,daily,1.952,1.901,0.49338178,0.0,0.0,,,0,2026-03-14T23:59:01.623287+00:00,-1.0,0.0,7,WIN,LOSS,1.0,0.25666202,0.706472,0.952,-1.0,1,1
Challenger,2026-03-15|21506|45553|90774,2026-03-15,21506,Cherbourg Challenger,1,12,6-2 7-5,pair_capture_window_unique,45553,Pavel Kotov,90774,Filippo Romano,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,-4.0,2.0,1.877,0.48413722,1.253,4.32,2026-03-15T11:05:22.349520+00:00,daily,2.0,1.877,0.48413722,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-4.0,0.0,6,WIN,LOSS,1.0,0.26611441,0.7253869,1.0,-1.0,1,1
Challenger,2026-03-15|21507|37577|83794,2026-03-15,21507,Santiago Challenger,1,12,6-4 6-4,pair_capture_window_unique,37577,Genaro Alberto Olivieri,83794,Henrique Rocha,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,4.5,1.855,2.0,0.51880674,3.52,1.333,2026-03-15T11:05:22.349520+00:00,daily,1.855,2.0,0.51880674,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,4.5,0.0,4,WIN,LOSS,1.0,0.23154695,0.65622383,0.855,-1.0,1,1
Challenger,2026-03-15|21509|79068|97984,2026-03-15,21509,Hersonissos 2 Challenger,1,12,6-2 6-3,pair_capture_window_unique,97984,Maxim Mrva,79068,Toby Samuel,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,5.0,1.826,2.01,0.52398332,3.53,1.324,2026-03-14T23:59:01.623287+00:00,daily,1.826,2.01,0.52398332,0.0,0.0,,,0,2026-03-14T23:59:01.623287+00:00,5.0,0.0,-7,LOSS,WIN,0.0,0.27455852,0.74230237,-1.0,1.01,1,1
Challenger,2026-03-15|21510|70247|91265,2026-03-15,21510,Asuncion Challenger,1,1,6-4 6-3,pair_capture_window_unique,91265,Breno Braga,70247,Julian Cundom,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,8.5,1.794,2.02,0.52962769,20.31,1.022,2026-03-15T11:05:22.349520+00:00,daily,1.794,2.02,0.52962769,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,8.5,0.0,-5,WIN,LOSS,1.0,0.22125011,0.635581,0.794,-1.0,1,1
Challenger,2026-03-15|21510|33060|91266,2026-03-15,21510,Asuncion Challenger,1,1,6-2 6-0,pair_capture_window_unique,91266,Victor Braga,33060,Johannes Ingildsen,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,7.5,1.847,1.952,0.51381943,11.58,1.052,2026-03-15T11:05:22.349520+00:00,daily,1.847,1.952,0.51381943,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,7.5,0.0,-10,LOSS,WIN,0.0,0.2640104,0.72117517,-1.0,0.952,1,1
Challenger,2026-03-15|21510|85012|117926,2026-03-15,21510,Asuncion Challenger,1,1,6-2 2-6 6-1,pair_capture_window_unique,117926,Alexander Baez,85012,Valentin Basel,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,4.0,1.935,1.87,0.49145861,3.1,1.38,2026-03-15T11:05:22.349520+00:00,daily,1.935,1.87,0.49145861,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,4.0,0.0,-5,LOSS,WIN,0.0,0.24153156,0.67620866,-1.0,0.87,1,1
Challenger,2026-03-15|21511|12276|90968,2026-03-15,21511,Morelos Challenger,1,1,5-7 6-4 6-4,pair_capture_window_unique,12276,Juan Sebastian Gomez,90968,Samuel Heredia,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,-0.5,1.877,1.926,0.50644228,1.855,1.962,2026-03-15T11:05:22.349520+00:00,daily,1.877,1.926,0.50644228,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-0.5,0.0,-2,LOSS,WIN,0.0,0.25648379,0.70611547,-1.0,0.926,1,1
Challenger,2026-03-15|21511|27114|84558,2026-03-15,21511,Morelos Challenger,1,1,6-4 6-2,pair_capture_window_unique,27114,Jake Delaney,84558,Rafael De Alba,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,-5.0,2.06,1.763,0.46115616,1.155,5.55,2026-03-15T11:05:22.349520+00:00,daily,2.06,1.763,0.46115616,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-5.0,0.0,6,WIN,LOSS,1.0,0.29035268,0.77401855,1.06,-1.0,1,1
Challenger,2026-03-15|21511|31320|104665,2026-03-15,21511,Morelos Challenger,1,1,7-6(3) 6-2,pair_capture_window_unique,31320,Jesse Flores,104665,Matteo Covato,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,-4.0,1.99,1.82,0.47769029,1.285,3.7,2026-03-15T11:05:22.349520+00:00,daily,1.99,1.82,0.47769029,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-4.0,0.0,5,WIN,LOSS,1.0,0.27280743,0.73879269,0.99,-1.0,1,1
Challenger,2026-03-15|21512|20396|81601,2026-03-15,21512,Murcia Challenger,1,1,6-0 6-4,pair_capture_window_unique,20396,Frederico Ferreira Silva,81601,Yanaki Milev,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,-4.5,1.806,2.01,0.52672956,1.234,4.21,2026-03-14T23:59:01.623287+00:00,daily,1.806,2.01,0.52672956,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-5.0,-0.5,8,WIN,LOSS,1.0,0.22398491,0.64106803,0.806,-1.0,2,1
Challenger,2026-03-15|21512|57258|78285,2026-03-15,21512,Murcia Challenger,1,1,6-1 6-2,pair_capture_window_unique,57258,Benjamin Winter Lopez,78285,Dali Blanch,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,4.0,1.87,1.935,0.50854139,3.03,1.392,2026-03-15T11:05:22.349520+00:00,daily,1.99,1.833,0.47946639,-0.06030151,0.05564648,,,0,2026-03-15T11:05:22.349520+00:00,4.0,0.0,-9,LOSS,WIN,0.0,0.25861435,0.71037756,-1.0,0.935,2,2
Challenger,2026-03-15|21512|57304|67981,2026-03-15,21512,Murcia Challenger,1,1,6-4 5-7 7-6(2),pair_capture_window_unique,67981,Andrew Paulson,57304,Michael Vrbensky,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,2.0,1.862,1.943,0.51064389,2.23,1.671,2026-03-14T23:59:01.623287+00:00,daily,1.862,1.943,0.51064389,0.0,0.0,,,0,2026-03-14T23:59:01.623287+00:00,2.0,0.0,-1,WIN,LOSS,1.0,0.2394694,0.67208282,0.862,-1.0,1,1
Challenger,2026-03-15|21512|38587|73608,2026-03-15,21512,Murcia Challenger,1,1,6-2 6-4,pair_capture_window_unique,73608,Felix Gill,38587,Nicolas Parizzia,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,-5.5,2.03,1.787,0.46816872,1.087,8.14,2026-03-15T11:05:22.349520+00:00,daily,2.03,1.787,0.46816872,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-5.5,0.0,6,WIN,LOSS,1.0,0.28284451,0.75892654,1.03,-1.0,1,1
Challenger,2026-03-15|21512|28895|79673,2026-03-15,21512,Murcia Challenger,1,1,6-3 6-4,pair_capture_window_unique,79673,Filip Pieczonka,28895,Maxime Janvier,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,3.0,1.917,1.885,0.49579169,2.55,1.526,2026-03-14T23:59:01.623287+00:00,daily,1.917,1.885,0.49579169,0.0,0.0,,,0,2026-03-14T23:59:01.623287+00:00,3.0,0.0,5,WIN,LOSS,1.0,0.25422602,0.70159942,0.917,-1.0,1,1
Challenger,2026-03-15|21512|38463|87511,2026-03-15,21512,Murcia Challenger,1,1,6-4 6-4,pair_capture_window_unique,87511,Leonardo Borrelli,38463,Louis Wessels,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,6.5,1.787,2.02,0.53060152,10.08,1.064,2026-03-15T11:05:22.349520+00:00,daily,1.794,2.02,0.52962769,-0.0039019,0.0,,,0,2026-03-15T11:05:22.349520+00:00,6.5,0.0,-4,WIN,LOSS,1.0,0.22033493,0.63374397,0.787,-1.0,2,2
Challenger,2026-03-15|21512|53722|92236,2026-03-15,21512,Murcia Challenger,1,1,2-6 6-3 6-3,pair_capture_window_unique,92236,Alejandro Juan Mano,53722,Federico Arnaboldi,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,2.0,1.909,1.893,0.49789584,2.15,1.714,2026-03-15T11:05:22.349520+00:00,daily,1.909,1.893,0.49789584,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,2.0,0.0,-2,PUSH,PUSH,,,,0.0,0.0,1,1
Challenger,2026-03-15|21513|10014|98667,2026-03-15,21513,Zadar Challenger,1,1,6-1 6-2,pair_capture_window_unique,10014,Mirza Basic,98667,Nazar Oliynykov,2026-03-15T11:05:22.349520+00:00,daily,pinnacle-history-20260315-110522.csv,same_day_unverified,,-8.5,1.971,1.833,0.4818612,1.012,29.46,2026-03-15T11:05:22.349520+00:00,daily,1.971,1.833,0.4818612,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-8.5,0.0,9,WIN,LOSS,1.0,0.26846782,0.73009918,0.971,-1.0,1,1
Challenger,2026-03-15|21513|21548|50870,2026-03-15,21513,Zadar Challenger,1,1,6-3 6-1,pair_capture_window_unique,21548,Laurent Lokoli,50870,Karlo Kajin,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,-6.5,1.909,1.893,0.49789584,1.09,7.99,2026-03-14T23:59:01.623287+00:00,daily,1.909,1.893,0.49789584,0.0,0.0,,,0,2026-03-14T23:59:01.623287+00:00,-6.5,0.0,8,WIN,LOSS,1.0,0.25210858,0.69736437,0.909,-1.0,1,1
Challenger,2026-03-15|21513|30954|53537,2026-03-15,21513,Zadar Challenger,1,1,7-5 6-2,pair_capture_window_unique,30954,Christian Langmo,53537,Daniel Salazar Martinez,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,-4.5,1.901,1.901,0.5,1.254,3.99,2026-03-14T23:59:01.623287+00:00,daily,1.901,1.901,0.5,0.0,0.0,,,0,2026-03-15T11:05:22.349520+00:00,-5.0,-0.5,6,WIN,LOSS,1.0,0.25,0.69314718,0.901,-1.0,2,1
Challenger,2026-03-15|21513|32910|36842,2026-03-15,21513,Zadar Challenger,1,1,6-2 6-0,pair_capture_window_unique,36842,Ben Jones,32910,Sergi Perez Contri,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,5.5,1.806,2.01,0.52672956,5.28,1.166,2026-03-15T11:05:22.349520+00:00,daily,1.833,1.971,0.5181388,-0.01472995,0.01978691,,,0,2026-03-15T11:05:22.349520+00:00,5.5,0.0,-10,LOSS,WIN,0.0,0.27744403,0.7480883,-1.0,1.01,2,2
Challenger,2026-03-15|21513|48440|86348,2026-03-15,21513,Zadar Challenger,1,1,6-0 6-2,pair_capture_window_unique,48440,Edison Ambarzumjan,86348,Gerard Campana Lee,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,6.5,1.847,1.952,0.51381943,7.63,1.096,2026-03-14T23:59:01.623287+00:00,daily,1.847,1.952,0.51381943,0.0,0.0,,,0,2026-03-14T23:59:01.623287+00:00,6.5,0.0,-10,LOSS,WIN,0.0,0.2640104,0.72117517,-1.0,0.952,1,1
Challenger,2026-03-15|21513|54812|56420,2026-03-15,21513,Zadar Challenger,1,1,7-6(4) 6-4,pair_capture_window_unique,54812,Maxence Bertimon,56420,Oleksii Krutykh,2026-03-14T23:59:01.623287+00:00,daily,pinnacle-history-20260314-235901.csv,inferred_prior_day,,4.5,1.826,1.98,0.52023121,3.4,1.327,2026-03-15T11:05:22.349520+00:00,daily,1.833,1.99,0.52053361,-0.00381888,-0.00502513,,,0,2026-03-15T11:05:22.349520+00:00,4.5,0.0,-3,WIN,LOSS,1.0,0.23017809,0.65348192,0.826,-1.0,2,2
