tournament_key,tournament_display,window_type,years,start_year,end_year,target_season_year,segment_family,segment_type,n_matches,wins,losses,win_rate_pct_raw,win_rate_pct_shrunk,r1_matches,r1_wins,r1_win_rate_pct_raw,max_round,max_round_order,n
davis cup wg2 r1 lbn vs jam,Davis Cup WG2 R1: LBN vs JAM,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 lbn vs jam,Davis Cup WG2 R1: LBN vs JAM,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 lbn vs rsa,Davis Cup WG2 R1: LBN vs RSA,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 lbn vs rsa,Davis Cup WG2 R1: LBN vs RSA,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 ltu vs ben,Davis Cup WG2 R1: LTU vs BEN,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 ltu vs ben,Davis Cup WG2 R1: LTU vs BEN,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 mar vs mon,Davis Cup WG2 R1: MAR vs MON,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 mar vs mon,Davis Cup WG2 R1: MAR vs MON,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 mex vs chn,Davis Cup WG2 R1: MEX vs CHN,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 mex vs chn,Davis Cup WG2 R1: MEX vs CHN,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 mon vs ecu,Davis Cup WG2 R1: MON vs ECU,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 mon vs ecu,Davis Cup WG2 R1: MON vs ECU,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 nzl vs geo,Davis Cup WG2 R1: NZL vs GEO,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 nzl vs geo,Davis Cup WG2 R1: NZL vs GEO,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 par vs pak,Davis Cup WG2 R1: PAR vs PAK,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 par vs pak,Davis Cup WG2 R1: PAR vs PAK,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 slo vs est,Davis Cup WG2 R1: SLO vs EST,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 slo vs est,Davis Cup WG2 R1: SLO vs EST,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 slo vs uru,Davis Cup WG2 R1: SLO vs URU,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 slo vs uru,Davis Cup WG2 R1: SLO vs URU,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 tog vs egy,Davis Cup WG2 R1: TOG vs EGY,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 tog vs egy,Davis Cup WG2 R1: TOG vs EGY,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 tog vs lat,Davis Cup WG2 R1: TOG vs LAT,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 tog vs lat,Davis Cup WG2 R1: TOG vs LAT,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 tpe vs hkg,Davis Cup WG2 R1: TPE vs HKG,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 tpe vs hkg,Davis Cup WG2 R1: TPE vs HKG,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 tun vs gre,Davis Cup WG2 R1: TUN vs GRE,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 tun vs gre,Davis Cup WG2 R1: TUN vs GRE,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 ukr vs dom,Davis Cup WG2 R1: UKR vs DOM,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 ukr vs dom,Davis Cup WG2 R1: UKR vs DOM,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 uru vs egy,Davis Cup WG2 R1: URU vs EGY,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 uru vs egy,Davis Cup WG2 R1: URU vs EGY,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
davis cup wg2 r1 uzb vs est,Davis Cup WG2 R1: UZB vs EST,full,2022-2026,2022,2026,,entry,entry_MD,6,3,3,50.0,51.6107,0,0,,BR,1,6
davis cup wg2 r1 uzb vs est,Davis Cup WG2 R1: UZB vs EST,full,2022-2026,2022,2026,,seed,seed_unseeded,6,3,3,50.0,45.0202,0,0,,BR,1,6
doha,Doha,full,2022-2026,2022,2026,,entry,entry_LL,6,1,5,16.6667,32.0152,5,1,20.0,R16,6,6
gijon,Gijon,full,2022-2026,2022,2026,,entry,entry_Q,6,2,4,33.3333,38.5918,4,2,50.0,R16,6,6
gijon,Gijon,full,2022-2026,2022,2026,,entry,entry_WC,6,2,4,33.3333,37.4869,4,1,25.0,QF,7,6
gijon,Gijon,full,2022-2026,2022,2026,,seed,seed_1_2,6,5,1,83.3333,76.2872,0,0,,F,9,6
halle,Halle,full,2022-2026,2022,2026,,entry,entry_SE,6,4,2,66.6667,53.8462,2,2,100.0,SF,8,6
hertogenbosch,'s-Hertogenbosch,full,2022-2026,2022,2026,,entry,entry_LL,6,4,2,66.6667,43.5536,2,2,100.0,SF,8,6
hong kong,Hong Kong,full,2022-2026,2022,2026,,entry,entry_Q,6,2,4,33.3333,38.5918,4,2,50.0,R16,6,6
hong kong,Hong Kong,full,2022-2026,2022,2026,,entry,entry_WC,6,3,3,50.0,41.333,3,1,33.3333,SF,8,6
houston,Houston,full,2022-2026,2022,2026,,entry,entry_LL,6,2,4,33.3333,35.8613,2,1,50.0,QF,7,6
marrakech,Marrakech,full,2022-2026,2022,2026,,entry,entry_PR,6,5,1,83.3333,55.0664,2,1,50.0,F,9,6
naples,Naples,full,2022-2026,2022,2026,,entry,entry_Q,6,2,4,33.3333,38.5918,4,1,25.0,QF,7,6
naples,Naples,full,2022-2026,2022,2026,,seed,seed_1_2,6,4,2,66.6667,72.4411,0,0,,F,9,6
paris olympics,Paris Olympics,full,2022-2026,2022,2026,,entry,entry_ITF,6,1,5,16.6667,16.6667,5,1,20.0,R32,5,6
pune,Pune,full,2022-2026,2022,2026,,entry,entry_WC,6,0,6,0.0,29.7946,6,0,0.0,R32,5,6
rotterdam,Rotterdam,full,2022-2026,2022,2026,,entry,entry_PR,6,4,2,66.6667,51.2203,2,2,100.0,QF,7,6
s hertogenbosch,s Hertogenbosch,full,2022-2026,2022,2026,,entry,entry_LL,6,4,2,66.6667,43.5536,2,2,100.0,SF,8,6
seoul,Seoul,full,2022-2026,2022,2026,,seed,seed_5_8,6,3,3,50.0,57.8055,3,1,33.3333,SF,8,6
sydney,Sydney,full,2022-2026,2022,2026,,seed,seed_3_4,6,4,2,66.6667,65.0802,0,0,,SF,8,6
zhuhai,Zhuhai,full,2022-2026,2022,2026,,entry,entry_Q,6,2,4,33.3333,38.5918,4,2,50.0,R16,6,6
zhuhai,Zhuhai,full,2022-2026,2022,2026,,seed,seed_1_2,6,5,1,83.3333,76.2872,0,0,,F,9,6
adelaide,Adelaide,full,2022-2026,2022,2026,,entry,entry_Q,5,1,4,20.0,36.1355,4,1,25.0,R16,6,5
adelaide,Adelaide,full,2022-2026,2022,2026,,entry,entry_WC,5,2,3,40.0,38.9864,3,1,33.3333,QF,7,5
banja luka,Banja Luka,full,2022-2026,2022,2026,,entry,entry_WC,5,2,3,40.0,38.9864,3,1,33.3333,QF,7,5
basel,Basel,full,2022-2026,2022,2026,,entry,entry_LL,5,2,3,40.0,37.2958,3,1,33.3333,QF,7,5
florence,Florence,full,2022-2026,2022,2026,,seed,seed_1_2,5,4,1,80.0,75.3387,0,0,,F,9,5
hangzhou,Hangzhou,full,2022-2026,2022,2026,,seed,seed_1_2,5,1,4,20.0,63.3387,0,0,,QF,7,5
hertogenbosch,'s-Hertogenbosch,full,2022-2026,2022,2026,,seed,seed_3_4,5,1,4,20.0,55.6835,0,0,,QF,7,5
marseille,Marseille,full,2022-2026,2022,2026,,entry,entry_ALT,5,2,3,40.0,38.4762,3,1,33.3333,QF,7,5
marseille,Marseille,full,2022-2026,2022,2026,,entry,entry_LL,5,1,4,20.0,33.2958,4,1,25.0,R16,6,5
melbourne,Melbourne,full,2022-2026,2022,2026,,seed,seed_1_2,5,4,1,80.0,75.3387,0,0,,F,9,5
naples,Naples,full,2022-2026,2022,2026,,seed,seed_3_4,5,4,1,80.0,67.6835,0,0,,F,9,5
pune,Pune,full,2022-2026,2022,2026,,seed,seed_3_4,5,1,4,20.0,55.6835,0,0,,QF,7,5
rotterdam,Rotterdam,full,2022-2026,2022,2026,,entry,entry_LL,5,2,3,40.0,37.2958,3,1,33.3333,QF,7,5
s hertogenbosch,s Hertogenbosch,full,2022-2026,2022,2026,,entry,entry_PR,5,3,2,60.0,49.2691,2,2,100.0,QF,7,5
s hertogenbosch,s Hertogenbosch,full,2022-2026,2022,2026,,entry,entry_WC,5,0,5,0.0,30.9864,5,0,0.0,R32,5,5
san diego,San Diego,full,2022-2026,2022,2026,,entry,entry_Q,5,1,4,20.0,36.1355,4,1,25.0,R16,6,5
san diego,San Diego,full,2022-2026,2022,2026,,seed,seed_1_2,5,3,2,60.0,71.3387,0,0,,SF,8,5
san diego,San Diego,full,2022-2026,2022,2026,,seed,seed_3_4,5,3,2,60.0,63.6835,0,0,,F,9,5
santiago,Santiago,full,2022-2026,2022,2026,,entry,entry_SE,5,5,0,100.0,60.0,1,1,100.0,F,9,5
seoul,Seoul,full,2022-2026,2022,2026,,entry,entry_Q,5,1,4,20.0,36.1355,4,1,25.0,R16,6,5
stuttgart,Stuttgart,full,2022-2026,2022,2026,,entry,entry_PR,5,4,1,80.0,53.2691,1,1,100.0,F,9,5
sydney,Sydney,full,2022-2026,2022,2026,,entry,entry_Q,5,1,4,20.0,36.1355,4,1,25.0,R16,6,5
sydney,Sydney,full,2022-2026,2022,2026,,seed,seed_1_2,5,4,1,80.0,75.3387,0,0,,F,9,5
tel aviv,Tel Aviv,full,2022-2026,2022,2026,,seed,seed_5_8,5,1,4,20.0,52.1177,4,1,25.0,R16,6,5
zhuhai,Zhuhai,full,2022-2026,2022,2026,,seed,seed_3_4,5,3,2,60.0,63.6835,0,0,,SF,8,5
acapulco,Acapulco,full,2022-2026,2022,2026,,seed,seed_9_16,4,3,1,75.0,64.3452,1,1,100.0,SF,8,4
adelaide 2,Adelaide-2,full,2022-2026,2022,2026,,seed,seed_1_2,4,0,4,0.0,61.8112,0,0,,R16,6,4
antwerp,Antwerp,full,2022-2026,2022,2026,,entry,entry_PR,4,3,1,75.0,51.322,1,1,100.0,SF,8,4
astana,Astana,full,2022-2026,2022,2026,,entry,entry_LL,4,2,2,50.0,38.8498,2,2,100.0,R16,6,4
atlanta,Atlanta,full,2022-2026,2022,2026,,entry,entry_SE,4,1,3,25.0,45.8333,3,1,33.3333,R16,6,4
banja luka,Banja Luka,full,2022-2026,2022,2026,,seed,seed_3_4,4,2,2,50.0,62.1703,0,0,,SF,8,4
barcelona,Barcelona,full,2022-2026,2022,2026,,entry,entry_PR,4,1,3,25.0,42.9886,3,1,33.3333,R32,5,4
basel,Basel,full,2022-2026,2022,2026,,entry,entry_PR,4,2,2,50.0,47.1553,2,1,50.0,QF,7,4
basel,Basel,full,2022-2026,2022,2026,,entry,entry_SE,4,1,3,25.0,45.8333,3,1,33.3333,R16,6,4
beijing,Beijing,full,2022-2026,2022,2026,,entry,entry_LL,4,1,3,25.0,34.6831,3,1,33.3333,R16,6,4
belgrade,Belgrade,full,2022-2026,2022,2026,,entry,entry_PR,4,2,2,50.0,47.1553,2,2,100.0,R16,6,4
dallas,Dallas,full,2022-2026,2022,2026,,entry,entry_LL,4,1,3,25.0,34.6831,3,1,33.3333,R16,6,4
davis cup finals f aus vs ita,Davis Cup Finals F: AUS vs ITA,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals f aus vs ita,Davis Cup Finals F: AUS vs ITA,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals f can vs aus,Davis Cup Finals F: CAN vs AUS,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals f can vs aus,Davis Cup Finals F: CAN vs AUS,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals f ita vs esp,Davis Cup Finals F: ITA vs ESP,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals f ita vs esp,Davis Cup Finals F: ITA vs ESP,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals f ita vs ned,Davis Cup Finals F: ITA vs NED,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals f ita vs ned,Davis Cup Finals F: ITA vs NED,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf arg vs ger,Davis Cup Finals QF: ARG vs GER,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf arg vs ger,Davis Cup Finals QF: ARG vs GER,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf aus vs ned,Davis Cup Finals QF: AUS vs NED,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf aus vs ned,Davis Cup Finals QF: AUS vs NED,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf can vs fin,Davis Cup Finals QF: CAN vs FIN,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf can vs fin,Davis Cup Finals QF: CAN vs FIN,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf cro vs esp,Davis Cup Finals QF: CRO vs ESP,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf cro vs esp,Davis Cup Finals QF: CRO vs ESP,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf cze vs aus,Davis Cup Finals QF: CZE vs AUS,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf cze vs aus,Davis Cup Finals QF: CZE vs AUS,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf esp vs cze,Davis Cup Finals QF: ESP vs CZE,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf esp vs cze,Davis Cup Finals QF: ESP vs CZE,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf fra vs bel,Davis Cup Finals QF: FRA vs BEL,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf fra vs bel,Davis Cup Finals QF: FRA vs BEL,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf ita vs arg,Davis Cup Finals QF: ITA vs ARG,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf ita vs arg,Davis Cup Finals QF: ITA vs ARG,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf ita vs aut,Davis Cup Finals QF: ITA vs AUT,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf ita vs aut,Davis Cup Finals QF: ITA vs AUT,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf ita vs ned,Davis Cup Finals QF: ITA vs NED,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf ita vs ned,Davis Cup Finals QF: ITA vs NED,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf ita vs usa,Davis Cup Finals QF: ITA vs USA,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf ita vs usa,Davis Cup Finals QF: ITA vs USA,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf ned vs esp,Davis Cup Finals QF: NED vs ESP,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf ned vs esp,Davis Cup Finals QF: NED vs ESP,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf srb vs gbr,Davis Cup Finals QF: SRB vs GBR,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf srb vs gbr,Davis Cup Finals QF: SRB vs GBR,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals qf usa vs aus,Davis Cup Finals QF: USA vs AUS,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals qf usa vs aus,Davis Cup Finals QF: USA vs AUS,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr arg vs cro,Davis Cup Finals RR: ARG vs CRO,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr arg vs cro,Davis Cup Finals RR: ARG vs CRO,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr arg vs swe,Davis Cup Finals RR: ARG vs SWE,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr arg vs swe,Davis Cup Finals RR: ARG vs SWE,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr aus vs bel,Davis Cup Finals RR: AUS vs BEL,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr aus vs bel,Davis Cup Finals RR: AUS vs BEL,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr aus vs cze,Davis Cup Finals RR: AUS vs CZE,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr aus vs cze,Davis Cup Finals RR: AUS vs CZE,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr aus vs esp,Davis Cup Finals RR: AUS vs ESP,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr aus vs esp,Davis Cup Finals RR: AUS vs ESP,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr aus vs gbr,Davis Cup Finals RR: AUS vs GBR,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr aus vs gbr,Davis Cup Finals RR: AUS vs GBR,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr aus vs sui,Davis Cup Finals RR: AUS vs SUI,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr aus vs sui,Davis Cup Finals RR: AUS vs SUI,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr bel vs bra,Davis Cup Finals RR: BEL vs BRA,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr bel vs bra,Davis Cup Finals RR: BEL vs BRA,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr can vs arg,Davis Cup Finals RR: CAN vs ARG,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr can vs arg,Davis Cup Finals RR: CAN vs ARG,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr can vs chi,Davis Cup Finals RR: CAN vs CHI,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr can vs chi,Davis Cup Finals RR: CAN vs CHI,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr can vs fin,Davis Cup Finals RR: CAN vs FIN,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr can vs fin,Davis Cup Finals RR: CAN vs FIN,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr can vs gbr,Davis Cup Finals RR: CAN vs GBR,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr can vs gbr,Davis Cup Finals RR: CAN vs GBR,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr can vs ita,Davis Cup Finals RR: CAN vs ITA,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr can vs ita,Davis Cup Finals RR: CAN vs ITA,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr can vs swe,Davis Cup Finals RR: CAN vs SWE,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr can vs swe,Davis Cup Finals RR: CAN vs SWE,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr cro vs fin,Davis Cup Finals RR: CRO vs FIN,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr cro vs fin,Davis Cup Finals RR: CRO vs FIN,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr cro vs ned,Davis Cup Finals RR: CRO vs NED,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr cro vs ned,Davis Cup Finals RR: CRO vs NED,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr cro vs swe,Davis Cup Finals RR: CRO vs SWE,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr cro vs swe,Davis Cup Finals RR: CRO vs SWE,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr cro vs usa,Davis Cup Finals RR: CRO vs USA,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr cro vs usa,Davis Cup Finals RR: CRO vs USA,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr cze vs esp,Davis Cup Finals RR: CZE vs ESP,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr cze vs esp,Davis Cup Finals RR: CZE vs ESP,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr cze vs fra,Davis Cup Finals RR: CZE vs FRA,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr cze vs fra,Davis Cup Finals RR: CZE vs FRA,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr cze vs kor,Davis Cup Finals RR: CZE vs KOR,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr cze vs kor,Davis Cup Finals RR: CZE vs KOR,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr esp vs can,Davis Cup Finals RR: ESP vs CAN,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
davis cup finals rr esp vs can,Davis Cup Finals RR: ESP vs CAN,full,2022-2026,2022,2026,,seed,seed_unseeded,4,2,2,50.0,44.6052,0,0,,BR,1,4
davis cup finals rr esp vs cze,Davis Cup Finals RR: ESP vs CZE,full,2022-2026,2022,2026,,entry,entry_MD,4,2,2,50.0,51.745,0,0,,BR,1,4
