tournament_key,tournament_display,window_type,years,start_year,end_year,target_season_year,segment_family,segment_type,n_matches,wins,losses,win_rate_pct_raw,win_rate_pct_shrunk,r1_matches,r1_wins,r1_win_rate_pct_raw,max_round,max_round_order,n
roland garros,Roland Garros,year,2025,2025,2025,,seed,seed_5_8,18,14,4,77.7778,68.2668,4,4,100.0,SF,8,18
cincinnati masters,Cincinnati Masters,year,2025,2025,2025,,seed,seed_9_16,17,9,8,52.9412,58.8677,0,0,,QF,7,17
rome masters,Rome Masters,year,2025,2025,2025,,seed,seed_9_16,17,9,8,52.9412,58.8677,0,0,,SF,8,17
washington,Washington,year,2025,2025,2025,,seed,seed_9_16,17,9,8,52.9412,58.8677,0,0,,F,9,17
miami masters,Miami Masters,year,2025,2025,2025,,entry,entry_Q,16,4,12,25.0,33.2779,12,4,33.3333,R64,4,16
rome masters,Rome Masters,year,2025,2025,2025,,seed,seed_5_8,16,12,4,75.0,66.5039,0,0,,SF,8,16
us open,US Open,year,2025,2025,2025,,seed,seed_5_8,16,12,4,75.0,66.5039,4,4,100.0,SF,8,16
australian open,Australian Open,year,2025,2025,2025,,seed,seed_5_8,15,11,4,73.3333,65.5468,4,4,100.0,SF,8,15
delray beach,Delray Beach,year,2025,2025,2025,,seed,seed_5_8,15,12,3,80.0,68.404,3,3,100.0,F,9,15
australian open,Australian Open,year,2025,2025,2025,,seed,seed_1_2,14,13,1,92.8571,84.1113,2,2,100.0,F,9,14
bastad,Bastad,year,2025,2025,2025,,seed,seed_5_8,14,11,3,78.5714,67.4747,4,4,100.0,F,9,14
finals,ATP Finals,year,2025,2025,2025,,seed,seed_5_8,14,4,10,28.5714,46.8864,0,0,,SF,8,14
next gen finals,Next Gen Finals,year,2025,2025,2025,,seed,seed_5_8,14,6,8,42.8571,52.7688,0,0,,SF,8,14
roland garros,Roland Garros,year,2025,2025,2025,,seed,seed_1_2,14,13,1,92.8571,84.1113,2,2,100.0,F,9,14
us open,US Open,year,2025,2025,2025,,seed,seed_1_2,14,13,1,92.8571,84.1113,2,2,100.0,F,9,14
wimbledon,Wimbledon,year,2025,2025,2025,,seed,seed_1_2,14,13,1,92.8571,84.1113,2,2,100.0,F,9,14
wimbledon,Wimbledon,year,2025,2025,2025,,seed,seed_5_8,14,10,4,71.4286,64.5335,4,2,50.0,SF,8,14
almaty,Almaty,year,2025,2025,2025,,seed,seed_5_8,13,9,4,69.2308,63.4588,4,4,100.0,F,9,13
canada masters,Canada Masters,year,2025,2025,2025,,seed,seed_5_8,13,9,4,69.2308,63.4588,0,0,,QF,7,13
los cabos,Los Cabos,year,2025,2025,2025,,seed,seed_5_8,13,9,4,69.2308,63.4588,4,4,100.0,F,9,13
marrakech,Marrakech,year,2025,2025,2025,,seed,seed_5_8,13,10,3,76.9231,66.4891,4,3,75.0,F,9,13
barcelona,Barcelona,year,2025,2025,2025,,seed,seed_5_8,12,10,2,83.3333,68.5668,3,3,100.0,F,9,12
cincinnati masters,Cincinnati Masters,year,2025,2025,2025,,seed,seed_1_2,12,11,1,91.6667,83.1182,0,0,,F,9,12
doha,Doha,year,2025,2025,2025,,seed,seed_5_8,12,9,3,75.0,65.4418,4,2,50.0,F,9,12
geneva,Geneva,year,2025,2025,2025,,seed,seed_5_8,12,8,4,66.6667,62.3168,4,3,75.0,F,9,12
madrid masters,Madrid Masters,year,2025,2025,2025,,seed,seed_5_8,12,8,4,66.6667,62.3168,0,0,,F,9,12
washington,Washington,year,2025,2025,2025,,seed,seed_5_8,12,9,3,75.0,65.4418,0,0,,F,9,12
basel,Basel,year,2025,2025,2025,,seed,seed_5_8,11,7,4,63.6364,61.1013,4,3,75.0,F,9,11
houston,Houston,year,2025,2025,2025,,entry,entry_Q,11,8,3,72.7273,51.5485,4,3,75.0,F,9,11
miami masters,Miami Masters,year,2025,2025,2025,,seed,seed_3_4,11,9,2,81.8182,69.6368,0,0,,F,9,11
monte carlo masters,Monte Carlo Masters,year,2025,2025,2025,,seed,seed_5_8,11,7,4,63.6364,61.1013,0,0,,SF,8,11
montpellier,Montpellier,year,2025,2025,2025,,entry,entry_Q,11,7,4,63.6364,48.3227,4,3,75.0,F,9,11
roland garros,Roland Garros,year,2025,2025,2025,,entry,entry_WC,11,3,8,27.2727,30.7864,8,3,37.5,R64,4,11
rotterdam,Rotterdam,year,2025,2025,2025,,seed,seed_5_8,11,7,4,63.6364,61.1013,4,4,100.0,SF,8,11
wimbledon,Wimbledon,year,2025,2025,2025,,entry,entry_WC,11,3,8,27.2727,30.7864,8,3,37.5,R64,4,11
australian open,Australian Open,year,2025,2025,2025,,entry,entry_WC,10,2,8,20.0,28.4793,8,2,25.0,R64,4,10
canada masters,Canada Masters,year,2025,2025,2025,,seed,seed_1_2,10,8,2,80.0,78.6594,0,0,,SF,8,10
cincinnati masters,Cincinnati Masters,year,2025,2025,2025,,seed,seed_5_8,10,6,4,60.0,59.8046,0,0,,QF,7,10
finals,ATP Finals,year,2025,2025,2025,,seed,seed_1_2,10,9,1,90.0,81.9928,0,0,,F,9,10
geneva,Geneva,year,2025,2025,2025,,entry,entry_Q,10,6,4,60.0,46.6002,4,2,50.0,SF,8,10
indian wells masters,Indian Wells Masters,year,2025,2025,2025,,seed,seed_5_8,10,6,4,60.0,59.8046,0,0,,SF,8,10
miami masters,Miami Masters,year,2025,2025,2025,,entry,entry_LL,10,6,4,60.0,52.2222,3,3,100.0,R16,6,10
munich,Munich,year,2025,2025,2025,,seed,seed_1_2,10,9,1,90.0,81.9928,2,2,100.0,F,9,10
next gen finals,Next Gen Finals,year,2025,2025,2025,,seed,seed_1_2,10,8,2,80.0,78.6594,0,0,,F,9,10
rio de janeiro,Rio de Janeiro,year,2025,2025,2025,,seed,seed_5_8,10,7,3,70.0,63.138,4,3,75.0,F,9,10
rome masters,Rome Masters,year,2025,2025,2025,,seed,seed_1_2,10,8,2,80.0,78.6594,0,0,,F,9,10
shanghai,Shanghai,year,2025,2025,2025,,seed,seed_5_8,10,6,4,60.0,59.8046,0,0,,QF,7,10
tokyo,Tokyo,year,2025,2025,2025,,seed,seed_1_2,10,9,1,90.0,81.9928,2,2,100.0,F,9,10
vienna,Vienna,year,2025,2025,2025,,seed,seed_1_2,10,9,1,90.0,81.9928,2,2,100.0,F,9,10
acapulco,Acapulco,year,2025,2025,2025,,seed,seed_5_8,9,7,2,77.7778,65.3151,3,3,100.0,F,9,9
beijing,Beijing,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,2,50.0,SF,8,9
buenos aires,Buenos Aires,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,2,50.0,F,9,9
dallas,Dallas,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,3,75.0,QF,7,9
dubai,Dubai,year,2025,2025,2025,,entry,entry_Q,9,4,5,44.4444,41.3105,5,2,40.0,SF,8,9
eastbourne,Eastbourne,year,2025,2025,2025,,entry,entry_LL,9,6,3,66.6667,54.023,3,2,66.6667,F,9,9
halle,Halle,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,2,50.0,SF,8,9
hamburg,Hamburg,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,3,75.0,SF,8,9
kitzbuhel,Kitzbuhel,year,2025,2025,2025,,entry,entry_Q,9,5,4,55.5556,44.7588,4,3,75.0,QF,7,9
kitzbuhel,Kitzbuhel,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,3,75.0,SF,8,9
mallorca,Mallorca,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,3,75.0,QF,7,9
miami masters,Miami Masters,year,2025,2025,2025,,entry,entry_WC,9,4,5,44.4444,36.3579,5,3,60.0,R32,5,9
monte carlo masters,Monte Carlo Masters,year,2025,2025,2025,,entry,entry_Q,9,2,7,22.2222,34.414,7,1,14.2857,R16,6,9
montpellier,Montpellier,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,3,75.0,QF,7,9
queen s club,Queen's Club,year,2025,2025,2025,,seed,seed_1_2,9,8,1,88.8889,81.3718,2,2,100.0,F,9,9
roland garros,Roland Garros,year,2025,2025,2025,,entry,entry_LL,9,3,6,33.3333,43.6782,6,3,50.0,R64,4,9
rome masters,Rome Masters,year,2025,2025,2025,,entry,entry_WC,9,4,5,44.4444,36.3579,5,3,60.0,R32,5,9
stuttgart,Stuttgart,year,2025,2025,2025,,seed,seed_5_8,9,5,4,55.5556,58.4186,4,3,75.0,QF,7,9
washington,Washington,year,2025,2025,2025,,entry,entry_Q,9,3,6,33.3333,37.8622,6,2,33.3333,R16,6,9
athens,Athens,year,2025,2025,2025,,seed,seed_1_2,8,7,1,87.5,80.7065,0,0,,F,9,8
australian open,Australian Open,year,2025,2025,2025,,seed,seed_3_4,8,6,2,75.0,66.3836,2,2,100.0,QF,7,8
barcelona,Barcelona,year,2025,2025,2025,,entry,entry_Q,8,2,6,25.0,35.643,6,2,33.3333,R16,6,8
barcelona,Barcelona,year,2025,2025,2025,,seed,seed_1_2,8,6,2,75.0,77.1351,2,2,100.0,F,9,8
bastad,Bastad,year,2025,2025,2025,,entry,entry_Q,8,4,4,50.0,42.7859,4,3,75.0,QF,7,8
beijing,Beijing,year,2025,2025,2025,,seed,seed_1_2,8,7,1,87.5,80.7065,2,2,100.0,F,9,8
canada masters,Canada Masters,year,2025,2025,2025,,entry,entry_WC,8,3,5,37.5,34.0849,5,3,60.0,R64,4,8
canada masters,Canada Masters,year,2025,2025,2025,,seed,seed_3_4,8,7,1,87.5,69.955,0,0,,F,9,8
cincinnati masters,Cincinnati Masters,year,2025,2025,2025,,seed,seed_3_4,8,6,2,75.0,66.3836,0,0,,SF,8,8
davis cup qls r1 can vs hun,Davis Cup QLS R1: CAN vs HUN,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup qls r1 can vs hun,Davis Cup QLS R1: CAN vs HUN,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup qls r1 den vs srb,Davis Cup QLS R1: DEN vs SRB,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup qls r1 den vs srb,Davis Cup QLS R1: DEN vs SRB,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup qls r1 jpn vs gbr,Davis Cup QLS R1: JPN vs GBR,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup qls r1 jpn vs gbr,Davis Cup QLS R1: JPN vs GBR,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup qls r1 nor vs arg,Davis Cup QLS R1: NOR vs ARG,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup qls r1 nor vs arg,Davis Cup QLS R1: NOR vs ARG,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup qls r2 aus vs bel,Davis Cup QLS R2: AUS vs BEL,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup qls r2 aus vs bel,Davis Cup QLS R2: AUS vs BEL,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup qls r2 esp vs den,Davis Cup QLS R2: ESP vs DEN,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup qls r2 esp vs den,Davis Cup QLS R2: ESP vs DEN,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup qls r2 hun vs aut,Davis Cup QLS R2: HUN vs AUT,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup qls r2 hun vs aut,Davis Cup QLS R2: HUN vs AUT,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup qls r2 usa vs cze,Davis Cup QLS R2: USA vs CZE,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup qls r2 usa vs cze,Davis Cup QLS R2: USA vs CZE,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 po col vs brb,Davis Cup WG1 PO: COL vs BRB,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 po col vs brb,Davis Cup WG1 PO: COL vs BRB,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 po gre vs egy,Davis Cup WG1 PO: GRE vs EGY,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 po gre vs egy,Davis Cup WG1 PO: GRE vs EGY,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 po mon vs por,Davis Cup WG1 PO: MON vs POR,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 po mon vs por,Davis Cup WG1 PO: MON vs POR,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 po tun vs ukr,Davis Cup WG1 PO: TUN vs UKR,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 po tun vs ukr,Davis Cup WG1 PO: TUN vs UKR,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 po tur vs mex,Davis Cup WG1 PO: TUR vs MEX,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 po tur vs mex,Davis Cup WG1 PO: TUR vs MEX,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 r1 bul vs fin,Davis Cup WG1 R1: BUL vs FIN,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 r1 bul vs fin,Davis Cup WG1 R1: BUL vs FIN,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 r1 ecu vs bih,Davis Cup WG1 R1: ECU vs BIH,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 r1 ecu vs bih,Davis Cup WG1 R1: ECU vs BIH,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 r1 swe vs tun,Davis Cup WG1 R1: SWE vs TUN,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 r1 swe vs tun,Davis Cup WG1 R1: SWE vs TUN,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg1 r1 tpe vs nor,Davis Cup WG1 R1: TPE vs NOR,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg1 r1 tpe vs nor,Davis Cup WG1 R1: TPE vs NOR,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg2 po ben vs lat,Davis Cup WG2 PO: BEN vs LAT,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg2 po ben vs lat,Davis Cup WG2 PO: BEN vs LAT,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg2 po esa vs mda,Davis Cup WG2 PO: ESA vs MDA,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg2 po esa vs mda,Davis Cup WG2 PO: ESA vs MDA,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg2 po irl vs ksa,Davis Cup WG2 PO: IRL vs KSA,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg2 po irl vs ksa,Davis Cup WG2 PO: IRL vs KSA,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg2 po jam vs nzl,Davis Cup WG2 PO: JAM vs NZL,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg2 po jam vs nzl,Davis Cup WG2 PO: JAM vs NZL,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg2 po nam vs hkg,Davis Cup WG2 PO: NAM vs HKG,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg2 po nam vs hkg,Davis Cup WG2 PO: NAM vs HKG,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
davis cup wg2 r1 rsa vs mar,Davis Cup WG2 R1: RSA vs MAR,year,2025,2025,2025,,entry,entry_MD,8,4,4,50.0,51.1958,0,0,,BR,1,8
davis cup wg2 r1 rsa vs mar,Davis Cup WG2 R1: RSA vs MAR,year,2025,2025,2025,,seed,seed_unseeded,8,4,4,50.0,45.5223,0,0,,BR,1,8
gstaad,Gstaad,year,2025,2025,2025,,entry,entry_Q,8,4,4,50.0,42.7859,4,2,50.0,SF,8,8
hertogenbosch,'s-Hertogenbosch,year,2025,2025,2025,,entry,entry_Q,8,4,4,50.0,42.7859,4,3,75.0,QF,7,8
indian wells masters,Indian Wells Masters,year,2025,2025,2025,,entry,entry_WC,8,3,5,37.5,34.0849,5,3,60.0,R64,4,8
madrid masters,Madrid Masters,year,2025,2025,2025,,entry,entry_LL,8,4,4,50.0,48.8095,3,1,33.3333,QF,7,8
marrakech,Marrakech,year,2025,2025,2025,,entry,entry_Q,8,4,4,50.0,42.7859,4,2,50.0,SF,8,8
munich,Munich,year,2025,2025,2025,,entry,entry_LL,8,3,5,37.5,45.2381,5,3,60.0,R16,6,8
paris masters,Paris Masters,year,2025,2025,2025,,seed,seed_5_8,8,4,4,50.0,56.9335,0,0,,QF,7,8
rio de janeiro,Rio de Janeiro,year,2025,2025,2025,,entry,entry_LL,8,5,3,62.5,52.381,3,2,66.6667,SF,8,8
rome masters,Rome Masters,year,2025,2025,2025,,entry,entry_LL,8,4,4,50.0,48.8095,3,2,66.6667,R32,5,8
rotterdam,Rotterdam,year,2025,2025,2025,,entry,entry_Q,8,4,4,50.0,42.7859,4,2,50.0,SF,8,8
rotterdam,Rotterdam,year,2025,2025,2025,,seed,seed_3_4,8,6,2,75.0,66.3836,2,2,100.0,F,9,8
stuttgart,Stuttgart,year,2025,2025,2025,,seed,seed_1_2,8,7,1,87.5,80.7065,0,0,,F,9,8
umag,Umag,year,2025,2025,2025,,entry,entry_Q,8,4,4,50.0,42.7859,4,2,50.0,QF,7,8
us open,US Open,year,2025,2025,2025,,seed,seed_3_4,8,6,2,75.0,66.3836,2,2,100.0,QF,7,8
vienna,Vienna,year,2025,2025,2025,,seed,seed_3_4,8,6,2,75.0,66.3836,2,2,100.0,SF,8,8
washington,Washington,year,2025,2025,2025,,entry,entry_WC,8,4,4,50.0,37.6564,4,3,75.0,R16,6,8
athens,Athens,year,2025,2025,2025,,seed,seed_5_8,7,4,3,57.1429,59.0422,3,2,66.6667,QF,7,7
beijing,Beijing,year,2025,2025,2025,,seed,seed_3_4,7,5,2,71.4286,65.1386,2,2,100.0,SF,8,7
brussels,Brussels,year,2025,2025,2025,,seed,seed_5_8,7,3,4,42.8571,55.3385,4,1,25.0,SF,8,7
buenos aires,Buenos Aires,year,2025,2025,2025,,entry,entry_Q,7,4,3,57.1429,44.3706,3,2,66.6667,SF,8,7
dallas,Dallas,year,2025,2025,2025,,seed,seed_1_2,7,5,2,71.4286,76.2882,2,2,100.0,F,9,7
doha,Doha,year,2025,2025,2025,,entry,entry_Q,7,3,4,42.8571,40.6669,4,3,75.0,R16,6,7
eastbourne,Eastbourne,year,2025,2025,2025,,seed,seed_5_8,7,4,3,57.1429,59.0422,3,2,66.6667,SF,8,7
gstaad,Gstaad,year,2025,2025,2025,,entry,entry_WC,7,4,3,57.1429,39.051,3,3,100.0,QF,7,7
gstaad,Gstaad,year,2025,2025,2025,,seed,seed_5_8,7,3,4,42.8571,55.3385,4,2,50.0,QF,7,7
halle,Halle,year,2025,2025,2025,,seed,seed_3_4,7,5,2,71.4286,65.1386,2,2,100.0,F,9,7
hamburg,Hamburg,year,2025,2025,2025,,seed,seed_3_4,7,5,2,71.4286,65.1386,2,2,100.0,F,9,7
hangzhou,Hangzhou,year,2025,2025,2025,,seed,seed_3_4,7,6,1,85.7143,68.8423,0,0,,F,9,7
hertogenbosch,'s-Hertogenbosch,year,2025,2025,2025,,seed,seed_5_8,7,3,4,42.8571,55.3385,4,3,75.0,QF,7,7
houston,Houston,year,2025,2025,2025,,seed,seed_1_2,7,5,2,71.4286,76.2882,0,0,,F,9,7
houston,Houston,year,2025,2025,2025,,seed,seed_5_8,7,3,4,42.8571,55.3385,4,2,50.0,QF,7,7
mallorca,Mallorca,year,2025,2025,2025,,entry,entry_Q,7,3,4,42.8571,40.6669,4,3,75.0,R16,6,7
mallorca,Mallorca,year,2025,2025,2025,,seed,seed_3_4,7,6,1,85.7143,68.8423,0,0,,F,9,7
marseille,Marseille,year,2025,2025,2025,,seed,seed_1_2,7,6,1,85.7143,79.9919,0,0,,F,9,7
metz,Metz,year,2025,2025,2025,,seed,seed_5_8,7,4,3,57.1429,59.0422,3,1,33.3333,F,9,7
montpellier,Montpellier,year,2025,2025,2025,,seed,seed_1_2,7,6,1,85.7143,79.9919,0,0,,F,9,7
rome masters,Rome Masters,year,2025,2025,2025,,seed,seed_3_4,7,6,1,85.7143,68.8423,0,0,,F,9,7
rotterdam,Rotterdam,year,2025,2025,2025,,seed,seed_1_2,7,6,1,85.7143,79.9919,2,2,100.0,F,9,7
santiago,Santiago,year,2025,2025,2025,,seed,seed_5_8,7,3,4,42.8571,55.3385,4,2,50.0,QF,7,7
shanghai,Shanghai,year,2025,2025,2025,,seed,seed_3_4,7,5,2,71.4286,65.1386,0,0,,SF,8,7
stockholm,Stockholm,year,2025,2025,2025,,seed,seed_1_2,7,6,1,85.7143,79.9919,0,0,,F,9,7
stockholm,Stockholm,year,2025,2025,2025,,seed,seed_3_4,7,5,2,71.4286,65.1386,0,0,,F,9,7
stuttgart,Stuttgart,year,2025,2025,2025,,entry,entry_Q,7,3,4,42.8571,40.6669,4,2,50.0,QF,7,7
tokyo,Tokyo,year,2025,2025,2025,,seed,seed_3_4,7,5,2,71.4286,65.1386,2,2,100.0,SF,8,7
vienna,Vienna,year,2025,2025,2025,,seed,seed_5_8,7,3,4,42.8571,55.3385,4,2,50.0,QF,7,7
acapulco,Acapulco,year,2025,2025,2025,,entry,entry_Q,6,2,4,33.3333,38.3848,4,1,25.0,QF,7,6
acapulco,Acapulco,year,2025,2025,2025,,entry,entry_WC,6,3,3,50.0,36.7068,3,2,66.6667,QF,7,6
brussels,Brussels,year,2025,2025,2025,,seed,seed_1_2,6,5,1,83.3333,79.2224,0,0,,F,9,6
brussels,Brussels,year,2025,2025,2025,,seed,seed_3_4,6,4,2,66.6667,63.7977,0,0,,F,9,6
bucharest,Bucharest,year,2025,2025,2025,,entry,entry_Q,6,2,4,33.3333,38.3848,4,1,25.0,QF,7,6
bucharest,Bucharest,year,2025,2025,2025,,entry,entry_WC,6,3,3,50.0,36.7068,3,3,100.0,R16,6,6
bucharest,Bucharest,year,2025,2025,2025,,seed,seed_1_2,6,4,2,66.6667,75.3763,0,0,,F,9,6
bucharest,Bucharest,year,2025,2025,2025,,seed,seed_5_8,6,3,3,50.0,57.4669,3,3,100.0,R16,6,6
dallas,Dallas,year,2025,2025,2025,,entry,entry_Q,6,2,4,33.3333,38.3848,4,2,50.0,R16,6,6
dallas,Dallas,year,2025,2025,2025,,seed,seed_3_4,6,4,2,66.6667,63.7977,2,2,100.0,SF,8,6
davis cup qls r1 aut vs fin,Davis Cup QLS R1: AUT vs FIN,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 aut vs fin,Davis Cup QLS R1: AUT vs FIN,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r1 bel vs chi,Davis Cup QLS R1: BEL vs CHI,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 bel vs chi,Davis Cup QLS R1: BEL vs CHI,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r1 cro vs svk,Davis Cup QLS R1: CRO vs SVK,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 cro vs svk,Davis Cup QLS R1: CRO vs SVK,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r1 cze vs kor,Davis Cup QLS R1: CZE vs KOR,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 cze vs kor,Davis Cup QLS R1: CZE vs KOR,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r1 esp vs sui,Davis Cup QLS R1: ESP vs SUI,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 esp vs sui,Davis Cup QLS R1: ESP vs SUI,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r1 fra vs bra,Davis Cup QLS R1: FRA vs BRA,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 fra vs bra,Davis Cup QLS R1: FRA vs BRA,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r1 isr vs ger,Davis Cup QLS R1: ISR vs GER,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 isr vs ger,Davis Cup QLS R1: ISR vs GER,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r1 swe vs arg,Davis Cup QLS R1: SWE vs ARG,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 swe vs arg,Davis Cup QLS R1: SWE vs ARG,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r1 tpe vs usa,Davis Cup QLS R1: TPE vs USA,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
davis cup qls r1 tpe vs usa,Davis Cup QLS R1: TPE vs USA,year,2025,2025,2025,,seed,seed_unseeded,6,3,3,50.0,45.1778,0,0,,BR,1,6
davis cup qls r2 cro vs fra,Davis Cup QLS R2: CRO vs FRA,year,2025,2025,2025,,entry,entry_MD,6,3,3,50.0,51.2878,0,0,,BR,1,6
