date,tournament,winner_id,loser_id,winner_name,loser_name,winner_rank,loser_rank,winner_points,loser_points,join_method
2023-05-16,Internazionali BNL d'Italia,52279,47275,Francisco Cerundolo,Jannik Sinner,31,8,1200,3525,surname
2023-05-16,Internazionali BNL d'Italia,5992,27851,Novak Djokovic,Cameron Norrie,1,13,6775,2680,surname
2023-05-16,Internazionali BNL d'Italia,63572,24232,Lorenzo Musetti,Alejandro Pascacio F.,19,12,1960,2755,surname
2023-05-16,Internazionali BNL d'Italia,69471,34233,Holger Rune,Alexei Popyrin,7,77,3865,726,surname
2023-05-17,Internazionali BNL d'Italia,33648,52279,Casper Ruud,Francisco Cerundolo,4,31,5165,1200,surname
2023-05-17,Internazionali BNL d'Italia,69471,5992,Holger Rune,Novak Djokovic,7,1,3865,6775,surname
2023-05-18,Internazionali BNL d'Italia,22807,14856,Daniil Medvedev,Yannick Hanfmann,3,101,5330,602,surname
2023-05-18,Internazionali BNL d'Italia,30470,25165,Stefanos Tsitsipas,Borna Coric,5,16,5015,2240,surname
2023-05-20,Internazionali BNL d'Italia,22807,30470,Daniil Medvedev,Stefanos Tsitsipas,3,5,5330,5015,surname
2023-05-20,Internazionali BNL d'Italia,69471,33648,Holger Rune,Casper Ruud,7,4,3865,5165,surname
2023-05-21,Geneva Open,20104,87562,Marco Cecchinato,Ben Shelton,73,733,35,1095,surname
2023-05-21,Geneva Open,26381,12043,Christopher Eubanks,Benoit Paire,75,729,149,398,surname
2023-05-21,Internazionali BNL d'Italia,22807,69471,Daniil Medvedev,Holger Rune,3,7,5330,3865,surname
2023-05-21,Lyon Open,20654,36263,Gregoire Barrere,Corentin Moutet,55,846,61,823,surname
2023-05-21,Lyon Open,26153,6691,Juan Pablo Varillas,Albert Ramos-Vinolas,,,,,miss
2023-05-21,Lyon Open,63017,28108,Jack Draper,Alexandre Muller,60,832,100,639,surname
2023-05-22,Geneva Open,18736,24245,Marcos Giron,Alexander Bublik,74,730,48,915,surname
2023-05-22,Geneva Open,21506,76010,Roberto Carballes Baena,Daniel Rincon,58,841,274,190,surname
2023-05-22,Geneva Open,27482,12190,Nicolas Jarry,Dusan Lajovic,54,862,51,899,surname
2023-05-22,Geneva Open,28592,35297,Yi Fan Wu,Marc-Andrea Huesler,59,839,81,719,surname
2023-05-22,Geneva Open,29579,28904,Bernabe Zapata Miralles,Vitaliy Sachko,37,1041,286,186,surname
2023-05-22,Geneva Open,7806,13277,Adrian Mannarino,Filip Krajinovic,47,917,92,661,surname
2023-05-22,Lyon Open,28170,36449,Arthur Rinderknech,Lloyd Harris,78,725,306,165,surname
2023-05-22,Lyon Open,34337,18771,Miomir Kecmanovic,Oriol Roca Batalla,36,1055,310,163,surname
2023-05-22,Lyon Open,35957,674,Mikael Ymer,Richard Gasquet,53,876,50,901,surname
2023-05-22,Lyon Open,56846,17829,Brandon Nakashima,Diego Sebastian Schwartzman,52,877,93,660,surname
2023-05-22,Lyon Open,83135,26496,Arthur Fils,Zhuo Zhang,112,559,70,740,surname
2023-05-23,Geneva Open,24008,26381,Alexander Zverev,Christopher Eubanks,27,1360,75,729,surname
2023-05-23,Geneva Open,24721,28346,Christopher O'Connell,Nino Serdarusic,,,,,miss
2023-05-23,Geneva Open,28296,9471,Ilya Ivashka,Guido Pella,86,696,421,105,surname
2023-05-23,Geneva Open,28592,20104,Yi Fan Wu,Marco Cecchinato,59,839,73,733,surname
2023-05-23,Geneva Open,33860,12097,Tallon Griekspoor,Stefano Travaglia,39,1024,282,187,surname
2023-05-23,Geneva Open,46722,18477,Jeff Wolf,Hugo Dellien,49,905,160,375,surname
2023-05-23,Lyon Open,23100,5917,Pedro Cachin,Gael Monfils,63,793,386,117,surname
2023-05-23,Lyon Open,52721,13674,Sebastian Baez,Marton Fucsovics,44,955,80,720,surname
2023-05-23,Lyon Open,56846,28170,Brandon Nakashima,Arthur Rinderknech,52,877,78,725,surname
2023-05-23,Lyon Open,63017,34337,Jack Draper,Miomir Kecmanovic,60,832,36,1055,surname
2023-05-23,Lyon Open,64896,28263,Pablo Llamas Ruiz,Max Purcell,240,236,67,781,surname
2023-05-24,Geneva Open,11953,21506,Grigor Dimitrov,Roberto Carballes Baena,33,1125,58,841,surname
2023-05-24,Geneva Open,28296,7806,Ilya Ivashka,Adrian Mannarino,86,696,47,917,surname
2023-05-24,Geneva Open,29932,18736,Taylor Harry Fritz,Marcos Giron,9,3390,74,730,surname
2023-05-24,Geneva Open,33648,46722,Casper Ruud,Jeff Wolf,4,4915,49,905,surname
2023-05-24,Lyon Open,27851,11226,Cameron Norrie,David Goffin,14,2520,113,550,surname
2023-05-24,Lyon Open,40434,64896,Felix Auger Aliassime,Pablo Llamas Ruiz,10,3065,240,236,surname
2023-05-24,Lyon Open,49583,20654,Vinay Kumar T,Gregoire Barrere,,,,,miss
2023-05-24,Lyon Open,52721,23100,Sebastian Baez,Pedro Cachin,44,955,63,793,surname
2023-05-25,Geneva Open,11953,24721,Grigor Dimitrov,Christopher O'Connell,,,,,miss
2023-05-25,Geneva Open,27482,33648,Nicolas Jarry,Casper Ruud,54,862,4,4915,surname
2023-05-25,Geneva Open,29932,28296,Taylor Harry Fritz,Ilya Ivashka,9,3390,86,696,surname
2023-05-25,Lyon Open,27851,52721,Cameron Norrie,Sebastian Baez,14,2520,44,955,surname
2023-05-25,Lyon Open,52279,63017,Francisco Cerundolo,Jack Draper,28,1345,60,832,surname
2023-05-25,Lyon Open,56846,49583,Brandon Nakashima,Vinay Kumar T,,,,,miss
2023-05-26,Geneva Open,11953,29932,Grigor Dimitrov,Taylor Harry Fritz,33,1125,9,3390,surname
2023-05-26,Geneva Open,27482,24008,Nicolas Jarry,Alexander Zverev,54,862,27,1360,surname
2023-05-26,Lyon Open,52279,27851,Francisco Cerundolo,Cameron Norrie,28,1345,14,2520,surname
2023-05-26,Lyon Open,83135,56846,Arthur Fils,Brandon Nakashima,112,559,52,877,surname
2023-05-27,Geneva Open,27482,11953,Nicolas Jarry,Grigor Dimitrov,54,862,33,1125,surname
2023-05-27,Lyon Open,83135,52279,Arthur Fils,Francisco Cerundolo,112,559,28,1345,surname
2023-05-28,French Open,10828,46718,Radu Albot,Patrick Kypson,113,329,564,154,surname
2023-05-28,French Open,13674,28932,Marton Fucsovics,Hugo Grenier,83,122,720,518,surname
2023-05-28,French Open,14745,24232,Jason Murray Kubler,Alejandro Pascacio F.,69,137,777,441,surname
2023-05-28,French Open,20193,44555,Lucas Pouille,Jurij Rodionov,675,134,40,452,surname
2023-05-28,French Open,21506,56197,Roberto Carballes Baena,Emilio Nava,57,242,850,238,surname
2023-05-28,French Open,22432,9305,Thanasi Kokkinakis,Daniel Evans,108,25,587,1480,surname
2023-05-28,French Open,25543,19474,Karen Khachanov,Constant Lestienne,11,70,2945,769,surname
2023-05-28,French Open,26473,11226,Hubert Hurkacz,David Goffin,14,111,2525,570,surname
2023-05-28,French Open,27547,54207,Sebastian Ofner,Maxime Cressy,118,44,534,975,surname
2023-05-28,French Open,29372,24084,Andrey Rublev,Laslo Djere,7,60,4270,845,surname
2023-05-28,French Open,30470,18017,Stefanos Tsitsipas,Jiri Vesely,5,455,4775,92,surname
2023-05-28,French Open,31392,87562,Lorenzo Sonego,Ben Shelton,48,36,925,1095,surname
2023-05-28,French Open,31446,5837,Nuno Borges,John Isner,80,90,727,675,surname
2023-05-28,French Open,33860,5829,Tallon Griekspoor,Pablo Martinez,39,135,1034,448,surname
2023-05-28,French Open,36263,70873,Corentin Moutet,Arthur Cazaux,61,190,823,321,surname
2023-05-28,French Open,38911,7806,Ugo Humbert,Adrian Mannarino,40,47,1026,937,surname
2023-05-28,French Open,42451,18094,Sebastian Korda,Mackenzie Mcdonald,30,59,1265,845,surname
2023-05-28,French Open,63572,35957,Lorenzo Musetti,Mikael Ymer,18,56,2040,876,surname
2023-05-28,French Open,64891,20819,Alexander Shevchenko,Oscar Otte,87,120,703,521,surname
2023-05-28,French Open,73956,26845,Matteo Arnaldi,Daniel Elahi Galan,106,91,592,671,surname
2023-05-29,French Open,1092,6691,Stan Wawrinka,Albert Ramos-Vinolas,89,67,684,782,surname
2023-05-29,French Open,17829,29579,Diego Sebastian Schwartzman,Bernabe Zapata Miralles,95,38,660,1051,surname
2023-05-29,French Open,1837,28592,Roberto Bautista Agut,Yi Fan Wu,24,54,1485,884,surname
2023-05-29,French Open,18524,34233,Aslan Karatsev,Alexei Popyrin,62,85,818,707,surname
2023-05-29,French Open,18736,79060,Marcos Giron,Hamad Medjedovic,75,168,740,353,surname
2023-05-29,French Open,20648,24721,Taro Daniel,Christopher O'Connell,,,,,miss
2023-05-29,French Open,23100,20650,Pedro Cachin,Dominic Thiem,64,92,803,666,surname
2023-05-29,French Open,24232,13277,Alejandro Pascacio F.,Filip Krajinovic,12,93,2790,661,surname
2023-05-29,French Open,25165,18720,Borna Coric,Federico Coria,16,96,2410,656,surname
2023-05-29,French Open,26153,86082,Juan Pablo Varillas,Juncheng Shang,94,200,661,303,surname
2023-05-29,French Open,27851,12043,Cameron Norrie,Benoit Paire,13,149,2565,398,surname
2023-05-29,French Open,29732,35297,Daniel Altmaier,Marc-Andrea Huesler,79,84,733,719,surname
2023-05-29,French Open,33502,56846,Denis Shapovalov,Brandon Nakashima,32,45,1210,957,surname
2023-05-29,French Open,36519,83135,Alejandro Davidovich Fokina,Arthur Fils,34,63,1115,807,surname
2023-05-29,French Open,39309,28296,Alex De Minaur,Ilya Ivashka,19,73,1870,741,surname
2023-05-29,French Open,4067,40434,Fabio Fognini,Felix Auger Aliassime,130,10,468,3100,surname
2023-05-29,French Open,47275,28108,Jannik Sinner,Alexandre Muller,9,101,3435,639,surname
2023-05-29,French Open,52394,24249,Thiago Agustin Tirante,Botic Van De Zandschulp,153,31,390,1215,surname
2023-05-29,French Open,5992,39152,Novak Djokovic,Aleksandar Kovacevic,3,114,5955,545,surname
2023-05-29,French Open,61838,14177,Jiri Lehecka,Jan-Lennard Struff,41,28,994,1447,surname
2023-05-29,French Open,68074,67546,Carlos Alcaraz,Flavio Cobolli,1,159,6815,378,surname
2023-05-29,French Open,82371,20104,Luca Van Assche,Marco Cecchinato,82,72,725,742,surname
2023-05-30,French Open,11953,55257,Grigor Dimitrov,Timofey Skatov,29,147,1275,412,surname
2023-05-30,French Open,14856,14609,Yannick Hanfmann,Thiago Moura Monteiro,65,98,791,652,surname
2023-05-30,French Open,24008,36449,Alexander Zverev,Lloyd Harris,27,294,1450,177,surname
2023-05-30,French Open,24225,46722,Yoshihito Nishioka,Jeff Wolf,33,50,1181,915,surname
2023-05-30,French Open,27482,18477,Nicolas Jarry,Hugo Dellien,35,160,1112,375,surname
2023-05-30,French Open,28170,674,Arthur Rinderknech,Richard Gasquet,78,52,735,901,surname
2023-05-30,French Open,28263,22433,Max Purcell,Jordan Thompson,68,76,781,737,surname
2023-05-30,French Open,29932,26925,Taylor Harry Fritz,Michael Mmoh,8,123,3470,517,surname
2023-05-30,French Open,31290,34337,Andrea Vavassori,Miomir Kecmanovic,148,37,410,1065,surname
2023-05-30,French Open,33648,26218,Casper Ruud,Elias Ymer,4,155,4960,384,surname
2023-05-30,French Open,34539,46747,Alex Molcan,Hugo Gaston,86,109,705,580,surname
2023-05-30,French Open,36858,22807,Thiago Seyboth Wild,Daniil Medvedev,172,2,349,6330,surname
2023-05-30,French Open,37105,20654,Emil Ruusuvuori,Gregoire Barrere,46,58,956,850,surname
2023-05-30,French Open,37577,21668,Genaro Alberto Olivieri,Juan Pablo Boada G.,231,237,257,245,surname
2023-05-30,French Open,49583,73196,Vinay Kumar T,Dominic Stricker,,,,,miss
2023-05-30,French Open,57769,24245,Giulio Zeppieri,Alexander Bublik,129,51,478,915,surname
2023-05-30,French Open,5917,52721,Gael Monfils,Sebastian Baez,394,42,117,990,surname
2023-05-30,French Open,69471,26381,Holger Rune,Christopher Eubanks,6,74,4375,740,surname
2023-05-30,French Open,9471,25171,Guido Pella,Quentin Halys,423,88,105,686,surname
2023-05-31,French Open,17829,31446,Diego Sebastian Schwartzman,Nuno Borges,95,80,660,727,surname
2023-05-31,French Open,22432,1092,Thanasi Kokkinakis,Stan Wawrinka,108,89,587,684,surname
2023-05-31,French Open,25543,10828,Karen Khachanov,Radu Albot,11,113,2945,564,surname
2023-05-31,French Open,26153,1837,Juan Pablo Varillas,Roberto Bautista Agut,94,24,661,1485,surname
2023-05-31,French Open,26473,33860,Hubert Hurkacz,Tallon Griekspoor,14,39,2525,1034,surname
2023-05-31,French Open,27547,42451,Sebastian Ofner,Sebastian Korda,118,30,534,1265,surname
2023-05-31,French Open,27851,20193,Cameron Norrie,Lucas Pouille,13,675,2565,40,surname
2023-05-31,French Open,29372,36263,Andrey Rublev,Corentin Moutet,7,61,4270,823,surname
2023-05-31,French Open,30470,21506,Stefanos Tsitsipas,Roberto Carballes Baena,5,57,4775,850,surname
2023-05-31,French Open,31392,38911,Lorenzo Sonego,Ugo Humbert,48,40,925,1026,surname
2023-05-31,French Open,33502,73956,Denis Shapovalov,Matteo Arnaldi,32,106,1210,592,surname
2023-05-31,French Open,36519,82371,Alejandro Davidovich Fokina,Luca Van Assche,34,82,1115,725,surname
2023-05-31,French Open,4067,14745,Fabio Fognini,Jason Murray Kubler,130,69,468,777,surname
2023-05-31,French Open,5992,13674,Novak Djokovic,Marton Fucsovics,3,83,5955,720,surname
2023-05-31,French Open,63572,64891,Lorenzo Musetti,Alexander Shevchenko,18,87,2040,703,surname
2023-05-31,French Open,68074,20648,Carlos Alcaraz,Taro Daniel,1,112,6815,566,surname
2023-06-01,French Open,11953,37105,Grigor Dimitrov,Emil Ruusuvuori,29,46,1275,956,surname
2023-06-01,French Open,18736,61838,Marcos Giron,Jiri Lehecka,75,41,740,994,surname
2023-06-01,French Open,24008,34539,Alexander Zverev,Alex Molcan,27,86,1450,705,surname
2023-06-01,French Open,24225,28263,Yoshihito Nishioka,Max Purcell,33,68,1181,781,surname
2023-06-01,French Open,24232,18524,Alejandro Pascacio F.,Aslan Karatsev,12,62,2790,818,surname
2023-06-01,French Open,25165,23100,Borna Coric,Pedro Cachin,16,64,2410,803,surname
2023-06-01,French Open,26496,52394,Zhuo Zhang,Thiago Agustin Tirante,71,153,752,390,surname
2023-06-01,French Open,27482,49583,Nicolas Jarry,Vinay Kumar T,,,,,miss
2023-06-01,French Open,29732,47275,Daniel Altmaier,Jannik Sinner,79,9,733,3435,surname
2023-06-01,French Open,29932,28170,Taylor Harry Fritz,Arthur Rinderknech,8,78,3470,735,surname
2023-06-01,French Open,33648,57769,Casper Ruud,Giulio Zeppieri,4,129,4960,478,surname
2023-06-01,French Open,36858,9471,Thiago Seyboth Wild,Guido Pella,172,423,349,105,surname
2023-06-01,French Open,37532,39309,Tomas Martin Etcheverry,Alex De Minaur,49,19,920,1870,surname
2023-06-01,French Open,37577,31290,Genaro Alberto Olivieri,Andrea Vavassori,231,148,257,410,surname
2023-06-01,French Open,52279,14856,Francisco Cerundolo,Yannick Hanfmann,23,65,1485,791,surname
2023-06-02,French Open,25543,22432,Karen Khachanov,Thanasi Kokkinakis,11,108,2945,587,surname
2023-06-02,French Open,26153,26473,Juan Pablo Varillas,Hubert Hurkacz,94,14,661,2525,surname
2023-06-02,French Open,27547,4067,Sebastian Ofner,Fabio Fognini,118,130,534,468,surname
2023-06-02,French Open,30470,17829,Stefanos Tsitsipas,Diego Sebastian Schwartzman,5,95,4775,660,surname
2023-06-02,French Open,31392,29372,Lorenzo Sonego,Andrey Rublev,48,7,925,4270,surname
2023-06-02,French Open,5992,36519,Novak Djokovic,Alejandro Davidovich Fokina,3,34,5955,1115,surname
2023-06-02,French Open,63572,27851,Lorenzo Musetti,Cameron Norrie,18,13,2040,2565,surname
2023-06-02,French Open,68074,33502,Carlos Alcaraz,Denis Shapovalov,1,32,6815,1210,surname
2023-06-03,French Open,11953,29732,Grigor Dimitrov,Daniel Altmaier,29,79,1275,733,surname
2023-06-03,French Open,24008,24232,Alexander Zverev,Alejandro Pascacio F.,27,12,1450,2790,surname
2023-06-03,French Open,24225,36858,Yoshihito Nishioka,Thiago Seyboth Wild,33,172,1181,349,surname
2023-06-03,French Open,27482,18736,Nicolas Jarry,Marcos Giron,35,75,1112,740,surname
2023-06-03,French Open,33648,26496,Casper Ruud,Zhuo Zhang,4,71,4960,752,surname
2023-06-03,French Open,37532,25165,Tomas Martin Etcheverry,Borna Coric,49,16,920,2410,surname
2023-06-03,French Open,52279,29932,Francisco Cerundolo,Taylor Harry Fritz,23,8,1485,3470,surname
2023-06-03,French Open,69471,37577,Holger Rune,Genaro Alberto Olivieri,6,231,4375,257,surname
2023-06-04,French Open,25543,31392,Karen Khachanov,Lorenzo Sonego,11,48,2945,925,surname
2023-06-04,French Open,30470,27547,Stefanos Tsitsipas,Sebastian Ofner,5,118,4775,534,surname
2023-06-04,French Open,5992,26153,Novak Djokovic,Juan Pablo Varillas,3,94,5955,661,surname
2023-06-04,French Open,68074,63572,Carlos Alcaraz,Lorenzo Musetti,1,18,6815,2040,surname
2023-06-05,French Open,24008,11953,Alexander Zverev,Grigor Dimitrov,27,29,1450,1275,surname
2023-06-05,French Open,33648,27482,Casper Ruud,Nicolas Jarry,4,35,4960,1112,surname
2023-06-05,French Open,37532,24225,Tomas Martin Etcheverry,Yoshihito Nishioka,49,33,920,1181,surname
2023-06-05,French Open,69471,52279,Holger Rune,Francisco Cerundolo,6,23,4375,1485,surname
2023-06-06,French Open,5992,25543,Novak Djokovic,Karen Khachanov,3,11,5955,2945,surname
2023-06-06,French Open,68074,30470,Carlos Alcaraz,Stefanos Tsitsipas,1,5,6815,4775,surname
2023-06-07,French Open,24008,37532,Alexander Zverev,Tomas Martin Etcheverry,27,49,1450,920,surname
2023-06-07,French Open,33648,69471,Casper Ruud,Holger Rune,4,6,4960,4375,surname
2023-06-09,French Open,33648,24008,Casper Ruud,Alexander Zverev,4,27,4960,1450,surname
2023-06-09,French Open,5992,68074,Novak Djokovic,Carlos Alcaraz,3,1,5955,6815,surname
2023-06-11,French Open,5992,33648,Novak Djokovic,Casper Ruud,3,4,5955,4960,surname
2023-07-17,Nordea Open,14609,26845,Thiago Moura Monteiro,Daniel Elahi Galan,122,56,529,863,surname
2023-07-17,Nordea Open,82371,41961,Luca Van Assche,Dragos Nicolae Madaras,77,191,748,308,surname
2023-07-17,Suisse Open Gstaad,20650,28108,Dominic Thiem,Alexandre Muller,94,76,631,748,surname
2023-07-17,Suisse Open Gstaad,29732,28899,Daniel Altmaier,Benjamin Bonzi,64,107,813,603,surname
2023-07-17,Suisse Open Gstaad,37741,24084,Zizou Bergs,Laslo Djere,175,55,335,865,surname
2023-07-17,Suisse Open Gstaad,44555,35297,Jurij Rodionov,Marc-Andrea Huesler,118,84,535,704,surname
2023-07-17,Suisse Open Gstaad,79060,26496,Hamad Medjedovic,Zhuo Zhang,183,70,322,796,surname
2023-07-18,Nordea Open,13048,36519,Jozef Kovalik,Alejandro Davidovich Fokina,159,35,375,1185,surname
2023-07-18,Nordea Open,18720,52721,Federico Coria,Sebastian Baez,113,63,566,815,surname
2023-07-18,Nordea Open,24008,34539,Alexander Zverev,Alex Molcan,19,81,1720,731,surname
2023-07-18,Nordea Open,27547,37532,Sebastian Ofner,Tomas Martin Etcheverry,58,34,855,1231,surname
2023-07-18,Nordea Open,29579,18477,Bernabe Zapata Miralles,Hugo Dellien,53,167,871,350,surname
2023-07-18,Nordea Open,45553,20104,Pavel Kotov,Marco Cecchinato,89,95,667,628,surname
2023-07-18,Nordea Open,51417,12190,Filip Misolic,Dusan Lajovic,139,61,452,839,surname
2023-07-18,Nordea Open,64891,52934,Alexander Shevchenko,Juan Manuel Cerundolo,96,100,622,615,surname
2023-07-18,Nordea Open,73956,37105,Matteo Arnaldi,Emil Ruusuvuori,75,48,762,926,surname
2023-07-18,Nordea Open,83696,26218,Leo Borg,Elias Ymer,437,166,99,351,surname
2023-07-18,Suisse Open Gstaad,11881,28170,Facundo Bagnis,Arthur Rinderknech,136,82,462,721,surname
2023-07-18,Suisse Open Gstaad,23100,20648,Pedro Cachin,Taro Daniel,90,112,662,580,surname
2023-07-18,Suisse Open Gstaad,26153,55252,Juan Pablo Varillas,Otto Virtanen,66,132,808,489,surname
2023-07-18,Suisse Open Gstaad,6691,4067,Albert Ramos-Vinolas,Fabio Fognini,79,128,742,507,surname
2023-07-18,Suisse Open Gstaad,73196,83135,Dominic Stricker,Arthur Fils,106,68,605,800,surname
2023-07-19,Nordea Open,18720,83696,Federico Coria,Leo Borg,113,437,566,99,surname
2023-07-19,Nordea Open,51417,13048,Filip Misolic,Jozef Kovalik,139,159,452,375,surname
2023-07-19,Nordea Open,52279,82371,Francisco Cerundolo,Luca Van Assche,20,77,1655,748,surname
2023-07-19,Nordea Open,63572,73956,Lorenzo Musetti,Matteo Arnaldi,16,75,2290,762,surname
2023-07-19,Suisse Open Gstaad,14856,29732,Yannick Hanfmann,Daniel Altmaier,46,64,961,813,surname
2023-07-19,Suisse Open Gstaad,34337,73196,Miomir Kecmanovic,Dominic Stricker,44,106,1010,605,surname
2023-07-19,Suisse Open Gstaad,37741,44555,Zizou Bergs,Jurij Rodionov,175,118,335,535,surname
2023-07-19,Suisse Open Gstaad,79060,20650,Hamad Medjedovic,Dominic Thiem,183,94,322,631,surname
2023-07-20,Nordea Open,24008,14609,Alexander Zverev,Thiago Moura Monteiro,19,122,1720,529,surname
2023-07-20,Nordea Open,27547,29579,Sebastian Ofner,Bernabe Zapata Miralles,58,53,855,871,surname
2023-07-20,Nordea Open,29372,45553,Andrey Rublev,Pavel Kotov,7,89,4525,667,surname
2023-07-20,Nordea Open,33648,64891,Casper Ruud,Alexander Shevchenko,4,96,5005,622,surname
2023-07-20,Suisse Open Gstaad,23100,1837,Pedro Cachin,Roberto Bautista Agut,90,25,662,1480,surname
2023-07-20,Suisse Open Gstaad,26153,11881,Juan Pablo Varillas,Facundo Bagnis,66,136,808,462,surname
2023-07-20,Suisse Open Gstaad,6691,31392,Albert Ramos-Vinolas,Lorenzo Sonego,79,42,742,1025,surname
2023-07-21,Nordea Open,29372,24008,Andrey Rublev,Alexander Zverev,7,19,4525,1720,surname
2023-07-21,Nordea Open,33648,27547,Casper Ruud,Sebastian Ofner,4,58,5005,855,surname
2023-07-21,Nordea Open,52279,18720,Francisco Cerundolo,Federico Coria,20,113,1655,566,surname
2023-07-21,Nordea Open,63572,51417,Lorenzo Musetti,Filip Misolic,16,139,2290,452,surname
2023-07-21,Suisse Open Gstaad,34337,37741,Miomir Kecmanovic,Zizou Bergs,44,175,1010,335,surname
2023-07-21,Suisse Open Gstaad,6691,26153,Albert Ramos-Vinolas,Juan Pablo Varillas,79,66,742,808,surname
2023-07-21,Suisse Open Gstaad,79060,14856,Hamad Medjedovic,Yannick Hanfmann,183,46,322,961,surname
2023-07-22,Nordea Open,29372,52279,Andrey Rublev,Francisco Cerundolo,7,20,4525,1655,surname
2023-07-22,Nordea Open,33648,63572,Casper Ruud,Lorenzo Musetti,4,16,5005,2290,surname
2023-07-22,Suisse Open Gstaad,23100,79060,Pedro Cachin,Hamad Medjedovic,90,183,662,322,surname
2023-07-22,Suisse Open Gstaad,6691,34337,Albert Ramos-Vinolas,Miomir Kecmanovic,79,44,742,1010,surname
2023-07-23,Nordea Open,29372,33648,Andrey Rublev,Casper Ruud,7,4,4525,5005,surname
2023-07-23,Suisse Open Gstaad,23100,6691,Pedro Cachin,Albert Ramos-Vinolas,90,79,662,742,surname
2023-07-24,Croatia Open,20648,94493,Taro Daniel,Martin Landaluce,113,720,580,35,surname
2023-07-24,Croatia Open,20650,11881,Dominic Thiem,Facundo Bagnis,112,133,581,487,surname
2023-07-24,Croatia Open,34233,28899,Alexei Popyrin,Benjamin Bonzi,90,107,655,603,surname
2023-07-24,Croatia Open,67546,6101,Flavio Cobolli,Marin Cilic,148,100,417,610,surname
2023-07-24,Croatia Open,85899,47543,Dino Prizmic,Duje Ajdukovic,287,299,188,178,surname
2023-07-24,European Open,24084,37532,Laslo Djere,Tomas Martin Etcheverry,57,34,865,1231,surname
2023-07-24,European Open,29732,674,Daniel Altmaier,Richard Gasquet,61,48,833,915,surname
2023-07-24,European Open,82371,28108,Luca Van Assche,Alexandre Muller,77,81,756,720,surname
2023-07-24,European Open,9471,14609,Guido Pella,Thiago Moura Monteiro,228,121,260,539,surname
2023-07-25,Croatia Open,47021,24721,Zsombor Piros,Christopher O'Connell,,,,,miss
2023-07-25,Croatia Open,73956,59166,Matteo Arnaldi,Jesper De Jong,76,180,771,333,surname
2023-07-25,European Open,12190,34337,Dusan Lajovic,Miomir Kecmanovic,60,40,839,1090,surname
2023-07-25,European Open,13048,36858,Jozef Kovalik,Thiago Seyboth Wild,172,123,342,527,surname
2023-07-25,European Open,23640,48442,Maximilian Marterer,Rudolf Molleker,144,251,441,231,surname
2023-07-25,European Open,24008,34539,Alexander Zverev,Alex Molcan,19,118,1755,551,surname
2023-07-25,European Open,24840,18477,Cristian Garin,Hugo Dellien,120,164,541,362,surname
2023-07-25,European Open,26496,26421,Zhuo Zhang,Jan Choinski,79,151,737,408,surname
2023-07-25,European Open,36519,23100,Alejandro Davidovich Fokina,Pedro Cachin,39,49,1095,902,surname
2023-07-25,European Open,63572,26218,Lorenzo Musetti,Elias Ymer,18,186,1880,325,surname
2023-07-25,European Open,83135,26845,Arthur Fils,Daniel Elahi Galan,71,67,796,808,surname
2023-07-26,Croatia Open,1092,51417,Stan Wawrinka,Filip Misolic,72,129,784,509,surname
2023-07-26,Croatia Open,18720,35297,Federico Coria,Marc-Andrea Huesler,108,83,602,705,surname
2023-07-26,Croatia Open,20104,64891,Marco Cecchinato,Alexander Shevchenko,96,93,619,632,surname
2023-07-26,Croatia Open,34233,27547,Alexei Popyrin,Sebastian Ofner,90,52,655,889,surname
2023-07-26,Croatia Open,52140,52934,Fabian Marozsan,Juan Manuel Cerundolo,87,110,675,585,surname
2023-07-26,Croatia Open,73956,67546,Matteo Arnaldi,Flavio Cobolli,76,148,771,417,surname
2023-07-26,Croatia Open,85899,47021,Dino Prizmic,Zsombor Piros,287,124,188,523,surname
2023-07-26,European Open,24008,23640,Alexander Zverev,Maximilian Marterer,19,144,1755,441,surname
2023-07-26,European Open,24084,9471,Laslo Djere,Guido Pella,57,228,865,260,surname
2023-07-26,European Open,29372,29579,Andrey Rublev,Bernabe Zapata Miralles,7,54,4730,875,surname
2023-07-26,European Open,33648,52721,Casper Ruud,Sebastian Baez,4,64,4905,815,surname
2023-07-26,European Open,82371,36519,Luca Van Assche,Alejandro Davidovich Fokina,77,39,756,1095,surname
2023-07-27,Croatia Open,1092,18720,Stan Wawrinka,Federico Coria,72,108,784,602,surname
2023-07-27,Croatia Open,21506,20648,Roberto Carballes Baena,Taro Daniel,59,113,845,580,surname
2023-07-27,Croatia Open,31392,20104,Lorenzo Sonego,Marco Cecchinato,43,96,1025,619,surname
2023-07-27,Croatia Open,61838,20650,Jiri Lehecka,Dominic Thiem,33,112,1233,581,surname
2023-07-27,European Open,26496,14856,Zhuo Zhang,Yannick Hanfmann,79,45,737,974,surname
2023-07-27,European Open,29732,29372,Daniel Altmaier,Andrey Rublev,61,7,833,4730,surname
2023-07-27,European Open,33648,24840,Casper Ruud,Cristian Garin,4,120,4905,541,surname
2023-07-27,European Open,63572,13048,Lorenzo Musetti,Jozef Kovalik,18,172,1880,342,surname
2023-07-27,European Open,83135,12190,Arthur Fils,Dusan Lajovic,71,60,796,839,surname
2023-07-28,Croatia Open,1092,21506,Stan Wawrinka,Roberto Carballes Baena,72,59,784,845,surname
2023-07-28,Croatia Open,34233,85899,Alexei Popyrin,Dino Prizmic,90,287,655,188,surname
