date,tournament,winner_id,loser_id,winner_name,loser_name,winner_rank,loser_rank,winner_points,loser_points,join_method
2023-07-28,Croatia Open,73956,61838,Matteo Arnaldi,Jiri Lehecka,76,33,771,1233,surname
2023-07-28,European Open,24008,82371,Alexander Zverev,Luca Van Assche,19,77,1755,756,surname
2023-07-28,European Open,24084,63572,Laslo Djere,Lorenzo Musetti,57,18,865,1880,surname
2023-07-28,European Open,26496,29732,Zhuo Zhang,Daniel Altmaier,79,61,737,833,surname
2023-07-28,European Open,83135,33648,Arthur Fils,Casper Ruud,71,4,796,4905,surname
2023-07-29,Croatia Open,1092,31392,Stan Wawrinka,Lorenzo Sonego,72,43,784,1025,surname
2023-07-29,Croatia Open,34233,73956,Alexei Popyrin,Matteo Arnaldi,90,76,655,771,surname
2023-07-29,European Open,24008,83135,Alexander Zverev,Arthur Fils,19,71,1755,796,surname
2023-07-29,European Open,24084,26496,Laslo Djere,Zhuo Zhang,57,79,865,737,surname
2023-07-30,Croatia Open,34233,1092,Alexei Popyrin,Stan Wawrinka,90,72,655,784,surname
2023-07-30,European Open,24008,24084,Alexander Zverev,Laslo Djere,19,57,1755,865,surname
2023-07-31,Generali Open,12594,51417,Guido Andreozzi,Filip Misolic,240,158,245,371,surname
2023-07-31,Generali Open,21506,9471,Roberto Carballes Baena,Guido Pella,64,199,845,305,surname
2023-07-31,Generali Open,26845,20104,Daniel Elahi Galan,Marco Cecchinato,76,108,798,582,surname
2023-07-31,Generali Open,34539,82371,Alex Molcan,Luca Van Assche,120,68,531,831,surname
2023-07-31,Generali Open,52721,79060,Sebastian Baez,Hamad Medjedovic,72,147,815,424,surname
2023-07-31,Generali Open,6691,26153,Albert Ramos-Vinolas,Juan Pablo Varillas,82,77,733,786,surname
2023-08-01,Generali Open,20650,11881,Dominic Thiem,Facundo Bagnis,116,135,556,454,surname
2023-08-01,Generali Open,24084,24721,Laslo Djere,Christopher O'Connell,,,,,miss
2023-08-01,Generali Open,26496,12190,Zhuo Zhang,Dusan Lajovic,53,66,911,839,surname
2023-08-01,Generali Open,28170,52934,Arthur Rinderknech,Juan Manuel Cerundolo,67,106,836,585,surname
2023-08-01,Generali Open,29732,35297,Daniel Altmaier,Marc-Andrea Huesler,51,88,916,690,surname
2023-08-01,Generali Open,36858,22429,Thiago Seyboth Wild,Dennis Novak,117,166,543,361,surname
2023-08-02,Generali Open,20650,26496,Dominic Thiem,Zhuo Zhang,116,53,556,911,surname
2023-08-02,Generali Open,23100,6691,Pedro Cachin,Albert Ramos-Vinolas,54,82,902,733,surname
2023-08-02,Generali Open,24084,36858,Laslo Djere,Thiago Seyboth Wild,38,117,1145,543,surname
2023-08-02,Generali Open,26845,29732,Daniel Elahi Galan,Daniel Altmaier,76,51,798,916,surname
2023-08-02,Generali Open,28170,14856,Arthur Rinderknech,Yannick Hanfmann,67,50,836,929,surname
2023-08-02,Generali Open,34539,27547,Alex Molcan,Sebastian Ofner,120,61,531,868,surname
2023-08-02,Generali Open,37532,12594,Tomas Martin Etcheverry,Guido Andreozzi,34,240,1231,245,surname
2023-08-02,Generali Open,52721,21506,Sebastian Baez,Roberto Carballes Baena,72,64,815,845,surname
2023-08-03,Generali Open,20650,28170,Dominic Thiem,Arthur Rinderknech,116,67,556,836,surname
2023-08-03,Generali Open,24084,23100,Laslo Djere,Pedro Cachin,38,54,1145,902,surname
2023-08-03,Generali Open,37532,26845,Tomas Martin Etcheverry,Daniel Elahi Galan,34,76,1231,798,surname
2023-08-03,Generali Open,52721,34539,Sebastian Baez,Alex Molcan,72,120,815,531,surname
2023-08-04,Generali Open,20650,24084,Dominic Thiem,Laslo Djere,116,38,556,1145,surname
2023-08-04,Generali Open,52721,37532,Sebastian Baez,Tomas Martin Etcheverry,72,34,815,1231,surname
2023-08-05,Generali Open,52721,20650,Sebastian Baez,Dominic Thiem,72,116,815,556,surname
2024-02-05,Cordoba Open,11881,52934,Facundo Bagnis,Juan Manuel Cerundolo,207,148,295,435,surname
2024-02-05,Cordoba Open,18477,36858,Hugo Dellien,Thiago Seyboth Wild,112,81,559,708,surname
2024-02-05,Cordoba Open,6691,23100,Albert Ramos-Vinolas,Pedro Cachin,84,73,688,763,surname
2024-02-06,Cordoba Open,14856,26153,Yannick Hanfmann,Juan Pablo Varillas,59,85,889,684,surname
2024-02-06,Cordoba Open,18720,29732,Federico Coria,Daniel Altmaier,93,52,638,946,surname
2024-02-06,Cordoba Open,21506,66828,Roberto Carballes Baena,Mariano Navone,65,118,846,538,surname
2024-02-06,Cordoba Open,70705,17829,Roman Andres Burruchaga,Diego Sebastian Schwartzman,170,117,359,538,surname
2024-02-06,Cordoba Open,76127,26145,Luciano Darderi,Mariano Barrios,136,108,491,578,surname
2024-02-07,Cordoba Open,11881,21506,Facundo Bagnis,Roberto Carballes Baena,207,65,295,846,surname
2024-02-07,Cordoba Open,18720,6691,Federico Coria,Albert Ramos-Vinolas,93,84,638,688,surname
2024-02-07,Cordoba Open,52394,61971,Thiago Agustin Tirante,Francisco Comesana,109,120,573,534,surname
2024-02-08,Cordoba Open,37532,29579,Tomas Martin Etcheverry,Bernabe Zapata Miralles,29,79,1430,715,surname
2024-02-08,Cordoba Open,76127,27547,Luciano Darderi,Sebastian Ofner,136,38,491,1091,surname
2024-02-09,Cordoba Open,14856,70705,Yannick Hanfmann,Roman Andres Burruchaga,59,170,889,359,surname
2024-02-09,Cordoba Open,18720,37532,Federico Coria,Tomas Martin Etcheverry,93,29,638,1430,surname
2024-02-09,Cordoba Open,24232,52394,Alejandro Pascacio F.,Thiago Agustin Tirante,95,109,634,573,surname
2024-02-09,Cordoba Open,52721,18477,Sebastian Baez,Hugo Dellien,26,112,1525,559,surname
2024-02-09,Cordoba Open,52721,24232,Sebastian Baez,Alejandro Pascacio F.,26,95,1525,634,surname
2024-02-09,Cordoba Open,76127,14856,Luciano Darderi,Yannick Hanfmann,136,59,491,889,surname
2024-02-10,Cordoba Open,11881,18720,Facundo Bagnis,Federico Coria,207,93,295,638,surname
2024-02-10,Cordoba Open,76127,52721,Luciano Darderi,Sebastian Baez,136,26,491,1525,surname
2024-02-11,Cordoba Open,76127,11881,Luciano Darderi,Facundo Bagnis,136,207,491,295,surname
2024-02-12,Argentina Open,1092,23100,Stan Wawrinka,Pedro Cachin,60,74,907,763,surname
2024-02-12,Argentina Open,24084,6101,Laslo Djere,Marin Cilic,35,1044,1215,10,surname
2024-02-12,Argentina Open,24232,29732,Alejandro Pascacio F.,Daniel Altmaier,87,53,677,936,surname
2024-02-13,Argentina Open,12190,83135,Dusan Lajovic,Arthur Fils,58,36,919,1118,surname
2024-02-13,Argentina Open,18720,27547,Federico Coria,Sebastian Ofner,106,38,588,1091,surname
2024-02-13,Argentina Open,26845,17829,Daniel Elahi Galan,Diego Sebastian Schwartzman,80,116,716,538,surname
2024-02-13,Argentina Open,30087,14856,Alejandro Tabilo,Yannick Hanfmann,54,56,936,929,surname
2024-02-13,Argentina Open,31290,36858,Andrea Vavassori,Thiago Seyboth Wild,152,83,414,708,surname
2024-02-13,Argentina Open,37532,21506,Tomas Martin Etcheverry,Roberto Carballes Baena,27,64,1465,861,surname
2024-02-13,Argentina Open,42229,26153,Camilo Ugo Carabelli,Juan Pablo Varillas,134,85,494,684,surname
2024-02-13,Argentina Open,76127,66828,Luciano Darderi,Mariano Navone,76,117,722,538,surname
2024-02-14,Argentina Open,12190,30087,Dusan Lajovic,Alejandro Tabilo,58,54,919,936,surname
2024-02-14,Argentina Open,24232,52279,Alejandro Pascacio F.,Francisco Cerundolo,87,22,677,1720,surname
2024-02-14,Argentina Open,27482,1092,Nicolas Jarry,Stan Wawrinka,21,60,1810,907,surname
2024-02-14,Argentina Open,37532,26845,Tomas Martin Etcheverry,Daniel Elahi Galan,27,80,1465,716,surname
2024-02-14,Argentina Open,52721,29579,Sebastian Baez,Bernabe Zapata Miralles,30,78,1375,720,surname
2024-02-15,Argentina Open,18720,27851,Federico Coria,Cameron Norrie,106,20,588,1820,surname
2024-02-15,Argentina Open,31290,24084,Andrea Vavassori,Laslo Djere,152,35,414,1215,surname
2024-02-15,Argentina Open,52721,76127,Sebastian Baez,Luciano Darderi,30,76,1375,722,surname
2024-02-15,Argentina Open,68074,42229,Carlos Alcaraz,Camilo Ugo Carabelli,2,134,9255,494,surname
2024-02-16,Argentina Open,18720,52721,Federico Coria,Sebastian Baez,106,30,588,1375,surname
2024-02-16,Argentina Open,24232,12190,Alejandro Pascacio F.,Dusan Lajovic,87,58,677,919,surname
2024-02-16,Argentina Open,68074,31290,Carlos Alcaraz,Andrea Vavassori,2,152,9255,414,surname
2024-02-17,Argentina Open,24232,18720,Alejandro Pascacio F.,Federico Coria,87,106,677,588,surname
2024-02-17,Argentina Open,27482,68074,Nicolas Jarry,Carlos Alcaraz,21,2,1810,9255,surname
2024-02-18,Argentina Open,24232,27482,Alejandro Pascacio F.,Nicolas Jarry,87,21,677,1810,surname
2024-02-19,Rio Open,26145,74899,Mariano Barrios,Gustavo Heide,120,236,533,249,surname
2024-02-19,Rio Open,27851,18477,Cameron Norrie,Hugo Dellien,23,135,1680,489,surname
2024-02-19,Rio Open,52279,61971,Francisco Cerundolo,Francisco Comesana,22,119,1685,534,surname
2024-02-19,Rio Open,6691,26153,Albert Ramos-Vinolas,Juan Pablo Varillas,96,108,623,582,surname
2024-02-20,Rio Open,12190,26845,Dusan Lajovic,Daniel Elahi Galan,58,78,912,744,surname
2024-02-20,Rio Open,24084,29579,Laslo Djere,Bernabe Zapata Miralles,35,93,1220,637,surname
2024-02-20,Rio Open,24232,1092,Alejandro Pascacio F.,Stan Wawrinka,59,67,907,842,surname
2024-02-20,Rio Open,24232,23100,Alejandro Pascacio F.,Pedro Cachin,153,76,416,754,surname
2024-02-20,Rio Open,36858,30087,Thiago Seyboth Wild,Alejandro Tabilo,82,52,708,961,surname
2024-02-20,Rio Open,52721,36263,Sebastian Baez,Corentin Moutet,30,147,1415,439,surname
2024-02-21,Rio Open,14856,27482,Yannick Hanfmann,Nicolas Jarry,56,19,927,1965,surname
2024-02-21,Rio Open,24840,21506,Cristian Garin,Roberto Carballes Baena,88,66,660,851,surname
2024-02-21,Rio Open,52279,6691,Francisco Cerundolo,Albert Ramos-Vinolas,22,96,1685,623,surname
2024-02-21,Rio Open,66828,18720,Mariano Navone,Federico Coria,113,85,551,678,surname
2024-02-21,Rio Open,91521,83135,Joao Fonseca,Arthur Fils,655,36,49,1118,surname
2024-02-22,Rio Open,12190,24084,Dusan Lajovic,Laslo Djere,58,35,912,1220,surname
2024-02-22,Rio Open,14609,24232,Thiago Moura Monteiro,Alejandro Pascacio F.,117,153,536,416,surname
2024-02-22,Rio Open,27851,26145,Cameron Norrie,Mariano Barrios,23,120,1680,533,surname
2024-02-22,Rio Open,52721,24232,Sebastian Baez,Alejandro Pascacio F.,30,59,1415,907,surname
2024-02-22,Rio Open,66828,14856,Mariano Navone,Yannick Hanfmann,113,56,551,927,surname
2024-02-23,Rio Open,27851,36858,Cameron Norrie,Thiago Seyboth Wild,23,82,1680,708,surname
2024-02-23,Rio Open,52279,12190,Francisco Cerundolo,Dusan Lajovic,22,58,1685,912,surname
2024-02-23,Rio Open,52721,14609,Sebastian Baez,Thiago Moura Monteiro,30,117,1415,536,surname
2024-02-23,Rio Open,91521,24840,Joao Fonseca,Cristian Garin,655,88,49,660,surname
2024-02-24,Rio Open,52721,52279,Sebastian Baez,Francisco Cerundolo,30,22,1415,1685,surname
2024-02-24,Rio Open,66828,27851,Mariano Navone,Cameron Norrie,113,23,551,1680,surname
2024-02-24,Rio Open,66828,91521,Mariano Navone,Joao Fonseca,113,655,551,49,surname
2024-02-25,Rio Open,52721,66828,Sebastian Baez,Mariano Navone,30,113,1415,551,surname
2024-02-26,Chile Open,18720,34539,Federico Coria,Alex Molcan,88,135,678,473,surname
2024-02-26,Chile Open,24232,23100,Alejandro Pascacio F.,Pedro Cachin,52,78,948,754,surname
2024-02-26,Chile Open,5829,63021,Pablo Martinez,Francesco Passaro,101,224,596,271,surname
2024-02-27,Chile Open,26145,24840,Mariano Barrios,Cristian Garin,111,83,563,710,surname
2024-02-27,Chile Open,26153,61971,Juan Pablo Varillas,Francisco Comesana,119,114,537,552,surname
2024-02-27,Chile Open,36263,21506,Corentin Moutet,Roberto Carballes Baena,140,66,464,851,surname
2024-02-27,Chile Open,36858,70705,Thiago Seyboth Wild,Roman Andres Burruchaga,73,159,802,397,surname
2024-02-27,Chile Open,52394,91521,Thiago Agustin Tirante,Joao Fonseca,100,343,598,149,surname
2024-02-27,Chile Open,52934,14856,Juan Manuel Cerundolo,Yannick Hanfmann,161,49,393,967,surname
2024-02-27,Chile Open,6691,18477,Albert Ramos-Vinolas,Hugo Dellien,104,157,583,399,surname
2024-02-28,Chile Open,27482,18720,Nicolas Jarry,Federico Coria,22,88,1775,678,surname
2024-02-28,Chile Open,36263,52394,Corentin Moutet,Thiago Agustin Tirante,140,100,464,598,surname
2024-02-28,Chile Open,5829,24232,Pablo Martinez,Alejandro Pascacio F.,101,52,596,948,surname
2024-02-28,Chile Open,76127,11881,Luciano Darderi,Facundo Bagnis,80,148,747,447,surname
2024-02-28,Chile Open,83135,36858,Arthur Fils,Thiago Seyboth Wild,44,73,1028,802,surname
2024-02-29,Chile Open,30087,26145,Alejandro Tabilo,Mariano Barrios,51,111,951,563,surname
2024-02-29,Chile Open,52721,26153,Sebastian Baez,Juan Pablo Varillas,21,119,1825,537,surname
2024-02-29,Chile Open,76127,52934,Luciano Darderi,Juan Manuel Cerundolo,80,161,747,393,surname
2024-03-01,Chile Open,30087,76127,Alejandro Tabilo,Luciano Darderi,51,80,951,747,surname
2024-03-01,Chile Open,36263,27482,Corentin Moutet,Nicolas Jarry,140,22,464,1775,surname
2024-03-01,Chile Open,5829,83135,Pablo Martinez,Arthur Fils,101,44,596,1028,surname
2024-03-02,Chile Open,30087,36263,Alejandro Tabilo,Corentin Moutet,51,140,951,464,surname
2024-03-03,Chile Open,52721,30087,Sebastian Baez,Alejandro Tabilo,21,51,1825,951,surname
2024-03-03,Chile Open,52721,5829,Sebastian Baez,Pablo Martinez,21,101,1825,596,surname
2024-04-01,Estoril Open,1837,34337,Roberto Bautista Agut,Miomir Kecmanovic,93,50,654,995,surname
2024-04-01,Estoril Open,20650,23640,Dominic Thiem,Maximilian Marterer,91,97,655,616,surname
2024-04-01,Estoril Open,31446,20193,Nuno Borges,Lucas Pouille,62,241,871,252,surname
2024-04-01,Grand Prix Hassan II,45553,34605,Pavel Kotov,Elliot Benchetrit,68,661,807,48,surname
2024-04-01,Grand Prix Hassan II,66828,30626,Mariano Navone,Aziz Dougaz,60,235,883,261,surname
2024-04-01,U.S. Men's Clay Court Championships,37741,46718,Zizou Bergs,Patrick Kypson,111,133,545,472,surname
2024-04-01,U.S. Men's Clay Court Championships,56846,47543,Brandon Nakashima,Duje Ajdukovic,92,115,655,528,surname
2024-04-02,Grand Prix Hassan II,1092,6691,Stan Wawrinka,Albert Ramos-Vinolas,82,103,717,590,surname
2024-04-02,Grand Prix Hassan II,11226,28170,David Goffin,Arthur Rinderknech,102,81,594,723,surname
2024-04-02,Grand Prix Hassan II,26922,36263,Sumit Nagal,Corentin Moutet,95,99,633,612,surname
2024-04-02,Grand Prix Hassan II,28267,28108,Aleksandar Vukic,Alexandre Muller,67,86,818,694,surname
2024-04-02,Grand Prix Hassan II,29812,64891,Matteo Berrettini,Alexander Shevchenko,135,56,470,934,surname
2024-04-02,Grand Prix Hassan II,33284,24232,Nicolas Moreno De Alboran,Alejandro Pascacio F.,157,55,413,943,surname
2024-04-02,Grand Prix Hassan II,4067,46747,Fabio Fognini,Hugo Gaston,100,89,599,662,surname
2024-04-02,Grand Prix Hassan II,67546,76009,Flavio Cobolli,Abedallah Shelbayh,63,230,865,265,surname
2024-04-02,U.S. Men's Clay Court Championships,11517,32703,James Duckworth,Gijs Brouwer,105,199,565,300,surname
2024-04-02,U.S. Men's Clay Court Championships,26845,12043,Daniel Elahi Galan,Benoit Paire,83,142,711,460,surname
2024-04-02,U.S. Men's Clay Court Championships,26925,26153,Michael Mmoh,Juan Pablo Varillas,123,101,507,596,surname
2024-04-02,U.S. Men's Clay Court Championships,28263,92985,Max Purcell,Alex Michelsen,79,70,726,790,surname
2024-04-02,U.S. Men's Clay Court Championships,39152,22432,Aleksandar Kovacevic,Thanasi Kokkinakis,98,104,613,584,surname
2024-04-02,U.S. Men's Clay Court Championships,46722,21464,Jeff Wolf,Alexander Ritschard,96,194,625,309,surname
2024-04-02,U.S. Men's Clay Court Championships,58149,26381,Rinky Hijikata,Christopher Eubanks,80,41,723,1087,surname
2024-04-02,U.S. Men's Clay Court Championships,76127,13429,Luciano Darderi,Denis Kudla,72,160,781,409,surname
2024-04-03,Estoril Open,13674,23100,Marton Fucsovics,Pedro Cachin,85,78,697,733,surname
2024-04-03,Estoril Open,18669,83795,David Jorda Sanchis,Jaime Faria,329,262,159,217,surname
2024-04-03,Estoril Open,24249,18720,Botic Van De Zandschulp,Federico Coria,87,88,690,687,surname
2024-04-03,Estoril Open,24840,44555,Cristian Garin,Jurij Rodionov,112,119,543,515,surname
2024-04-03,Estoril Open,26421,91521,Jan Choinski,Joao Fonseca,188,288,325,193,surname
2024-04-03,Estoril Open,5829,29732,Pablo Martinez,Daniel Altmaier,77,54,741,955,surname
2024-04-03,Estoril Open,5917,83794,Gael Monfils,Henrique Rocha,45,197,1067,306,surname
2024-04-03,Estoril Open,64896,34298,Pablo Llamas Ruiz,Dominik Koepfer,152,52,421,972,surname
2024-04-03,Estoril Open,83135,11923,Arthur Fils,Joao Sousa,37,272,1130,209,surname
2024-04-03,Grand Prix Hassan II,31392,26922,Lorenzo Sonego,Sumit Nagal,61,95,875,633,surname
2024-04-03,Grand Prix Hassan II,4067,24084,Fabio Fognini,Laslo Djere,100,34,599,1185,surname
2024-04-03,Grand Prix Hassan II,45553,67546,Pavel Kotov,Flavio Cobolli,68,63,807,865,surname
2024-04-03,U.S. Men's Clay Court Championships,18736,33502,Marcos Giron,Denis Shapovalov,51,121,990,510,surname
2024-04-03,U.S. Men's Clay Court Championships,22433,28592,Jordan Thompson,Yi Fan Wu,33,298,1195,185,surname
2024-04-03,U.S. Men's Clay Court Championships,56846,58149,Brandon Nakashima,Rinky Hijikata,92,80,655,723,surname
2024-04-03,U.S. Men's Clay Court Championships,76127,52279,Luciano Darderi,Francisco Cerundolo,72,23,781,1715,surname
2024-04-04,Estoril Open,13674,5917,Marton Fucsovics,Gael Monfils,85,45,697,1067,surname
2024-04-04,Estoril Open,24840,83135,Cristian Garin,Arthur Fils,112,37,543,1130,surname
2024-04-04,Estoril Open,26473,26421,Hubert Hurkacz,Jan Choinski,10,188,3425,325,surname
2024-04-04,Estoril Open,31446,63572,Nuno Borges,Lorenzo Musetti,62,24,871,1610,surname
2024-04-04,Estoril Open,33648,24249,Casper Ruud,Botic Van De Zandschulp,8,87,3615,690,surname
2024-04-04,Estoril Open,5829,1837,Pablo Martinez,Roberto Bautista Agut,77,93,741,654,surname
2024-04-04,Estoril Open,64896,18669,Pablo Llamas Ruiz,David Jorda Sanchis,152,329,421,159,surname
2024-04-04,Estoril Open,674,20650,Richard Gasquet,Dominic Thiem,122,91,508,655,surname
2024-04-04,Grand Prix Hassan II,21506,9305,Roberto Carballes Baena,Daniel Evans,64,42,856,1086,surname
2024-04-04,Grand Prix Hassan II,28267,27547,Aleksandar Vukic,Sebastian Ofner,67,47,818,1056,surname
2024-04-04,Grand Prix Hassan II,33284,11226,Nicolas Moreno De Alboran,David Goffin,157,102,413,594,surname
2024-04-04,Grand Prix Hassan II,66828,1092,Mariano Navone,Stan Wawrinka,60,82,883,717,surname
2024-04-04,U.S. Men's Clay Court Championships,18736,46722,Marcos Giron,Jeff Wolf,51,96,990,625,surname
2024-04-04,U.S. Men's Clay Court Championships,26925,28263,Michael Mmoh,Max Purcell,123,79,507,726,surname
2024-04-04,U.S. Men's Clay Court Championships,37532,26845,Tomas Martin Etcheverry,Daniel Elahi Galan,30,83,1310,711,surname
2024-04-04,U.S. Men's Clay Court Championships,87562,37741,Ben Shelton,Zizou Bergs,16,111,2260,545,surname
2024-04-05,Estoril Open,24840,31446,Cristian Garin,Nuno Borges,112,62,543,871,surname
2024-04-05,Estoril Open,26473,64896,Hubert Hurkacz,Pablo Llamas Ruiz,10,152,3425,421,surname
2024-04-05,Estoril Open,33648,13674,Casper Ruud,Marton Fucsovics,8,85,3615,697,surname
2024-04-05,Estoril Open,5829,674,Pablo Martinez,Richard Gasquet,77,122,741,508,surname
2024-04-05,Grand Prix Hassan II,21506,33284,Roberto Carballes Baena,Nicolas Moreno De Alboran,64,157,856,413,surname
2024-04-05,Grand Prix Hassan II,29812,31392,Matteo Berrettini,Lorenzo Sonego,135,61,470,875,surname
2024-04-05,Grand Prix Hassan II,45553,4067,Pavel Kotov,Fabio Fognini,68,100,807,599,surname
2024-04-05,Grand Prix Hassan II,66828,28267,Mariano Navone,Aleksandar Vukic,60,67,883,818,surname
2024-04-05,U.S. Men's Clay Court Championships,22433,39152,Jordan Thompson,Aleksandar Kovacevic,33,98,1195,613,surname
2024-04-05,U.S. Men's Clay Court Championships,24232,11517,Alejandro Pascacio F.,James Duckworth,21,105,1770,565,surname
2024-04-05,U.S. Men's Clay Court Championships,76127,18736,Luciano Darderi,Marcos Giron,72,51,781,990,surname
2024-04-05,U.S. Men's Clay Court Championships,87562,56846,Ben Shelton,Brandon Nakashima,16,92,2260,655,surname
2024-04-06,Estoril Open,26473,24840,Hubert Hurkacz,Cristian Garin,10,112,3425,543,surname
2024-04-06,Estoril Open,5829,33648,Pablo Martinez,Casper Ruud,77,8,741,3615,surname
2024-04-06,Grand Prix Hassan II,21506,45553,Roberto Carballes Baena,Pavel Kotov,64,68,856,807,surname
2024-04-06,Grand Prix Hassan II,29812,66828,Matteo Berrettini,Mariano Navone,135,60,470,883,surname
2024-04-06,U.S. Men's Clay Court Championships,24232,22433,Alejandro Pascacio F.,Jordan Thompson,21,33,1770,1195,surname
2024-04-06,U.S. Men's Clay Court Championships,24232,76127,Alejandro Pascacio F.,Luciano Darderi,21,72,1770,781,surname
2024-04-06,U.S. Men's Clay Court Championships,87562,37532,Ben Shelton,Tomas Martin Etcheverry,16,30,2260,1310,surname
