date_iso,year,surface,series,league,player1,player2,spread_line,spread_odds1,spread_odds2,p1_match_prob,p_a,p_b,margin_p1,cover_result,base_prob_raw,base_prob,market_prob_devig_p1,market_logit_delta,overround,line_bucket,match_method,captured_at,snapshot_source_file,surface_clay,line_abs_centered,line_bucket_3_5,line_bucket_4_5,line_bucket_5_5_plus,p1_match_prob_centered
2026-04-12,2026,Clay,,ATP,Sebastian Ofner,Patrick Kypson,-3.0,2.02,1.826,0.521,0.5243,0.5279,4.0,1,0.300988,0.385278,0.474779,0.366234,0.042695,3.0,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.021
2026-04-12,2026,Clay,,ATP,Hamad Medjedovic,Quentin Halys,-3.0,1.943,1.893,0.6103,0.6257,0.6034,2.0,0,0.385004,0.442153,0.493483,0.206358,0.04293,3.0,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.1103
2026-04-12,2026,Clay,,ATP,Marc-Andrea Huesler,Marko Topo,2.0,1.943,1.885,0.4775,0.5245,0.5272,11.0,1,0.551698,0.502316,0.492424,-0.039569,0.045172,2.0,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,-0.0225
2026-04-12,2026,Clay,,ATP,Ethan Quinn,Daniel Merida Aguilar,2.5,1.87,1.971,0.5,0.6147,0.6144,8.0,1,0.646225,0.52402,0.513148,-0.04355,0.042116,2.5,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-2.0,0.0,0.0,0.0,0.0
2026-04-12,2026,Clay,,ATP,Marco Trungelliti,Pedro Martinez Portero,0.5,1.901,1.935,0.5783,0.6224,0.6067,-4.0,0,0.607073,0.503456,0.504432,0.003902,0.042835,0.5,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-4.0,0.0,0.0,0.0,0.0783
2026-04-25,2026,Clay,,ATP,Alexander Bublik,Stefanos Tsitsipas,-2.0,1.952,1.917,0.6895,0.6705,0.6298,-6.0,0,0.55089,0.513207,0.495477,-0.070935,0.033943,2.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.1895
2026-04-25,2026,Clay,,ATP,Jaume Antoni Munar Clar,Casper Ruud,3.0,2.03,1.847,0.3595,0.6357,0.6645,-11.0,0,0.533797,0.522801,0.476399,-0.185741,0.034029,3.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.1405
2026-04-25,2026,Clay,,ATP,Brandon Nakashima,Alexander Blockx,1.5,2.0,1.877,0.576,0.6582,0.6421,-2.0,0,0.661314,0.532187,0.484137,-0.192401,0.032765,1.5,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,0.076
2026-04-25,2026,Clay,,ATP,Daniel Merida Aguilar,Corentin Moutet,3.0,1.952,1.917,0.3427,0.6339,0.6664,5.0,1,0.516375,0.514641,0.495477,-0.076674,0.033943,3.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.1573
2026-04-25,2026,Clay,,ATP,Francisco Cerundolo,Yannick Hanfmann,-3.5,2.0,1.877,0.6623,0.6674,0.6328,7.0,1,0.400218,0.401567,0.484137,0.335467,0.032765,3.5,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.1623
2026-04-25,2026,Clay,,ATP,Vilius Gaubas,Felix Auger Aliassime,3.5,2.07,1.813,0.2645,0.6247,0.6755,-5.0,0,0.549653,0.474502,0.466907,-0.030486,0.034664,3.5,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,-0.2355
2026-04-25,2026,Clay,,ATP,Learner Tien,Adolfo Daniel Vallejo,2.0,1.943,1.926,0.5991,0.6606,0.6396,-5.0,0,0.683102,0.584479,0.497803,-0.349975,0.033879,2.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.0991
2026-04-25,2026,Clay,,ATP,Martin Damm,Jakub Mensik,3.0,1.909,1.962,0.1751,0.6123,0.6879,-5.0,0,0.319466,0.421472,0.506846,0.344118,0.033518,3.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.3249
2026-04-25,2026,Clay,,ATP,Alejandro Davidovich Fokina,Pablo Carreno-Busta,-3.5,2.07,1.769,0.7103,0.6729,0.6273,6.0,1,0.44807,0.424937,0.460797,0.145404,0.048383,3.5,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.2103
2026-04-25,2026,Clay,,ATP,Juan Manuel Cerundolo,Luciano Darderi,2.5,1.952,1.917,0.3623,0.636,0.6642,-8.0,0,0.536626,0.46807,0.495477,0.1098,0.033943,2.5,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-2.0,0.0,0.0,0.0,-0.1377
2026-04-25,2026,Clay,,ATP,Daniil Medvedev,Fabian Marozsan,-2.0,1.962,1.909,0.6939,0.671,0.6292,5.0,1,0.556119,0.515922,0.493154,-0.091096,0.033518,2.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.1939
2026-04-25,2026,Clay,,ATP,Camilo Ugo Carabelli,Flavio Cobolli,3.0,1.99,1.885,0.3422,0.6338,0.6664,-6.0,0,0.515854,0.514382,0.486452,-0.111751,0.033017,3.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.1578
2026-04-25,2026,Clay,,ATP,Ugo Humbert,Terence Atmane,1.5,1.893,1.98,0.6294,0.6638,0.6364,-2.0,0,0.710623,0.560117,0.511232,-0.196705,0.033313,1.5,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,0.1294
2026-04-25,2026,Clay,,ATP,Nicolai Budkov Kjaer,Denis Shapovalov,2.0,1.98,1.893,0.3457,0.6342,0.666,9.0,1,0.430779,0.459734,0.488768,0.116481,0.033313,2.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,-0.1543
2026-04-25,2026,Clay,,ATP,Karen Khachanov,Adam Walton,-4.0,1.971,1.901,0.7882,0.6829,0.6173,7.0,1,0.388512,0.467754,0.490961,0.093001,0.033396,4.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,0.2882
2026-04-25,2026,Clay,,ATP,Mariano Navone,Alexander Zverev,4.0,1.99,1.877,0.2412,0.6217,0.6785,-5.0,0,0.523299,0.53414,0.485389,-0.195233,0.035278,4.0,audit_local,2026-04-25T09:11:13+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,-0.2588
