date,time_utc,player1,player2,surface,series,confidence,our_odds1,our_odds2,pin_odds1,pin_odds2,value_p1,value_p2,side,value_pct,policy_mode,overlay_n,overlay_roi_pct_shrunk,overlay_reason,settlement_status,result,bet_outcome,won_bet,match_date,player1_id,player2_id,winner_id,loser_id,settled_at,settlement_note,closing_odds1,closing_odds2,closing_source,recent_injured_p1,recent_injured_p2,recent_injured_any,recent_injured_p1_mode,recent_injured_p2_mode,threshold_tier,bet_type,spread_line,spread_odds,stake_units,stake_gbp,stake_model,signal_profile,game_margin
2026-03-09,11:07:22,Frances Tiafoe,Alexander Zverev,Hard,Masters 1000,high,2.87,1.54,3.5,1.345,21.95,-12.66,P1,21.95,base,,,,settled,P2,LOSS,0,2026-03-13,29939,24008,24008,29939,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,,,,,,,,
2026-03-09,11:07:22,Learner Tien,Alejandro Davidovich Fokina,Hard,Masters 1000,high,2.27,1.79,1.813,2.09,-20.13,16.76,P2,16.76,base,,,,settled,P1,LOSS,0,2026-03-13,93452,36519,93452,36519,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,,,,,,,,
2026-03-09,11:07:22,Alexander Bublik,Rinky Hijikata,Hard,Masters 1000,high,1.39,3.56,1.248,4.49,-10.22,26.12,P2,26.12,base,,,,settled,P2,WIN,1,2026-03-13,24245,58149,58149,24245,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,,,,,,,,
2026-03-09,17:33:39,Frances Tiafoe,Alexander Zverev,Hard,Masters 1000,high,2.87,1.54,3.42,1.357,19.16,-11.88,P1,19.16,base,,,,settled,P2,LOSS,0,2026-03-13,29939,24008,24008,29939,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,match,,,,,,,
2026-03-09,17:33:39,Francisco Cerundolo,Jack Draper,Hard,Masters 1000,high,2.27,1.79,2.58,1.571,13.66,-12.23,P1,13.66,base,,,,settled,P2,LOSS,0,2026-03-13,52279,63017,63017,52279,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,True,False,True,soft_unique,none,public,match,,,,,,,
2026-03-09,17:33:39,Learner Tien,Alejandro Davidovich Fokina,Hard,Masters 1000,high,2.27,1.79,1.833,2.07,-19.25,15.64,P2,15.64,base,,,,settled,P1,LOSS,0,2026-03-13,93452,36519,93452,36519,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,match,,,,,,,
2026-03-09,17:33:39,Alexander Bublik,Rinky Hijikata,Hard,Masters 1000,high,1.39,3.56,1.234,4.69,-11.22,31.74,P2,31.74,base,,,,settled,P2,WIN,1,2026-03-13,24245,58149,58149,24245,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,match,,,,,,,
2026-03-09,17:33:39,Alexander Bublik,Rinky Hijikata,Hard,Masters 1000,high,,,2.03,1.862,21.99,-25.69,P1+,21.99,base,,,,settled,P1+,WIN,1,2026-03-13,24245,58149,58149,24245,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,spread,4.5,2.03,,,,,-3
2026-03-11,11:05:41,Daniil Medvedev,Alex Michelsen,Hard,Masters 1000,high,1.51,2.96,1.333,3.64,-11.72,22.97,P2,22.97,base,,,,settled,P1,LOSS,0,2026-03-13,22807,92985,22807,92985,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,match,,,,,,,
2026-03-11,11:05:41,Daniil Medvedev,Alex Michelsen,Hard,Masters 1000,high,,,1.806,2.1,-39.99,40.23,P2-,40.23,base,,,,settled,P1+,LOSS,0,2026-03-13,22807,92985,22807,92985,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,spread,-3.5,2.1,,,,,6
2026-03-11,11:05:41,Rinky Hijikata,Cameron Norrie,Hard,Masters 1000,high,2.87,1.53,3.46,1.36,20.56,-11.11,P1,20.56,base,,,,settled,P2,LOSS,0,2026-03-13,58149,27851,27851,58149,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,match,,,,,,,
2026-03-11,11:05:41,Novak Djokovic,Jack Draper,Hard,Masters 1000,high,1.54,2.85,1.741,2.22,13.05,-22.11,P1,13.05,base,,,,settled,P2,LOSS,0,2026-03-13,5992,63017,63017,5992,2026-03-13T14:10:23+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,public,match,,,,,,,
