date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-04-24,2026-04-25T19:00:00Z,la-liga,Atletico Madrid,Athletic Bilbao,4.335,3.455,7.789,3.457,2.917,0.1817,divergent,V3,450,450,0.3781,2.645,1.608,0.2576,3.882,1.347,0.1638,6.106,1.196,0.0973,10.275,1.108
2026-04-24,2026-04-26T12:00:00Z,la-liga,Rayo Vallecano,Real Sociedad,6.035,3.834,9.869,6.324,2.436,0.1124,aligned,V3,298,450,0.6523,1.533,2.876,0.5256,1.902,2.108,0.4006,2.496,1.668,0.2885,3.466,1.405
2026-04-24,2026-04-26T16:30:00Z,la-liga,Osasuna,Sevilla,4.866,3.689,8.555,4.626,2.564,0.1595,divergent,V3,298,450,0.4845,2.064,1.94,0.3542,2.823,1.549,0.2428,4.119,1.321,0.1561,6.406,1.185
2026-04-24,2026-04-26T19:00:00Z,la-liga,Villarreal,Celta Vigo,4.31,4.787,9.097,4.495,4.647,0.0049,aligned,V3,450,450,0.5571,1.795,2.258,0.4254,2.351,1.74,0.3056,3.272,1.44,0.2065,4.842,1.26
2026-04-24,2026-04-27T19:00:00Z,la-liga,Espanyol,Levante,4.679,6.36,11.039,5.952,7.505,0.219,divergent,V3,374,298,0.7715,1.296,4.376,0.6638,1.507,2.974,0.5448,1.836,2.197,0.4254,2.351,1.74
2026-04-24,2026-04-24T18:30:00Z,bundesliga,RB Leipzig,Union Berlin,5.217,4.775,9.992,3.726,7.12,0.0855,aligned,V3,336,233,0.6663,1.501,2.996,0.5411,1.848,2.179,0.4159,2.404,1.712,0.3023,3.308,1.433
2026-04-24,2026-04-25T13:30:00Z,bundesliga,Augsburg,Eintracht Frankfurt,5.022,4.645,9.667,4.837,4.625,0.0211,aligned,V3,404,404,0.6285,1.591,2.692,0.4998,2.001,1.999,0.3754,2.664,1.601,0.266,3.759,1.362
2026-04-24,2026-04-25T13:30:00Z,bundesliga,FC Koln,Bayer Leverkusen,3.911,6.894,10.805,3.762,9.191,0.1988,divergent,V3,336,404,0.7502,1.333,4.003,0.6379,1.568,2.762,0.5166,1.936,2.069,0.3974,2.516,1.66
2026-04-24,2026-04-25T13:30:00Z,bundesliga,Heidenheim,St. Pauli,4.972,4.484,9.455,5.788,4.143,0.0504,aligned,V3,98,64,0.6027,1.659,2.517,0.4724,2.117,1.895,0.3492,2.864,1.536,0.2433,4.111,1.321
2026-04-24,2026-04-25T13:30:00Z,bundesliga,Wolfsburg,Borussia Monchengladbach,4.911,6.76,11.671,4.008,5.005,0.2278,divergent,V3,404,404,0.8222,1.216,5.626,0.7277,1.374,3.673,0.6174,1.62,2.614,0.5004,1.999,2.001
2026-04-24,2026-04-25T16:30:00Z,bundesliga,Hamburger SV,Hoffenheim,7.398,4.075,11.472,7.175,4.369,0.0063,aligned,V3,166,404,0.8073,1.239,5.189,0.7085,1.411,3.43,0.5951,1.68,2.47,0.4769,2.097,1.912
2026-04-24,2026-04-26T13:30:00Z,bundesliga,Stuttgart,Werder Bremen,6.834,5.762,12.596,7.363,5.344,0.0088,aligned,V3,336,370,0.8803,1.136,8.354,0.8058,1.241,5.15,0.7121,1.404,3.473,0.6047,1.654,2.529
2026-04-24,2026-04-26T15:30:00Z,bundesliga,Borussia Dortmund,Freiburg,5.765,2.825,8.59,6.212,3.359,0.1142,aligned,V3,404,370,0.4892,2.044,1.958,0.3587,2.787,1.559,0.2467,4.054,1.327,0.1591,6.285,1.189
2026-04-24,2026-04-24T18:45:00Z,ligue-1,Brest,Lens,3.583,5.179,8.762,2.681,5.942,0.0158,aligned,V3,239,249,0.5126,1.951,2.052,0.3813,2.623,1.616,0.2662,3.757,1.363,0.1745,5.729,1.211
2026-04-24,2026-04-25T13:00:00Z,ligue-1,Lyon,Auxerre,8.017,3.188,11.205,11.728,4.332,0.4333,conflict,V3,429,102,0.7857,1.273,4.667,0.6813,1.468,3.138,0.5644,1.772,2.296,0.4452,2.246,1.803
2026-04-24,2026-04-25T17:00:00Z,ligue-1,Angers,Paris Saint-Germain,4.401,6.031,10.432,3.414,6.889,0.0124,aligned,V3,358,428,0.7137,1.401,3.492,0.5948,1.681,2.468,0.4708,2.124,1.89,0.3532,2.831,1.546
2026-04-24,2026-04-25T19:05:00Z,ligue-1,Toulouse,Monaco,3.781,6.372,10.153,2.621,8.975,0.1421,aligned,V3,354,430,0.6841,1.462,3.166,0.5611,1.782,2.278,0.4361,2.293,1.773,0.3208,3.118,1.472
2026-04-24,2026-04-26T13:00:00Z,ligue-1,Lorient,Strasbourg,4.346,3.665,8.012,3.675,4.499,0.0203,aligned,V3,292,314,0.4091,2.445,1.692,0.2848,3.511,1.398,0.1853,5.397,1.227,0.1128,8.868,1.127
2026-04-24,2026-04-26T15:15:00Z,ligue-1,Le Havre,Metz,4.687,4.395,9.082,5.169,2.965,0.1044,aligned,V3,98,282,0.5551,1.801,2.248,0.4234,2.362,1.734,0.3038,3.292,1.436,0.205,4.877,1.258
2026-04-24,2026-04-26T15:15:00Z,ligue-1,Paris FC,Lille,4.893,4.544,9.437,6.468,3.631,0.0702,aligned,V3,30,430,0.6003,1.666,2.502,0.4699,2.128,1.887,0.3469,2.883,1.531,0.2413,4.144,1.318
2026-04-24,2026-04-26T15:15:00Z,ligue-1,Rennes,Nantes,7.1,2.631,9.731,8.348,2.501,0.1149,aligned,V3,430,430,0.6361,1.572,2.748,0.508,1.969,2.033,0.3833,2.609,1.622,0.2731,3.662,1.376
2026-04-24,2026-04-26T18:45:00Z,ligue-1,Marseille,Nice,4.566,4.432,8.998,3.943,4.337,0.0799,aligned,V3,430,430,0.5441,1.838,2.194,0.4124,2.425,1.702,0.2938,3.403,1.416,0.1968,5.08,1.245
