date,league,season,team,team_key,opponent,opponent_key,venue,home_team,away_team,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,sot_for,sot_against,corners_for,corners_against,b365h,b365d,b365a,market_team_win_prob,market_opp_win_prob,match_source,xg_source
2022-02-20,bundesliga,2021-2022,Hertha,hertha,RB Leipzig,rb leipzig,home,Hertha,RB Leipzig,1,6,1.092,3.421,8,16,4,10,3,10,6.5,4.2,1.53,0.1471,0.6251,football-data,understat
2022-02-20,bundesliga,2021-2022,RB Leipzig,rb leipzig,Hertha,hertha,away,Hertha,RB Leipzig,6,1,3.421,1.092,16,8,10,4,10,3,6.5,4.2,1.53,0.6251,0.1471,football-data,understat
2022-02-20,epl,2021-2022,Leeds,leeds,Man United,man united,home,Leeds,Man United,2,4,1.745,2.61,16,15,6,9,3,3,3.9,3.8,1.85,0.2419,0.5099,football-data,understat
2022-02-20,epl,2021-2022,Man United,man united,Leeds,leeds,away,Leeds,Man United,4,2,2.61,1.745,15,16,9,6,3,3,3.9,3.8,1.85,0.5099,0.2419,football-data,understat
2022-02-20,epl,2021-2022,Wolves,wolves,Leicester,leicester,home,Wolves,Leicester,2,1,0.473,1.55,11,17,3,7,7,10,2.25,3.3,3.25,0.4212,0.2916,football-data,understat
2022-02-20,epl,2021-2022,Leicester,leicester,Wolves,wolves,away,Wolves,Leicester,1,2,1.55,0.473,17,11,7,3,10,7,2.25,3.3,3.25,0.2916,0.4212,football-data,understat
2022-02-20,la-liga,2021-2022,Ath Bilbao,ath bilbao,Sociedad,sociedad,home,Ath Bilbao,Sociedad,4,0,3.088,0.528,18,9,8,2,6,4,2.37,3,3.4,0.4021,0.2803,football-data,understat
2022-02-20,la-liga,2021-2022,Sociedad,sociedad,Ath Bilbao,ath bilbao,away,Ath Bilbao,Sociedad,0,4,0.528,3.088,9,18,2,8,4,6,2.37,3,3.4,0.2803,0.4021,football-data,understat
2022-02-20,la-liga,2021-2022,Betis,betis,Mallorca,mallorca,home,Betis,Mallorca,2,1,1.473,0.34,14,10,5,1,4,7,1.6,4,5.75,0.5959,0.1658,football-data,understat
2022-02-20,la-liga,2021-2022,Mallorca,mallorca,Betis,betis,away,Betis,Mallorca,1,2,0.34,1.473,10,14,1,5,7,4,1.6,4,5.75,0.1658,0.5959,football-data,understat
2022-02-20,la-liga,2021-2022,Espanol,espanol,Sevilla,sevilla,home,Espanol,Sevilla,1,1,,,11,7,4,2,3,7,3.4,3.3,2.2,0.2797,0.4322,football-data,
2022-02-20,la-liga,2021-2022,Sevilla,sevilla,Espanol,espanol,away,Espanol,Sevilla,1,1,,,7,11,2,4,7,3,3.4,3.3,2.2,0.4322,0.2797,football-data,
2022-02-20,la-liga,2021-2022,Valencia,valencia,Barcelona,barcelona,home,Valencia,Barcelona,1,4,0.775,2.469,11,6,5,6,8,3,3.6,3.5,2.05,0.2642,0.464,football-data,understat
2022-02-20,la-liga,2021-2022,Barcelona,barcelona,Valencia,valencia,away,Valencia,Barcelona,4,1,2.469,0.775,6,11,6,5,3,8,3.6,3.5,2.05,0.464,0.2642,football-data,understat
2022-02-20,ligue-1,2021-2022,Bordeaux,bordeaux,Monaco,monaco,home,Bordeaux,Monaco,1,1,0.855,0.952,11,13,3,4,2,7,4.75,4.2,1.66,0.2003,0.5732,football-data,understat
2022-02-20,ligue-1,2021-2022,Monaco,monaco,Bordeaux,bordeaux,away,Bordeaux,Monaco,1,1,0.952,0.855,13,11,4,3,7,2,4.75,4.2,1.66,0.5732,0.2003,football-data,understat
2022-02-20,ligue-1,2021-2022,Lorient,lorient,Montpellier,montpellier,home,Lorient,Montpellier,0,1,0.624,0.376,16,6,3,5,8,5,2.3,3.25,3.2,0.4121,0.2962,football-data,understat
2022-02-20,ligue-1,2021-2022,Montpellier,montpellier,Lorient,lorient,away,Lorient,Montpellier,1,0,0.376,0.624,6,16,5,3,5,8,2.3,3.25,3.2,0.2962,0.4121,football-data,understat
2022-02-20,ligue-1,2021-2022,Marseille,marseille,Clermont,clermont,home,Marseille,Clermont,0,2,1.024,0.77,18,4,4,3,8,3,1.5,4.2,7.5,0.6422,0.1284,football-data,understat
2022-02-20,ligue-1,2021-2022,Clermont,clermont,Marseille,marseille,away,Marseille,Clermont,2,0,0.77,1.024,4,18,3,4,3,8,1.5,4.2,7.5,0.1284,0.6422,football-data,understat
2022-02-20,ligue-1,2021-2022,Nice,nice,Angers,angers,home,Nice,Angers,1,0,1.3,0.983,9,11,5,2,4,5,1.7,3.6,5.5,0.5614,0.1735,football-data,understat
2022-02-20,ligue-1,2021-2022,Angers,angers,Nice,nice,away,Nice,Angers,0,1,0.983,1.3,11,9,2,5,5,4,1.7,3.6,5.5,0.1735,0.5614,football-data,understat
2022-02-20,ligue-1,2021-2022,Reims,reims,Brest,brest,home,Reims,Brest,1,1,0.54,1.695,8,15,2,4,1,6,2.37,3.2,3.2,0.403,0.2985,football-data,understat
2022-02-20,ligue-1,2021-2022,Brest,brest,Reims,reims,away,Reims,Brest,1,1,1.695,0.54,15,8,4,2,6,1,2.37,3.2,3.2,0.2985,0.403,football-data,understat
2022-02-20,ligue-1,2021-2022,Rennes,rennes,Troyes,troyes,home,Rennes,Troyes,4,1,3.262,0.762,17,4,8,1,6,7,1.36,4.5,9.5,0.6919,0.099,football-data,understat
2022-02-20,ligue-1,2021-2022,Troyes,troyes,Rennes,rennes,away,Rennes,Troyes,1,4,0.762,3.262,4,17,1,8,7,6,1.36,4.5,9.5,0.099,0.6919,football-data,understat
2022-02-20,ligue-1,2021-2022,St Etienne,st etienne,Strasbourg,strasbourg,home,St Etienne,Strasbourg,2,2,1.29,1.517,9,8,4,4,3,4,3,3.4,2.4,0.3192,0.3991,football-data,understat
2022-02-20,ligue-1,2021-2022,Strasbourg,strasbourg,St Etienne,st etienne,away,St Etienne,Strasbourg,2,2,1.517,1.29,8,9,4,4,4,3,3,3.4,2.4,0.3991,0.3192,football-data,understat
2022-02-20,serie-a,2021-2022,Fiorentina,fiorentina,Atalanta,atalanta,home,Fiorentina,Atalanta,1,0,0.714,0.402,6,7,3,1,2,1,2.6,3.3,2.7,0.3635,0.3501,football-data,understat
2022-02-20,serie-a,2021-2022,Atalanta,atalanta,Fiorentina,fiorentina,away,Fiorentina,Atalanta,0,1,0.402,0.714,7,6,1,3,1,2,2.6,3.3,2.7,0.3501,0.3635,football-data,understat
2022-02-20,serie-a,2021-2022,Inter,internazionale,Sassuolo,sassuolo,home,Inter,Sassuolo,0,2,3.347,1.944,29,13,8,5,8,3,1.28,6,9,0.7377,0.1049,football-data,understat
2022-02-20,serie-a,2021-2022,Sassuolo,sassuolo,Inter,internazionale,away,Inter,Sassuolo,2,0,1.944,3.347,13,29,5,8,3,8,1.28,6,9,0.1049,0.7377,football-data,understat
2022-02-20,serie-a,2021-2022,Udinese,udinese,Lazio,lazio,home,Udinese,Lazio,1,1,1.849,1.339,12,10,2,2,2,12,2.9,3.3,2.45,0.3265,0.3865,football-data,understat
2022-02-20,serie-a,2021-2022,Lazio,lazio,Udinese,udinese,away,Udinese,Lazio,1,1,1.339,1.849,10,12,2,2,12,2,2.9,3.3,2.45,0.3865,0.3265,football-data,understat
2022-02-20,serie-a,2021-2022,Venezia,venezia,Genoa,genoa,home,Venezia,Genoa,1,1,1.1,1.765,15,12,4,3,6,5,2.5,3.2,2.9,0.3783,0.3261,football-data,understat
2022-02-20,serie-a,2021-2022,Genoa,genoa,Venezia,venezia,away,Venezia,Genoa,1,1,1.765,1.1,12,15,3,4,5,6,2.5,3.2,2.9,0.3261,0.3783,football-data,understat
2022-02-21,la-liga,2021-2022,Celta,celta,Levante,levante,home,Celta,Levante,1,1,1.405,1.547,8,13,4,3,2,5,1.6,3.8,6,0.5925,0.158,football-data,understat
2022-02-21,la-liga,2021-2022,Levante,levante,Celta,celta,away,Celta,Levante,1,1,1.547,1.405,13,8,3,4,5,2,1.6,3.8,6,0.158,0.5925,football-data,understat
2022-02-21,serie-a,2021-2022,Bologna,bologna,Spezia,spezia,home,Bologna,Spezia,2,1,2.012,0.262,19,6,7,2,11,0,1.8,3.8,4.33,0.5293,0.22,football-data,understat
2022-02-21,serie-a,2021-2022,Spezia,spezia,Bologna,bologna,away,Bologna,Spezia,1,2,0.262,2.012,6,19,2,7,0,11,1.8,3.8,4.33,0.22,0.5293,football-data,understat
2022-02-21,serie-a,2021-2022,Cagliari,cagliari,Napoli,napoli,home,Cagliari,Napoli,1,1,2.248,1.453,13,7,5,3,3,6,6.5,4.33,1.5,0.1463,0.634,football-data,understat
2022-02-21,serie-a,2021-2022,Napoli,napoli,Cagliari,cagliari,away,Cagliari,Napoli,1,1,1.453,2.248,7,13,3,5,6,3,6.5,4.33,1.5,0.634,0.1463,football-data,understat
2022-02-23,epl,2021-2022,Burnley,burnley,Tottenham,tottenham,home,Burnley,Tottenham,1,0,1.556,0.692,15,12,4,2,3,7,4.6,3.8,1.75,0.2067,0.5432,football-data,understat
2022-02-23,epl,2021-2022,Tottenham,tottenham,Burnley,burnley,away,Burnley,Tottenham,0,1,0.692,1.556,12,15,2,4,7,3,4.6,3.8,1.75,0.5432,0.2067,football-data,understat
2022-02-23,epl,2021-2022,Liverpool,liverpool,Leeds,leeds,home,Liverpool,Leeds,6,0,5.33,0.142,23,3,15,2,4,0,1.16,8,15,0.8181,0.0633,football-data,understat
2022-02-23,epl,2021-2022,Leeds,leeds,Liverpool,liverpool,away,Liverpool,Leeds,0,6,0.142,5.33,3,23,2,15,0,4,1.16,8,15,0.0633,0.8181,football-data,understat
2022-02-23,epl,2021-2022,Watford,watford,Crystal Palace,crystal palace,home,Watford,Crystal Palace,1,4,1.719,0.818,8,7,1,5,6,4,3.1,3.3,2.3,0.3042,0.41,football-data,understat
2022-02-23,epl,2021-2022,Crystal Palace,crystal palace,Watford,watford,away,Watford,Crystal Palace,4,1,0.818,1.719,7,8,5,1,4,6,3.1,3.3,2.3,0.41,0.3042,football-data,understat
2022-02-24,epl,2021-2022,Arsenal,arsenal,Wolves,wolves,home,Arsenal,Wolves,2,1,2.51,1.109,26,6,5,2,5,4,1.65,3.8,5.5,0.5766,0.173,football-data,understat
2022-02-24,epl,2021-2022,Wolves,wolves,Arsenal,arsenal,away,Arsenal,Wolves,1,2,1.109,2.51,6,26,2,5,4,5,1.65,3.8,5.5,0.173,0.5766,football-data,understat
2022-02-25,bundesliga,2021-2022,Hoffenheim,hoffenheim,Stuttgart,stuttgart,home,Hoffenheim,Stuttgart,2,1,2.653,1.839,19,13,7,4,9,3,1.5,4.5,5.75,0.6273,0.1636,football-data,understat
2022-02-25,bundesliga,2021-2022,Stuttgart,stuttgart,Hoffenheim,hoffenheim,away,Hoffenheim,Stuttgart,1,2,1.839,2.653,13,19,4,7,3,9,1.5,4.5,5.75,0.1636,0.6273,football-data,understat
2022-02-25,epl,2021-2022,Southampton,southampton,Norwich,norwich,home,Southampton,Norwich,2,0,3.089,0.425,27,8,9,1,13,6,1.53,4.33,6,0.6218,0.1585,football-data,understat
2022-02-25,epl,2021-2022,Norwich,norwich,Southampton,southampton,away,Southampton,Norwich,0,2,0.425,3.089,8,27,1,9,6,13,1.53,4.33,6,0.1585,0.6218,football-data,understat
2022-02-25,la-liga,2021-2022,Levante,levante,Elche,elche,home,Levante,Elche,3,0,2.131,1.039,11,8,4,3,3,3,2.05,3.4,3.75,0.4652,0.2543,football-data,understat
2022-02-25,la-liga,2021-2022,Elche,elche,Levante,levante,away,Levante,Elche,0,3,1.039,2.131,8,11,3,4,3,3,2.05,3.4,3.75,0.2543,0.4652,football-data,understat
2022-02-25,ligue-1,2021-2022,Montpellier,montpellier,Rennes,rennes,home,Montpellier,Rennes,2,4,1.17,1.82,12,11,5,9,7,1,4.33,3.8,1.75,0.2167,0.5363,football-data,understat
2022-02-25,ligue-1,2021-2022,Rennes,rennes,Montpellier,montpellier,away,Montpellier,Rennes,4,2,1.82,1.17,11,12,9,5,1,7,4.33,3.8,1.75,0.5363,0.2167,football-data,understat
2022-02-25,serie-a,2021-2022,Genoa,genoa,Inter,internazionale,home,Genoa,Inter,0,0,0.771,1.159,7,21,1,4,0,14,9,5.25,1.33,0.1055,0.7137,football-data,understat
2022-02-25,serie-a,2021-2022,Inter,internazionale,Genoa,genoa,away,Genoa,Inter,0,0,1.159,0.771,21,7,4,1,14,0,9,5.25,1.33,0.7137,0.1055,football-data,understat
2022-02-25,serie-a,2021-2022,Milan,milan,Udinese,udinese,home,Milan,Udinese,1,1,0.778,0.698,9,11,3,6,5,4,1.5,4,7,0.6292,0.1348,football-data,understat
2022-02-25,serie-a,2021-2022,Udinese,udinese,Milan,milan,away,Milan,Udinese,1,1,0.698,0.778,11,9,6,3,4,5,1.5,4,7,0.1348,0.6292,football-data,understat
2022-02-26,bundesliga,2021-2022,Ein Frankfurt,ein frankfurt,Bayern Munich,bayern munich,home,Ein Frankfurt,Bayern Munich,0,1,1.189,2.608,7,20,2,9,2,8,6,5,1.44,0.1571,0.6545,football-data,understat
2022-02-26,bundesliga,2021-2022,Bayern Munich,bayern munich,Ein Frankfurt,ein frankfurt,away,Ein Frankfurt,Bayern Munich,1,0,2.608,1.189,20,7,9,2,8,2,6,5,1.44,0.6545,0.1571,football-data,understat
2022-02-26,bundesliga,2021-2022,Freiburg,freiburg,Hertha,hertha,home,Freiburg,Hertha,3,0,3.667,1.546,16,17,5,2,6,6,1.55,4.33,5.5,0.6098,0.1719,football-data,understat
2022-02-26,bundesliga,2021-2022,Hertha,hertha,Freiburg,freiburg,away,Freiburg,Hertha,0,3,1.546,3.667,17,16,2,5,6,6,1.55,4.33,5.5,0.1719,0.6098,football-data,understat
2022-02-26,bundesliga,2021-2022,Greuther Furth,greuther furth,FC Koln,1 koln,home,Greuther Furth,FC Koln,1,1,,,13,17,5,5,7,11,3.6,3.6,2,0.2632,0.4737,football-data,
2022-02-26,bundesliga,2021-2022,FC Koln,1 koln,Greuther Furth,greuther furth,away,Greuther Furth,FC Koln,1,1,,,17,13,5,5,11,7,3.6,3.6,2,0.4737,0.2632,football-data,
2022-02-26,bundesliga,2021-2022,Leverkusen,leverkusen,Bielefeld,bielefeld,home,Leverkusen,Bielefeld,3,0,,,21,8,9,3,6,3,1.36,5.25,8,0.6998,0.119,football-data,
2022-02-26,bundesliga,2021-2022,Bielefeld,bielefeld,Leverkusen,leverkusen,away,Leverkusen,Bielefeld,0,3,,,8,21,3,9,3,6,1.36,5.25,8,0.119,0.6998,football-data,
2022-02-26,bundesliga,2021-2022,M'gladbach,borussia monchengladbach,Wolfsburg,wolfsburg,home,M'gladbach,Wolfsburg,2,2,2.763,1.27,23,6,11,3,7,4,2,3.4,3.75,0.4713,0.2514,football-data,understat
2022-02-26,bundesliga,2021-2022,Wolfsburg,wolfsburg,M'gladbach,borussia monchengladbach,away,M'gladbach,Wolfsburg,2,2,1.27,2.763,6,23,3,11,4,7,2,3.4,3.75,0.2514,0.4713,football-data,understat
2022-02-26,bundesliga,2021-2022,Union Berlin,union berlin,Mainz,mainz,home,Union Berlin,Mainz,3,1,0.884,0.759,7,14,3,1,2,6,2.6,3.3,2.75,0.3659,0.3459,football-data,understat
2022-02-26,bundesliga,2021-2022,Mainz,mainz,Union Berlin,union berlin,away,Union Berlin,Mainz,1,3,0.759,0.884,14,7,1,3,6,2,2.6,3.3,2.75,0.3459,0.3659,football-data,understat
2022-02-26,epl,2021-2022,Brentford,brentford,Newcastle,newcastle,home,Brentford,Newcastle,0,2,0.494,2.254,6,26,1,11,6,6,2.5,3.2,3,0.3825,0.3187,football-data,understat
2022-02-26,epl,2021-2022,Newcastle,newcastle,Brentford,brentford,away,Brentford,Newcastle,2,0,2.254,0.494,26,6,11,1,6,6,2.5,3.2,3,0.3187,0.3825,football-data,understat
2022-02-26,epl,2021-2022,Brighton,brighton,Aston Villa,aston villa,home,Brighton,Aston Villa,0,2,0.627,1.303,12,9,1,4,7,2,2.2,3.3,3.5,0.4357,0.2739,football-data,understat
2022-02-26,epl,2021-2022,Aston Villa,aston villa,Brighton,brighton,away,Brighton,Aston Villa,2,0,1.303,0.627,9,12,4,1,2,7,2.2,3.3,3.5,0.2739,0.4357,football-data,understat
2022-02-26,epl,2021-2022,Crystal Palace,crystal palace,Burnley,burnley,home,Crystal Palace,Burnley,1,1,1.038,0.256,11,5,4,1,5,4,1.9,3.6,4,0.4993,0.2372,football-data,understat
2022-02-26,epl,2021-2022,Burnley,burnley,Crystal Palace,crystal palace,away,Crystal Palace,Burnley,1,1,0.256,1.038,5,11,1,4,4,5,1.9,3.6,4,0.2372,0.4993,football-data,understat
2022-02-26,epl,2021-2022,Everton,everton,Man City,man city,home,Everton,Man City,0,1,0.771,1.934,6,13,2,8,3,4,10,5.75,1.28,0.0948,0.7404,football-data,understat
2022-02-26,epl,2021-2022,Man City,man city,Everton,everton,away,Everton,Man City,1,0,1.934,0.771,13,6,8,2,4,3,10,5.75,1.28,0.7404,0.0948,football-data,understat
2022-02-26,epl,2021-2022,Leeds,leeds,Tottenham,tottenham,home,Leeds,Tottenham,0,4,1.896,2.47,19,15,3,11,3,6,4.2,3.6,1.85,0.2254,0.5117,football-data,understat
2022-02-26,epl,2021-2022,Tottenham,tottenham,Leeds,leeds,away,Leeds,Tottenham,4,0,2.47,1.896,15,19,11,3,6,3,4.2,3.6,1.85,0.5117,0.2254,football-data,understat
2022-02-26,epl,2021-2022,Man United,man united,Watford,watford,home,Man United,Watford,0,0,2.415,0.437,22,10,3,2,4,3,1.3,5.5,9.5,0.7282,0.0997,football-data,understat
2022-02-26,epl,2021-2022,Watford,watford,Man United,man united,away,Man United,Watford,0,0,0.437,2.415,10,22,2,3,3,4,1.3,5.5,9.5,0.0997,0.7282,football-data,understat
2022-02-26,la-liga,2021-2022,Ath Madrid,ath madrid,Celta,celta,home,Ath Madrid,Celta,2,0,0.772,0.725,13,16,6,2,5,9,1.61,3.8,6,0.591,0.1586,football-data,understat
2022-02-26,la-liga,2021-2022,Celta,celta,Ath Madrid,ath madrid,away,Ath Madrid,Celta,0,2,0.725,0.772,16,13,2,6,9,5,1.61,3.8,6,0.1586,0.591,football-data,understat
2022-02-26,la-liga,2021-2022,Getafe,getafe,Alaves,alaves,home,Getafe,Alaves,2,2,1.238,1.339,12,7,3,3,6,1,1.95,3,4.75,0.4853,0.1992,football-data,understat
2022-02-26,la-liga,2021-2022,Alaves,alaves,Getafe,getafe,away,Getafe,Alaves,2,2,1.339,1.238,7,12,3,3,1,6,1.95,3,4.75,0.1992,0.4853,football-data,understat
2022-02-26,la-liga,2021-2022,Mallorca,mallorca,Valencia,valencia,home,Mallorca,Valencia,0,1,1.388,0.72,23,8,3,4,14,1,2.4,3.1,3.1,0.3924,0.3038,football-data,understat
2022-02-26,la-liga,2021-2022,Valencia,valencia,Mallorca,mallorca,away,Mallorca,Valencia,1,0,0.72,1.388,8,23,4,3,1,14,2.4,3.1,3.1,0.3038,0.3924,football-data,understat
2022-02-26,la-liga,2021-2022,Vallecano,vallecano,Real Madrid,real madrid,home,Vallecano,Real Madrid,0,1,1.198,1.927,19,13,5,6,5,9,5,3.8,1.66,0.1877,0.5653,football-data,understat
2022-02-26,la-liga,2021-2022,Real Madrid,real madrid,Vallecano,vallecano,away,Vallecano,Real Madrid,1,0,1.927,1.198,13,19,6,5,9,5,5,3.8,1.66,0.5653,0.1877,football-data,understat
2022-02-26,ligue-1,2021-2022,Paris SG,paris sg,St Etienne,st etienne,home,Paris SG,St Etienne,3,1,2.82,0.642,21,13,8,6,8,3,1.14,8,19,0.8316,0.0499,football-data,understat
2022-02-26,ligue-1,2021-2022,St Etienne,st etienne,Paris SG,paris sg,away,Paris SG,St Etienne,1,3,0.642,2.82,13,21,6,8,3,8,1.14,8,19,0.0499,0.8316,football-data,understat
2022-02-26,ligue-1,2021-2022,Strasbourg,strasbourg,Nice,nice,home,Strasbourg,Nice,0,0,1.031,0.149,17,3,6,0,8,2,2.2,3.3,3.4,0.4322,0.2797,football-data,understat
2022-02-26,ligue-1,2021-2022,Nice,nice,Strasbourg,strasbourg,away,Strasbourg,Nice,0,0,0.149,1.031,3,17,0,6,2,8,2.2,3.3,3.4,0.2797,0.4322,football-data,understat
2022-02-26,serie-a,2021-2022,Empoli,empoli,Juventus,juventus,home,Empoli,Juventus,2,3,1.371,2.136,11,12,2,5,7,3,5,4,1.65,0.1894,0.5739,football-data,understat
2022-02-26,serie-a,2021-2022,Juventus,juventus,Empoli,empoli,away,Empoli,Juventus,3,2,2.136,1.371,12,11,5,2,3,7,5,4,1.65,0.5739,0.1894,football-data,understat
2022-02-26,serie-a,2021-2022,Salernitana,salernitana,Bologna,bologna,home,Salernitana,Bologna,1,1,1.323,0.612,15,8,4,3,6,1,3.5,3.4,2.15,0.2734,0.4451,football-data,understat
2022-02-26,serie-a,2021-2022,Bologna,bologna,Salernitana,salernitana,away,Salernitana,Bologna,1,1,0.612,1.323,8,15,3,4,1,6,3.5,3.4,2.15,0.4451,0.2734,football-data,understat
2022-02-26,serie-a,2021-2022,Sassuolo,sassuolo,Fiorentina,fiorentina,home,Sassuolo,Fiorentina,2,1,1.726,2.138,16,15,6,6,6,10,2.7,3.6,2.45,0.3506,0.3864,football-data,understat
2022-02-26,serie-a,2021-2022,Fiorentina,fiorentina,Sassuolo,sassuolo,away,Sassuolo,Fiorentina,1,2,2.138,1.726,15,16,6,6,10,6,2.7,3.6,2.45,0.3864,0.3506,football-data,understat
2022-02-27,bundesliga,2021-2022,Augsburg,augsburg,Dortmund,dortmund,home,Augsburg,Dortmund,1,1,0.856,0.641,8,11,3,7,5,5,5,4.33,1.61,0.1901,0.5904,football-data,understat
2022-02-27,bundesliga,2021-2022,Dortmund,dortmund,Augsburg,augsburg,away,Augsburg,Dortmund,1,1,0.641,0.856,11,8,7,3,5,5,5,4.33,1.61,0.5904,0.1901,football-data,understat
2022-02-27,bundesliga,2021-2022,Bochum,bochum,RB Leipzig,rb leipzig,home,Bochum,RB Leipzig,0,1,0.999,0.613,13,6,2,1,5,0,5,4,1.65,0.1894,0.5739,football-data,understat
2022-02-27,bundesliga,2021-2022,RB Leipzig,rb leipzig,Bochum,bochum,away,Bochum,RB Leipzig,1,0,0.613,0.999,6,13,1,2,0,5,5,4,1.65,0.5739,0.1894,football-data,understat
2022-02-27,epl,2021-2022,West Ham,west ham,Wolves,wolves,home,West Ham,Wolves,1,0,1.622,0.892,13,14,4,1,3,5,2.05,3.3,3.8,0.4628,0.2497,football-data,understat
2022-02-27,epl,2021-2022,Wolves,wolves,West Ham,west ham,away,West Ham,Wolves,0,1,0.892,1.622,14,13,1,4,5,3,2.05,3.3,3.8,0.2497,0.4628,football-data,understat
2022-02-27,la-liga,2021-2022,Barcelona,barcelona,Ath Bilbao,ath bilbao,home,Barcelona,Ath Bilbao,4,0,3.243,0.333,17,6,7,3,5,0,1.6,4.2,5.25,0.5932,0.1808,football-data,understat
2022-02-27,la-liga,2021-2022,Ath Bilbao,ath bilbao,Barcelona,barcelona,away,Barcelona,Ath Bilbao,0,4,0.333,3.243,6,17,3,7,0,5,1.6,4.2,5.25,0.1808,0.5932,football-data,understat
2022-02-27,la-liga,2021-2022,Sevilla,sevilla,Betis,betis,home,Sevilla,Betis,2,1,1.734,0.746,12,10,3,2,4,4,2.2,3.25,3.5,0.4337,0.2726,football-data,understat
2022-02-27,la-liga,2021-2022,Betis,betis,Sevilla,sevilla,away,Sevilla,Betis,1,2,0.746,1.734,10,12,2,3,4,4,2.2,3.25,3.5,0.2726,0.4337,football-data,understat
2022-02-27,la-liga,2021-2022,Sociedad,sociedad,Osasuna,osasuna,home,Sociedad,Osasuna,1,0,1.523,0.411,11,11,5,1,6,5,1.85,3.4,4.75,0.5172,0.2014,football-data,understat
2022-02-27,la-liga,2021-2022,Osasuna,osasuna,Sociedad,sociedad,away,Sociedad,Osasuna,0,1,0.411,1.523,11,11,1,5,5,6,1.85,3.4,4.75,0.2014,0.5172,football-data,understat
2022-02-27,la-liga,2021-2022,Villarreal,villarreal,Espanol,espanol,home,Villarreal,Espanol,5,1,,,19,7,11,2,10,3,1.5,4.2,7,0.6364,0.1364,football-data,
2022-02-27,la-liga,2021-2022,Espanol,espanol,Villarreal,villarreal,away,Villarreal,Espanol,1,5,,,7,19,2,11,3,10,1.5,4.2,7,0.1364,0.6364,football-data,
2022-02-27,ligue-1,2021-2022,Angers,angers,Lens,lens,home,Angers,Lens,1,2,0.601,0.689,13,8,4,2,7,3,2.9,3.1,2.6,0.3278,0.3656,football-data,understat
2022-02-27,ligue-1,2021-2022,Lens,lens,Angers,angers,away,Angers,Lens,2,1,0.689,0.601,8,13,2,4,3,7,2.9,3.1,2.6,0.3656,0.3278,football-data,understat
2022-02-27,ligue-1,2021-2022,Brest,brest,Lorient,lorient,home,Brest,Lorient,0,1,0.21,2.169,4,17,0,8,4,6,2,3.3,3.75,0.4674,0.2493,football-data,understat
2022-02-27,ligue-1,2021-2022,Lorient,lorient,Brest,brest,away,Brest,Lorient,1,0,2.169,0.21,17,4,8,0,6,4,2,3.3,3.75,0.2493,0.4674,football-data,understat
2022-02-27,ligue-1,2021-2022,Clermont,clermont,Bordeaux,bordeaux,home,Clermont,Bordeaux,1,1,0.553,0.894,9,10,3,3,6,6,1.9,3.5,4,0.4956,0.2354,football-data,understat
2022-02-27,ligue-1,2021-2022,Bordeaux,bordeaux,Clermont,clermont,away,Clermont,Bordeaux,1,1,0.894,0.553,10,9,3,3,6,6,1.9,3.5,4,0.2354,0.4956,football-data,understat
2022-02-27,ligue-1,2021-2022,Lyon,lyon,Lille,lille,home,Lyon,Lille,0,1,1.487,0.735,20,6,8,2,7,3,1.8,3.75,4.5,0.5319,0.2128,football-data,understat
2022-02-27,ligue-1,2021-2022,Lille,lille,Lyon,lyon,away,Lyon,Lille,1,0,0.735,1.487,6,20,2,8,3,7,1.8,3.75,4.5,0.2128,0.5319,football-data,understat
2022-02-27,ligue-1,2021-2022,Metz,metz,Nantes,nantes,home,Metz,Nantes,0,0,0.264,0.612,8,12,0,3,3,4,3,3.1,2.5,0.3157,0.3788,football-data,understat
2022-02-27,ligue-1,2021-2022,Nantes,nantes,Metz,metz,away,Metz,Nantes,0,0,0.612,0.264,12,8,3,0,4,3,3,3.1,2.5,0.3788,0.3157,football-data,understat
2022-02-27,ligue-1,2021-2022,Monaco,monaco,Reims,reims,home,Monaco,Reims,1,2,1.749,1.67,18,12,5,7,10,3,1.44,4.33,8,0.6611,0.119,football-data,understat
2022-02-27,ligue-1,2021-2022,Reims,reims,Monaco,monaco,away,Monaco,Reims,2,1,1.67,1.749,12,18,7,5,3,10,1.44,4.33,8,0.119,0.6611,football-data,understat
2022-02-27,ligue-1,2021-2022,Troyes,troyes,Marseille,marseille,home,Troyes,Marseille,1,1,2.006,1.016,9,8,3,3,4,8,4.5,3.75,1.75,0.2096,0.5389,football-data,understat
2022-02-27,ligue-1,2021-2022,Marseille,marseille,Troyes,troyes,away,Troyes,Marseille,1,1,1.016,2.006,8,9,3,3,8,4,4.5,3.75,1.75,0.5389,0.2096,football-data,understat
2022-02-27,serie-a,2021-2022,Lazio,lazio,Napoli,napoli,home,Lazio,Napoli,1,2,1.431,0.849,13,15,8,7,1,5,2.75,3.4,2.5,0.3438,0.3782,football-data,understat
2022-02-27,serie-a,2021-2022,Napoli,napoli,Lazio,lazio,away,Lazio,Napoli,2,1,0.849,1.431,15,13,7,8,5,1,2.75,3.4,2.5,0.3782,0.3438,football-data,understat
2022-02-27,serie-a,2021-2022,Spezia,spezia,Roma,roma,home,Spezia,Roma,0,1,0.364,4.557,9,31,3,10,1,8,4.5,3.6,1.8,0.2105,0.5263,football-data,understat
