pick_id,published_at_utc,kickoff_utc,time_to_kickoff_hours,match_id,match_date,league,match,home_team,away_team,selection,line,side,model,model_fair_odds,model_implied_prob,raw_model_probability,market_fair_probability,model_market_gap,edge,matchday,team_neff,opponent_neff,model_mean,distribution_parameter,signal_status,pinnacle_price_at_publication,pinnacle_price_3h_pre_kickoff,pinnacle_price_1h_pre_kickoff,pinnacle_price_close,close_lag_minutes,true_close,published_to_close_clv,model_to_close_clv,pinnacle_movement_to_close,result,pnl_units,actual_total_corners,settled_at,current_model_would_have_priced,confidence_guard_applied,blocked_reason
corners_v3|2026-08-23|la-liga|elche|barcelona|9.5|under,2026-08-19T12:30:05Z,2026-08-23T19:30:00Z,102.999,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche vs Barcelona,Elche,Barcelona,under 9.5,9.5,under,corners_v3,1.786922,0.559622,0.559622,0.444473,0.115148,0.191994,1,20,20,,0.01716653,warmup_tracking,2.13,1.9091,1.9091,1.9091,119.9,true,0.115709,0.068374,-0.2209,won,1.13,4,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-24|serie-a|bologna|lazio|8.5|over,2026-08-19T12:30:05Z,2026-08-24T16:30:00Z,123.999,2026-08-24|serie-a|bologna|lazio,2026-08-24,serie-a,Bologna vs Lazio,Bologna,Lazio,over 8.5,8.5,over,corners_v3,1.721301,0.580956,0.580956,0.525765,0.055191,0.053273,1,20,20,,0.01716653,warmup_tracking,1.813,1.9009,1.9524,1.9524,89.817,true,-0.071399,0.134258,0.1394,won,0.952,14,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-24|serie-a|roma|fiorentina|9.5|over,2026-08-24T12:30:10Z,2026-08-24T18:45:00Z,6.247,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,Roma vs Fiorentina,Roma,Fiorentina,over 9.5,9.5,over,corners_v3,2.133067,0.468809,0.468809,0.422366,0.046443,0.054819,1,20,20,,0.01716653,warmup_tracking,2.25,2.26,2.26,2.26,74.817,true,-0.004425,0.059508,0.01,lost,-1.0,5,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-24|epl|fulham|chelsea|10.5|under,2026-08-19T12:30:05Z,2026-08-24T19:00:00Z,126.499,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham vs Chelsea,Fulham,Chelsea,under 10.5,10.5,under,corners_v3,1.749606,0.571557,0.571557,0.524845,0.046712,0.040063,1,20,20,,0.01716653,warmup_tracking,1.8197,1.7634,1.7576,1.7576,89.817,true,0.035332,0.004569,-0.0621,won,0.82,10,2026-09-01T14:27:14Z,true,false,
corners_v3|2026-08-28|bundesliga|bayern munich|stuttgart|9.5|under,2026-08-24T20:00:11Z,2026-08-28T18:30:00Z,94.497,2026-08-28|bundesliga|bayern munich|stuttgart,2026-08-28,bundesliga,Bayern Munich vs Stuttgart,Bayern Munich,Stuttgart,under 9.5,9.5,under,corners_v3,2.053961,0.486864,0.486864,0.440508,0.046356,0.041889,1,20,20,,0.01716653,warmup_tracking,2.14,2.07,2.07,2.13,59.9,true,0.004695,0.03702,-0.01,lost,-1.0,12,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-28|la-liga|alaves|villarreal|9.5|under,2026-08-24T20:00:11Z,2026-08-28T19:30:00Z,95.497,2026-08-28|la-liga|alaves|villarreal,2026-08-28,la-liga,Alaves vs Villarreal,Alaves,Villarreal,under 9.5,9.5,under,corners_v3,1.891795,0.528599,0.528599,0.447096,0.081503,0.120629,3,20,20,,0.01716653,warmup_tracking,2.12,1.9009,1.9009,1.9009,119.9,true,0.115261,0.004814,-0.2191,lost,-1.0,14,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-29|epl|bournemouth|everton|10.5|under,2026-08-25T12:30:07Z,2026-08-29T14:00:00Z,97.498,2026-08-29|epl|bournemouth|everton,2026-08-29,epl,Bournemouth vs Everton,Bournemouth,Everton,under 10.5,10.5,under,corners_v3,1.72435,0.579929,0.579929,0.503266,0.076662,0.102386,2,20,20,,0.01716653,warmup_tracking,1.9009,1.8264,1.8264,1.8264,1079.883,false,0.040791,0.059182,-0.0745,lost,-1.0,17,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-29|serie-a|fiorentina|frosinone|9.5|under,2026-08-26T17:30:07Z,2026-08-29T16:30:00Z,70.998,2026-08-29|serie-a|fiorentina|frosinone,2026-08-29,serie-a,Fiorentina vs Frosinone,Fiorentina,Frosinone,under 9.5,9.5,under,corners_v3,1.77122,0.564583,0.564583,0.519554,0.045029,0.039002,2,20,20,,0.01716653,warmup_tracking,1.8403,1.8403,1.8403,1.8403,1229.883,false,0.0,0.039002,0.0,lost,-1.0,13,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-29|ligue-1|auxerre|angers|9.5|under,2026-08-25T12:30:07Z,2026-08-29T18:45:00Z,102.248,2026-08-29|ligue-1|auxerre|angers,2026-08-29,ligue-1,Auxerre vs Angers,Auxerre,Angers,under 9.5,9.5,under,corners_v3,1.759593,0.568313,0.568313,0.521446,0.046867,0.037967,2,20,20,,0.01716653,warmup_tracking,1.8264,1.8264,1.8264,1.8264,1364.883,false,0.0,0.037967,0.0,lost,-1.0,17,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-29|ligue-1|brest|toulouse|9.5|under,2026-08-25T12:30:07Z,2026-08-29T18:45:00Z,102.248,2026-08-29|ligue-1|brest|toulouse,2026-08-29,ligue-1,Brest vs Toulouse,Brest,Toulouse,under 9.5,9.5,under,corners_v3,1.702015,0.587539,0.587539,0.521744,0.065795,0.077135,2,20,20,,0.01716653,warmup_tracking,1.8333,1.8333,1.8333,1.8333,1364.883,false,0.0,0.077135,0.0,won,0.833,9,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-29|ligue-1|lorient|troyes|9.5|over,2026-08-26T20:00:06Z,2026-08-29T18:45:00Z,70.748,2026-08-29|ligue-1|lorient|troyes,2026-08-29,ligue-1,Lorient vs Troyes,Lorient,Troyes,over 9.5,9.5,over,corners_v3,2.14162,0.466936,0.466936,0.422714,0.044223,0.041268,2,20,20,,0.01716653,warmup_tracking,2.23,2.23,2.23,2.23,1364.883,false,0.0,0.041267,0.0,lost,-1.0,7,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-29|la-liga|sevilla|ath madrid|8.5|under,2026-08-25T12:30:07Z,2026-08-29T19:30:00Z,102.998,2026-08-29|la-liga|sevilla|ath madrid,2026-08-29,la-liga,Sevilla vs Atletico Madrid,Sevilla,Atletico Madrid,under 8.5,8.5,under,corners_v3,2.152356,0.464607,0.464607,0.369758,0.094849,0.180102,2,20,20,,0.01716653,warmup_tracking,2.54,2.33,2.33,2.33,1409.883,false,0.090129,0.082534,-0.21,won,1.54,6,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-30|ligue-1|paris|nice|8.5|under,2026-08-25T12:30:07Z,2026-08-30T13:00:00Z,120.498,2026-08-30|ligue-1|paris|nice,2026-08-30,ligue-1,Paris FC vs Nice,Paris FC,Nice,under 8.5,8.5,under,corners_v3,2.424941,0.412381,0.412381,0.362191,0.05019,0.063944,2,20,20,,0.01716653,warmup_tracking,2.58,2.58,2.58,2.58,2459.883,false,0.0,0.063943,0.0,won,1.58,6,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-30|bundesliga|freiburg|werder bremen|9.5|under,2026-08-25T12:30:07Z,2026-08-30T13:30:00Z,120.998,2026-08-30|bundesliga|freiburg|werder bremen,2026-08-30,bundesliga,Freiburg vs Werder Bremen,Freiburg,Werder Bremen,under 9.5,9.5,under,corners_v3,1.759937,0.568202,0.568202,0.504321,0.063881,0.07555,1,20,20,,0.01716653,warmup_tracking,1.8929,1.8929,1.8929,1.8929,2489.883,false,0.0,0.07555,0.0,lost,-1.0,11,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-30|serie-a|napoli|como|8.5|over,2026-08-25T12:30:07Z,2026-08-30T16:30:00Z,123.998,2026-08-30|serie-a|napoli|como,2026-08-30,serie-a,Napoli vs Como,Napoli,Como,over 8.5,8.5,over,corners_v3,1.797312,0.556386,0.556386,0.490182,0.066205,0.086289,2,20,20,,0.01716653,warmup_tracking,1.9524,1.9901,1.9901,1.9901,2669.883,false,-0.018944,0.107264,0.0377,won,0.952,9,2026-09-01T14:27:14Z,true,false,
corners_v3|2026-08-30|ligue-1|monaco|marseille|8.5|under,2026-08-25T12:30:07Z,2026-08-30T18:45:00Z,126.248,2026-08-30|ligue-1|monaco|marseille,2026-08-30,ligue-1,Monaco vs Marseille,Monaco,Marseille,under 8.5,8.5,under,corners_v3,2.111941,0.473498,0.473498,0.377276,0.096223,0.174275,2,20,20,,0.01716653,warmup_tracking,2.48,2.42,2.42,2.42,2804.883,false,0.024793,0.145865,-0.06,lost,-1.0,12,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-31|serie-a|lecce|roma|9.5|under,2026-08-25T12:30:07Z,2026-08-31T16:30:00Z,147.998,2026-08-31|serie-a|lecce|roma,2026-08-31,serie-a,Lecce vs Roma,Lecce,Roma,under 9.5,9.5,under,corners_v3,1.705071,0.586486,0.586486,0.536762,0.049724,0.037611,2,20,20,,0.01716653,warmup_tracking,1.7692,1.7874,1.7874,1.7874,4109.883,false,-0.010182,0.048285,0.0182,won,0.787,3,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-08-31|la-liga|osasuna|getafe|9.5|over,2026-08-27T20:00:09Z,2026-08-31T17:30:00Z,93.498,2026-08-31|la-liga|osasuna|getafe,2026-08-31,la-liga,Osasuna vs Getafe,Osasuna,Getafe,over 9.5,9.5,over,corners_v3,2.145591,0.466072,0.466072,0.420536,0.045536,0.048662,2,20,20,,0.01716653,warmup_tracking,2.25,2.25,2.25,2.25,4169.883,false,0.0,0.048662,0.0,lost,-1.0,4,2026-09-01T14:17:11Z,true,false,
corners_v3|2026-09-03|ligue-1|toulouse|lille|8.5|under,2026-09-01T12:30:05Z,2026-09-03T18:45:00Z,54.249,2026-09-03|ligue-1|toulouse|lille,2026-09-03,ligue-1,Toulouse vs Lille,Toulouse,Lille,under 8.5,8.5,under,corners_v3,2.292359,0.436232,0.436232,0.377276,0.058956,0.081855,2,20,20,,0.01716653,warmup_tracking,2.48,2.48,2.48,2.48,3254.917,false,0.0,0.081855,0.0,pending,,,,true,false,
corners_v3|2026-09-04|ligue-1|lyon|auxerre|9.5|under,2026-09-01T12:30:05Z,2026-09-04T17:00:00Z,76.499,2026-09-04|ligue-1|lyon|auxerre,2026-09-04,ligue-1,Lyon vs Auxerre,Lyon,Auxerre,under 9.5,9.5,under,corners_v3,2.006176,0.498461,0.498461,0.430222,0.068239,0.091629,2,20,20,,0.01716653,warmup_tracking,2.19,2.19,2.19,2.19,4589.917,false,0.0,0.09163,0.0,pending,,,,true,false,
corners_v3|2026-09-05|bundesliga|hoffenheim|dortmund|9.5|under,2026-09-01T12:30:05Z,2026-09-05T13:30:00Z,96.999,2026-09-05|bundesliga|hoffenheim|dortmund,2026-09-05,bundesliga,Hoffenheim vs Borussia Dortmund,Hoffenheim,Borussia Dortmund,under 9.5,9.5,under,corners_v3,1.86681,0.535673,0.535673,0.460796,0.074877,0.09813,1,20,20,,0.01716653,warmup_tracking,2.05,2.05,2.05,2.05,5819.917,false,0.0,0.09813,0.0,pending,,,,true,false,
corners_v3|2026-09-05|epl|brentford|sunderland|9.5|under,2026-09-01T12:30:05Z,2026-09-05T14:00:00Z,97.499,2026-09-05|epl|brentford|sunderland,2026-09-05,epl,Brentford vs Sunderland,Brentford,Sunderland,under 9.5,9.5,under,corners_v3,1.993831,0.501547,0.501547,0.447096,0.054451,0.06328,2,20,20,,0.01716653,warmup_tracking,2.12,2.12,2.12,2.12,5849.917,false,0.0,0.06328,0.0,pending,,,,true,false,
corners_v3|2026-09-06|epl|everton|man united|9.5|under,2026-09-01T12:30:05Z,2026-09-06T13:00:00Z,120.499,2026-09-06|epl|everton|man united,2026-09-06,epl,Everton vs Manchester United,Everton,Manchester United,under 9.5,9.5,under,corners_v3,1.854255,0.5393,0.5393,0.449,0.0903,0.137923,2,20,20,,0.01716653,warmup_tracking,2.11,2.11,2.11,2.11,7229.917,false,0.0,0.137923,0.0,pending,,,,true,false,
corners_v3|2026-09-06|la-liga|valencia|barcelona|9.5|under,2026-09-01T12:30:05Z,2026-09-06T14:15:00Z,121.749,2026-09-06|la-liga|valencia|barcelona,2026-09-06,la-liga,Valencia vs Barcelona,Valencia,Barcelona,under 9.5,9.5,under,corners_v3,1.715914,0.58278,0.58278,0.430391,0.152388,0.282115,3,20,20,,0.01716653,warmup_tracking,2.2,2.2,2.2,2.2,7304.917,false,0.0,0.282116,0.0,pending,,,,true,false,
corners_v3|2026-09-06|ligue-1|angers|rennes|9.5|under,2026-09-01T12:30:05Z,2026-09-06T15:15:00Z,122.749,2026-09-06|ligue-1|angers|rennes,2026-09-06,ligue-1,Angers vs Rennes,Angers,Rennes,under 9.5,9.5,under,corners_v3,1.68906,0.592045,0.592045,0.456022,0.136023,0.225534,2,20,20,,0.01716653,warmup_tracking,2.07,2.07,2.07,2.07,7364.917,false,0.0,0.225533,0.0,pending,,,,true,false,
corners_v3|2026-09-06|la-liga|espanol|sevilla|8.5|over,2026-09-01T12:30:05Z,2026-09-06T19:00:00Z,126.499,2026-09-06|la-liga|espanol|sevilla,2026-09-06,la-liga,Espanyol vs Sevilla,Espanyol,Sevilla,over 8.5,8.5,over,corners_v3,1.837525,0.54421,0.54421,0.469974,0.074237,0.104747,3,20,20,,0.01716653,warmup_tracking,2.03,2.03,2.03,2.03,7589.917,false,0.0,0.104746,0.0,pending,,,,true,false,
corners_v3|2026-09-07|serie-a|udinese|lazio|9.5|over,2026-09-01T12:30:05Z,2026-09-07T18:45:00Z,150.249,2026-09-07|serie-a|udinese|lazio,2026-09-07,serie-a,Udinese vs Lazio,Udinese,Lazio,over 9.5,9.5,over,corners_v3,2.048865,0.488075,0.488075,0.438217,0.049858,0.054242,2,20,20,,0.01716653,warmup_tracking,2.16,2.16,2.16,2.16,9014.917,false,0.0,0.054242,0.0,pending,,,,true,false,
