league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
epl,2020-2021,19/09/2020,Man United,Crystal Palace,1,3,13,14,4,5,9,3,13,10,2,1,0,0,A,0,1,A,M Atkinson,1.3,5.5,9.5,1.33,5.25,9.25,1.35,5,9,1.66,2.2,2,1.9,1.36,5,8,1.36,5,8.5,1.37,5.25,8,1.66,2.2,1.86,2.04
epl,2020-2021,19/09/2020,Arsenal,West Ham,2,1,7,14,3,3,7,5,11,13,0,1,0,0,H,1,1,D,M Oliver,1.53,4.5,5.5,1.53,4.33,6,1.55,4.2,5.75,1.66,2.2,1.89,2.01,1.45,4.5,7,1.5,4.5,6.25,1.6,4.3,5.25,1.66,2.2,1.82,2.08
epl,2020-2021,20/09/2020,Southampton,Tottenham,2,5,14,9,7,6,3,2,16,18,4,3,0,0,A,1,1,D,D Coote,3,3.3,2.37,3.1,3.25,2.4,3.05,3.15,2.4,2.02,1.88,1.86,2.04,3.3,3.4,2.2,3.3,3.3,2.25,3.3,3.15,2.25,2.02,1.88,1.97,1.96
epl,2020-2021,20/09/2020,Newcastle,Brighton,0,3,6,13,0,6,7,1,16,15,3,0,0,1,A,0,2,A,K Friend,2.6,3.1,2.87,2.75,3.1,2.75,2.65,2.9,2.85,2.37,1.57,1.88,2.02,2.5,3.25,2.9,2.6,3.2,2.85,2.65,2.9,2.85,2.2,1.66,1.87,2.06
epl,2020-2021,20/09/2020,Chelsea,Liverpool,0,2,5,18,3,6,1,11,10,6,0,0,1,0,A,0,0,D,P Tierney,3.1,3.6,2.2,3.1,3.7,2.2,3.1,3.5,2.2,1.61,2.3,1.97,1.93,3.4,3.9,2,3.4,3.7,2.05,3.35,3.75,2.05,1.61,2.3,2.07,1.86
epl,2020-2021,20/09/2020,Leicester,Burnley,4,2,14,16,6,5,15,4,11,13,1,2,0,0,H,1,1,D,L Mason,1.61,4,5.5,1.6,4,5.75,1.63,3.7,5.75,1.9,1.9,1.81,2.09,1.5,4.33,6.5,1.53,4,6.75,1.57,3.9,6,1.9,2,1.98,1.95
epl,2020-2021,21/09/2020,Aston Villa,Sheffield United,1,0,18,4,2,1,10,4,12,13,3,1,0,1,H,0,0,D,G Scott,2.7,3.1,2.75,2.7,3.2,2.7,2.7,2.95,2.75,2.2,1.66,1.91,1.99,2.45,3.2,3.1,2.4,3.2,3.1,2.5,3.1,3.1,2.2,1.66,2.1,1.83
epl,2020-2021,21/09/2020,Wolves,Man City,1,3,10,14,1,9,4,6,6,8,0,3,0,0,A,0,2,A,A Marriner,6.5,4.33,1.5,6.5,4.5,1.48,5.75,4,1.57,1.72,2.1,1.97,1.93,7,4.5,1.44,7,4.5,1.45,7,4.6,1.45,1.8,2,1.72,2.07
epl,2020-2021,26/09/2020,Brighton,Man United,2,3,18,7,5,3,7,1,18,16,4,2,0,0,A,1,1,D,C Kavanagh,4.75,3.75,1.72,5,3.7,1.72,4.7,3.55,1.77,1.9,1.9,1.91,1.99,5.25,4,1.61,5.5,4,1.62,5.25,3.85,1.63,1.66,2.2,1.87,2.03
epl,2020-2021,26/09/2020,Crystal Palace,Everton,1,2,8,10,1,5,7,6,16,15,3,1,0,0,A,1,2,A,K Friend,3.75,3.25,2.1,3.8,3.3,2.05,3.65,3.1,2.15,2.1,1.72,2.07,1.83,3.5,3.3,2.15,3.5,3.3,2.15,3.4,3.05,2.25,2,1.8,1.99,1.91
epl,2020-2021,26/09/2020,West Brom,Chelsea,3,3,9,22,3,10,3,9,8,16,1,3,0,0,D,3,0,H,J Moss,9,4.75,1.36,8.5,4.5,1.4,8,4.7,1.4,1.66,2.2,2.07,1.83,6.5,4.75,1.44,7,4.6,1.45,6,4.6,1.5,1.53,2.5,1.89,2.01
epl,2020-2021,26/09/2020,Burnley,Southampton,0,1,10,5,2,1,8,2,8,10,1,0,0,0,A,0,1,A,A Marriner,3.2,3.3,2.3,3.2,3.3,2.3,3.3,3,2.3,2.1,1.72,1.91,1.99,3.3,3.4,2.2,3.2,3.25,2.3,3.25,3.35,2.3,1.9,1.9,1.95,1.95
epl,2020-2021,27/09/2020,Sheffield United,Leeds,0,1,14,17,4,9,5,7,18,4,2,1,0,0,A,0,0,D,P Tierney,2.7,3.3,2.62,2.7,3.4,2.6,2.75,3.15,2.6,1.9,1.9,2.01,1.89,2.8,3.4,2.5,2.7,3.4,2.6,2.95,3.05,2.5,2,1.8,1.81,2.09
epl,2020-2021,27/09/2020,Tottenham,Newcastle,1,1,23,6,12,1,10,4,15,9,1,4,0,0,D,1,0,H,P Bankes,1.45,4.5,7,1.48,4.4,6.75,1.5,4.2,6.75,1.72,2.1,2.07,1.83,1.4,4.8,8,1.45,4.5,7,1.43,4.5,7.5,1.66,2.2,1.93,1.97
epl,2020-2021,27/09/2020,Man City,Leicester,2,5,16,7,5,7,3,4,13,8,1,3,0,0,A,1,1,D,M Oliver,1.28,6,9.5,1.3,6,9,1.3,5.75,9,1.4,3,2.05,1.85,1.28,5.75,9.5,1.3,6,8.75,1.33,5.5,9,1.44,2.75,1.91,1.99
epl,2020-2021,27/09/2020,West Ham,Wolves,4,0,15,11,7,2,1,3,7,11,0,1,0,0,H,1,0,H,M Atkinson,3.6,3.5,2.05,3.8,3.4,2.05,3.8,3.15,2.1,2.1,1.72,1.83,2.07,3.3,3.3,2.25,3.3,3.3,2.25,3.35,3.05,2.3,2.2,1.66,1.92,1.98
epl,2020-2021,28/09/2020,Fulham,Aston Villa,0,3,16,12,3,5,5,3,18,14,6,3,0,0,A,0,2,A,S Attwell,2.9,3.25,2.5,2.85,3.25,2.55,2.95,3.05,2.5,2,1.8,2.08,1.82,3,3.4,2.37,3,3.4,2.35,2.95,3.35,2.45,1.9,1.9,1.8,2.1
epl,2020-2021,28/09/2020,Liverpool,Arsenal,3,1,21,4,8,3,7,3,11,7,2,2,0,0,H,2,1,H,C Pawson,1.45,4.75,6.5,1.5,4.75,5.75,1.5,4.4,6,1.53,2.5,1.75,2.05,1.44,5.25,6,1.45,5.25,5.75,1.53,4.9,5.5,1.4,3,2.07,1.83
epl,2020-2021,03/10/2020,Chelsea,Crystal Palace,4,0,17,4,6,0,8,5,17,13,2,0,0,0,H,0,0,D,M Oliver,1.4,4.75,8,1.42,4.75,7.5,1.47,4.5,6.75,1.61,2.3,1.99,1.94,1.5,4.33,6.5,1.5,4.33,6.5,1.6,3.95,5.75,1.72,2.1,1.93,2
epl,2020-2021,03/10/2020,Everton,Brighton,4,2,11,11,6,3,3,10,13,14,0,1,0,0,H,2,1,H,S Hooper,1.72,3.75,4.8,1.75,3.6,5,1.73,3.75,5,1.8,2,2,1.93,1.75,3.75,4.75,1.78,3.7,4.5,1.75,3.75,4.8,1.72,2.1,2.07,1.86
epl,2020-2021,03/10/2020,Leeds,Man City,1,1,12,23,7,2,7,10,11,12,2,1,0,0,D,0,1,A,M Dean,7.5,5.25,1.36,7,5.25,1.4,7,5,1.4,1.36,3.2,1.88,2.05,8,7.5,1.25,8,6.5,1.3,9,6,1.3,1.3,3.5,1.98,1.95
epl,2020-2021,03/10/2020,Newcastle,Burnley,3,1,10,7,5,3,3,4,13,17,2,3,0,0,H,1,0,H,D Coote,2.4,3.2,3.1,2.45,3.1,3.1,2.5,2.95,3.05,2.3,1.61,2.08,1.85,2.37,3.25,3.1,2.4,3.2,3.1,2.45,3.05,3.05,2.1,1.72,2.07,1.86
epl,2020-2021,04/10/2020,Leicester,West Ham,0,3,4,14,0,6,6,4,11,8,2,2,0,0,A,0,2,A,A Madley,1.61,4.2,5.25,1.65,4.1,5,1.73,3.8,4.6,1.66,2.2,1.88,2.05,1.75,4,4.2,1.85,3.75,4.2,1.9,3.65,3.9,1.57,2.37,2.05,1.75
epl,2020-2021,04/10/2020,Southampton,West Brom,2,0,13,5,7,2,5,1,19,10,2,1,0,0,H,1,0,H,C Kavanagh,1.72,3.8,4.75,1.72,3.9,4.75,1.77,3.6,4.5,1.8,2,2,1.93,1.85,3.75,4,1.85,3.7,4.1,1.9,3.5,4.1,1.72,2.1,1.85,2.08
epl,2020-2021,04/10/2020,Arsenal,Sheffield United,2,1,6,6,5,2,2,4,3,9,0,1,0,0,H,0,0,D,L Mason,1.57,4,6,1.55,4.1,6.25,1.6,3.8,6,1.9,1.9,2.03,1.9,1.5,4.2,7,1.48,4.33,7,1.55,4,6,1.72,2.1,1.83,2.1
epl,2020-2021,04/10/2020,Wolves,Fulham,1,0,14,10,5,2,6,2,15,8,1,1,0,0,H,0,0,D,D England,1.5,4,7.5,1.5,4,7.25,1.53,3.8,7,2.1,1.72,1.94,1.99,1.75,3.4,5.25,1.83,3.3,5,1.8,3.25,5,2.3,1.61,2.08,1.85
epl,2020-2021,04/10/2020,Man United,Tottenham,1,6,5,22,2,8,2,4,14,10,2,1,1,0,A,1,4,A,A Taylor,1.85,3.8,4,1.91,3.7,3.9,1.95,3.45,3.95,1.72,2.1,1.95,1.98,2,3.7,3.6,1.95,3.6,3.8,2.1,3.4,3.45,1.72,2.1,1.77,2.02
epl,2020-2021,04/10/2020,Aston Villa,Liverpool,7,2,18,14,11,8,2,7,7,10,2,1,0,0,H,4,1,H,M Atkinson,10,5.5,1.3,9.75,5.5,1.3,8.25,5,1.35,1.53,2.5,1.95,1.98,6.5,4.8,1.44,6.5,4.75,1.45,6,4.8,1.5,1.44,2.75,1.94,1.99
epl,2020-2021,17/10/2020,Everton,Liverpool,2,2,11,22,5,8,2,5,15,9,3,2,1,0,D,1,1,D,M Oliver,3.75,4.2,1.83,3.8,4.1,1.83,3.9,3.8,1.83,1.53,2.5,1.75,2.05,4.2,4.2,1.72,4.1,4.1,1.78,3.85,4,1.85,1.5,2.62,1.86,2.04
epl,2020-2021,17/10/2020,Chelsea,Southampton,3,3,11,13,5,6,6,2,11,9,1,1,0,0,D,2,1,H,P Bankes,1.45,4.75,6.5,1.5,4.6,6,1.57,4.2,5.75,1.57,2.37,1.88,2.02,1.53,4.6,5.5,1.57,4.4,5.25,1.6,4.4,5.25,1.53,2.5,2,1.9
epl,2020-2021,17/10/2020,Man City,Arsenal,1,0,13,11,5,3,6,6,15,10,4,1,0,0,H,1,0,H,C Kavanagh,1.44,5,6.5,1.48,4.75,6,1.5,4.5,5.75,1.44,2.75,2.06,1.84,1.5,4.75,5.5,1.53,4.75,5.5,1.55,4.6,5.25,1.44,2.75,1.86,2.04
epl,2020-2021,17/10/2020,Newcastle,Man United,1,4,7,28,4,14,0,7,9,12,1,1,0,0,A,1,1,D,C Pawson,4.75,4,1.66,4.75,4.2,1.65,4.7,3.75,1.73,1.72,2.1,1.98,1.92,4.5,4.2,1.7,4.4,4.1,1.72,4.5,3.75,1.73,1.66,2.2,1.97,1.93
epl,2020-2021,18/10/2020,Sheffield United,Fulham,1,1,10,15,6,6,2,5,5,9,0,2,0,0,D,0,0,D,A Marriner,2.1,3.3,3.7,2.05,3.4,3.7,2.15,3.1,3.7,2.2,1.66,1.75,2.05,2.25,3.2,3.5,2.25,3.25,3.4,2.3,2.95,3.4,2.3,1.61,2,1.9
epl,2020-2021,18/10/2020,Crystal Palace,Brighton,1,1,1,20,1,3,2,5,13,12,3,2,0,1,D,1,0,H,S Attwell,2.62,3.3,2.7,2.6,3.3,2.75,2.65,3,2.8,2.2,1.66,1.91,1.99,3,3.25,2.4,3,3.2,2.5,3.05,3,2.5,2.2,1.66,1.82,2.08
epl,2020-2021,18/10/2020,Tottenham,West Ham,3,3,11,13,6,4,3,7,13,12,0,5,0,0,D,3,0,H,P Tierney,1.57,4.33,5.5,1.57,4.25,5.5,1.63,3.95,5,1.57,2.37,2.07,1.83,1.6,4.2,5.5,1.62,4.1,5.25,1.65,4.2,4.9,1.57,2.37,1.77,2.14
epl,2020-2021,18/10/2020,Leicester,Aston Villa,0,1,11,10,5,4,2,7,18,18,4,3,0,0,A,0,0,D,J Moss,1.83,3.8,4.1,1.83,3.9,4,1.9,3.6,3.85,1.66,2.2,1.89,2.01,2.35,3.6,2.87,2.3,3.6,3,2.4,3.35,2.85,1.61,2.3,2.09,1.81
epl,2020-2021,19/10/2020,West Brom,Burnley,0,0,13,9,6,4,8,2,15,17,2,2,0,0,D,0,0,D,A Taylor,2.45,3.3,2.9,2.45,3.3,2.95,2.5,3.05,2.95,2.1,1.72,2.08,1.73,2.55,3.25,2.9,2.45,3.3,2.95,2.55,3.05,2.9,2.01,1.89,1.87,2.03
epl,2020-2021,19/10/2020,Leeds,Wolves,0,1,13,7,2,3,8,3,13,12,2,1,0,0,A,0,0,D,D Coote,2.5,3.3,2.87,2.5,3.2,3,2.5,3,2.95,2.1,1.72,2.08,1.73,2.4,3.4,2.9,2.45,3.4,2.85,2.45,3.1,2.95,2.04,1.86,2.08,1.73
epl,2020-2021,23/10/2020,Aston Villa,Leeds,0,3,12,27,4,9,6,5,14,17,2,2,0,0,A,0,0,D,P Tierney,2.05,3.75,3.3,2.15,3.6,3.25,2.1,3.5,3.3,1.57,2.37,1.86,2.07,1.85,4,3.8,1.9,3.9,3.75,1.9,3.7,3.75,1.5,2.62,1.9,2.03
epl,2020-2021,24/10/2020,West Ham,Man City,1,1,6,14,2,7,2,10,14,6,2,0,0,0,D,1,0,H,A Taylor,8,5.25,1.36,7.25,5,1.4,6.5,4.8,1.43,1.4,3,1.73,2.08,6.5,5.25,1.4,6.75,5,1.42,6,4.6,1.47,1.4,3,1.96,1.97
epl,2020-2021,24/10/2020,Fulham,Crystal Palace,1,2,16,14,3,10,4,4,11,11,0,1,1,0,A,0,1,A,G Scott,2.75,3.1,2.7,2.7,3.1,2.8,2.75,2.95,2.75,2.3,1.61,1.93,2,2.5,3.2,2.9,2.6,3.2,2.8,2.6,2.9,2.95,2.3,1.61,1.83,2.1
epl,2020-2021,24/10/2020,Man United,Chelsea,0,0,14,6,4,1,9,6,8,6,3,1,0,0,D,0,0,D,M Atkinson,2.37,3.6,2.8,2.35,3.6,2.9,2.4,3.35,2.9,1.61,2.3,2.09,1.84,2.55,3.5,2.62,2.55,3.4,2.75,2.55,3.25,2.75,1.72,2.1,1.93,2
epl,2020-2021,24/10/2020,Liverpool,Sheffield United,2,1,17,13,5,2,7,3,7,15,0,3,0,0,H,1,1,D,M Dean,1.22,6.5,12,1.25,6.25,11.5,1.27,6,11,1.5,2.62,1.95,1.98,1.2,7.5,12,1.2,7.25,13,1.25,7,10,1.33,3.4,2.01,1.92
epl,2020-2021,25/10/2020,Southampton,Everton,2,0,12,6,6,2,4,5,11,11,1,2,0,1,H,2,0,H,K Friend,2.75,3.4,2.55,2.8,3.5,2.45,2.75,3.25,2.55,1.8,2,2.05,1.88,3,3.6,2.25,2.95,3.6,2.3,3.05,3.3,2.3,1.72,2.1,1.88,2.05
epl,2020-2021,25/10/2020,Wolves,Newcastle,1,1,16,5,3,2,2,3,10,10,0,1,0,0,D,0,0,D,L Mason,1.75,3.5,5.25,1.75,3.5,5.25,1.8,3.3,5,2.2,1.66,2.06,1.87,1.8,3.5,4.75,1.8,3.4,5,1.9,3.15,4.7,2.3,1.61,1.84,2.09
epl,2020-2021,25/10/2020,Arsenal,Leicester,0,1,12,6,4,2,9,3,13,9,3,5,0,0,A,0,0,D,C Pawson,1.9,3.75,3.8,1.91,3.8,3.8,1.95,3.5,3.85,1.72,2.1,1.96,1.97,1.9,3.6,4,1.95,3.4,4.1,1.95,3.35,3.95,1.9,1.9,1.99,1.94
epl,2020-2021,26/10/2020,Brighton,West Brom,1,1,5,9,3,3,6,2,14,7,2,0,0,0,D,1,0,H,J Moss,1.7,4,4.75,1.75,3.9,4.5,1.75,3.6,4.6,1.8,2,2,1.93,1.66,3.9,5,1.72,3.9,4.75,1.67,3.65,5.25,1.9,1.9,1.87,2.06
epl,2020-2021,26/10/2020,Burnley,Tottenham,0,1,13,9,4,3,4,5,9,7,2,0,0,0,A,0,0,D,M Oliver,5.75,4,1.6,5.5,4,1.62,5.5,3.75,1.65,1.9,1.9,1.75,2.05,5.75,4.33,1.53,5.75,4.33,1.55,5.5,4.3,1.6,1.72,2.1,1.89,2.04
epl,2020-2021,30/10/2020,Wolves,Crystal Palace,2,0,15,11,5,2,7,6,13,4,0,2,0,1,H,2,0,H,M Atkinson,2,3.2,4.33,2.05,3.1,4.2,2.1,3.2,3.95,2.75,1.44,2.06,1.84,2,3.2,4.2,2,3.2,4.25,2.1,3.15,3.9,2.62,1.5,2.11,1.79
epl,2020-2021,31/10/2020,Sheffield United,Man City,0,1,5,16,1,8,2,5,14,6,0,0,0,0,A,0,1,A,M Oliver,9.5,6,1.28,9.5,5.75,1.3,8.75,5.25,1.33,1.5,2.62,1.98,1.92,9.5,6,1.28,11.5,6,1.26,10,6,1.3,1.53,2.5,2.05,1.85
epl,2020-2021,31/10/2020,Burnley,Chelsea,0,3,5,14,0,9,3,4,10,15,1,0,0,0,A,0,1,A,D Coote,6,4.5,1.5,6.25,4.5,1.5,5.75,4.1,1.57,1.66,2.2,2,1.9,5.5,4.33,1.57,5.5,4.25,1.57,5.5,4.2,1.6,1.9,1.9,1.83,2.07
epl,2020-2021,31/10/2020,Liverpool,West Ham,2,1,9,4,5,3,1,2,13,14,0,1,0,0,H,1,1,D,K Friend,1.36,5.25,7.5,1.36,5.25,7.75,1.43,5,6.5,1.4,3,2.02,1.77,1.4,5,7,1.4,5.25,6.75,1.37,5.5,7.5,1.44,2.75,1.91,1.99
epl,2020-2021,01/11/2020,Aston Villa,Southampton,3,4,19,9,10,4,11,1,12,17,1,2,0,0,A,0,3,A,D England,2.45,3.5,2.8,2.35,3.6,2.85,2.5,3.35,2.75,1.66,2.2,1.83,2.07,2.6,3.5,2.62,2.5,3.6,2.7,2.55,3.5,2.7,1.66,2.2,1.93,1.97
epl,2020-2021,01/11/2020,Newcastle,Everton,2,1,11,15,4,4,5,4,9,10,2,4,0,0,H,0,0,D,S Attwell,3.7,3.4,2.05,3.75,3.4,2.05,3.55,3.3,2.1,1.8,2,2.05,1.75,3.3,3.3,2.25,3.3,3.3,2.25,3.15,3.35,2.3,2,1.8,1.95,1.95
epl,2020-2021,01/11/2020,Man United,Arsenal,0,1,8,7,2,2,6,3,12,12,3,3,0,0,A,0,0,D,M Dean,2,3.6,3.6,2,3.7,3.6,2.05,3.45,3.55,1.72,2.1,2.05,1.85,1.95,3.6,3.8,1.95,3.6,3.9,2,3.5,3.8,1.9,1.9,2,1.9
epl,2020-2021,01/11/2020,Tottenham,Brighton,2,1,9,6,3,2,4,5,14,13,2,1,0,0,H,1,0,H,G Scott,1.61,4,5.5,1.62,4.25,5,1.65,3.9,5,1.66,2.2,2.02,1.77,1.55,4.33,6,1.57,4.25,5.5,1.6,4.2,5.75,1.66,2.2,2.06,1.84
epl,2020-2021,02/11/2020,Fulham,West Brom,2,0,13,10,6,1,5,2,13,11,3,2,0,0,H,2,0,H,S Hooper,2.4,3.3,3,2.4,3.3,3,2.45,3.1,3,2,1.8,2.1,1.8,2.4,3.3,3,2.45,3.3,2.95,2.4,3.05,3.1,2.05,1.85,2.06,1.84
epl,2020-2021,02/11/2020,Leeds,Leicester,1,4,11,10,4,8,10,3,9,5,1,1,0,0,A,0,2,A,A Marriner,2.5,3.6,2.62,2.6,3.6,2.6,2.55,3.3,2.7,1.72,2.1,1.93,1.97,2.4,3.7,2.75,2.4,3.6,2.8,2.4,3.35,2.85,1.61,2.3,2.1,1.8
epl,2020-2021,06/11/2020,Brighton,Burnley,0,0,19,4,3,1,5,3,11,5,1,0,0,0,D,0,0,D,M Dean,1.85,3.5,4.33,1.9,3.5,4.25,1.9,3.5,4.3,2.1,1.72,1.9,2.03,1.9,3.4,4.2,1.9,3.5,4.25,1.95,3.35,4.2,2.2,1.66,2,1.93
epl,2020-2021,06/11/2020,Southampton,Newcastle,2,0,15,4,8,2,8,3,12,11,1,2,0,0,H,1,0,H,P Bankes,2,3.6,3.7,2,3.5,3.75,2.05,3.6,3.5,1.8,2,2.06,1.87,2.1,3.5,3.4,2.15,3.4,3.4,2.15,3.5,3.45,1.9,1.9,1.91,2.02
epl,2020-2021,07/11/2020,Everton,Man United,1,3,7,13,1,5,5,2,12,19,4,2,0,0,A,1,2,A,P Tierney,2.9,3.5,2.37,2.85,3.5,2.4,2.9,3.3,2.4,1.72,2.1,1.84,2.09,3.25,3.6,2.15,3.1,3.5,2.25,3.05,3.6,2.3,1.72,2.1,2,1.93
epl,2020-2021,07/11/2020,Crystal Palace,Leeds,4,1,10,9,6,3,3,6,9,1,0,2,0,0,H,3,1,H,C Kavanagh,2.87,3.4,2.45,2.9,3.4,2.45,2.9,3.15,2.5,1.9,1.9,2.13,1.81,2.8,3.5,2.45,2.8,3.4,2.5,2.85,3.2,2.5,1.8,2,2.06,1.87
epl,2020-2021,07/11/2020,Chelsea,Sheffield United,4,1,20,6,9,3,6,7,5,14,0,2,0,0,H,2,1,H,J Moss,1.36,5,8.5,1.4,4.75,7.75,1.4,4.9,8.25,1.72,2.1,1.95,1.98,1.36,5,8,1.4,4.75,7.75,1.35,5,9.5,1.72,2.1,1.86,2.07
epl,2020-2021,07/11/2020,West Ham,Fulham,1,0,16,13,7,3,9,5,10,9,2,2,0,0,H,0,0,D,R Jones,1.83,3.75,4.2,1.85,3.75,4.1,1.83,3.55,4.3,1.8,2,2.02,1.77,1.83,3.8,4,1.8,3.8,4.33,1.9,3.5,4.1,1.8,2,1.86,2.07
epl,2020-2021,08/11/2020,West Brom,Tottenham,0,1,12,19,2,5,9,6,17,12,1,0,0,0,A,0,0,D,A Madley,7,4.33,1.45,6,4.2,1.55,6.25,4.3,1.53,1.72,2.1,2.07,1.86,6,4.6,1.5,6.5,4.75,1.45,7,4.7,1.45,1.66,2.2,2.15,1.79
epl,2020-2021,08/11/2020,Leicester,Wolves,1,0,10,7,3,2,6,3,12,8,2,3,0,0,H,1,0,H,A Taylor,2.3,3.2,3.25,2.25,3.2,3.4,2.4,2.9,3.25,2.3,1.61,2.06,1.87,2.25,3.2,3.3,2.25,3.2,3.4,2.35,3.15,3.3,2.3,1.61,2.05,1.88
epl,2020-2021,08/11/2020,Man City,Liverpool,1,1,7,10,2,3,1,2,19,11,3,1,0,0,D,1,1,D,C Pawson,1.95,4.2,3.4,1.95,4,3.5,2,3.8,3.4,1.44,2.75,2.02,1.91,1.9,4.2,3.5,1.9,4,3.7,1.95,3.9,3.6,1.4,3,1.95,1.98
epl,2020-2021,08/11/2020,Arsenal,Aston Villa,0,3,13,15,2,6,3,8,11,13,0,0,0,0,A,0,1,A,M Atkinson,1.65,4.1,5,1.7,4,4.75,1.73,3.75,4.7,1.66,2.2,1.9,2.03,1.61,4.4,4.75,1.65,4.33,4.6,1.65,4.2,5,1.57,2.37,1.85,2.08
epl,2020-2021,21/11/2020,Newcastle,Chelsea,0,2,8,14,1,3,7,4,11,12,2,0,0,0,A,0,1,A,C Pawson,6.5,4.75,1.45,6,4.6,1.5,5.75,4.6,1.5,1.66,2.2,2.1,1.83,7,4.75,1.44,7,4.75,1.44,7,4.6,1.45,1.66,2.2,1.92,2.01
epl,2020-2021,21/11/2020,Aston Villa,Brighton,1,2,15,7,4,3,12,3,5,18,2,1,0,1,A,0,1,A,M Oliver,2.15,3.6,3.2,2.15,3.6,3.25,2.2,3.6,3.05,1.72,2.1,1.92,2.01,2.3,3.5,3,2.25,3.5,3.1,2.3,3.55,3,1.66,2.2,2.04,1.89
epl,2020-2021,21/11/2020,Tottenham,Man City,2,0,4,22,2,5,0,10,13,19,2,2,0,0,H,1,0,H,M Dean,4,4,1.8,4.1,3.8,1.83,3.95,4,1.8,1.57,2.37,1.85,2.08,4.2,4,1.75,4.2,4.1,1.75,3.8,4,1.83,1.57,2.37,1.88,2.05
