league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
la-liga,2025-2026,27/09/2025,Mallorca,Alaves,1,0,12,12,3,3,4,8,14,18,2,3,0,0,H,1,0,H,2.35,3,3.4,2.3,3,3.4,3,1.4,2,1.85,2.5,2.88,3.4,2.45,2.85,3.3,3.2,1.36,2.1,1.78
la-liga,2025-2026,27/09/2025,Villarreal,Ath Bilbao,1,0,14,16,5,4,6,5,13,11,2,0,0,0,H,0,0,D,2.1,3.25,3.7,2.1,3.4,3.5,2,1.85,1.8,2.05,2.05,3.3,3.8,2,3.3,3.8,2,1.8,2.05,1.75
la-liga,2025-2026,28/09/2025,Vallecano,Sevilla,0,1,18,4,6,1,12,4,12,15,3,2,1,0,A,0,0,D,2,3.3,4,2.05,3.3,3.6,2.1,1.73,2.03,1.83,2,3.3,4,2,3.3,3.8,2.05,1.8,1.98,1.88
la-liga,2025-2026,28/09/2025,Elche,Celta,2,1,17,8,8,2,7,2,12,20,3,3,0,0,H,1,1,D,2.88,3.1,2.6,2.8,3.2,2.55,2.3,1.62,2,1.85,2.88,3.2,2.6,2.85,3,2.65,2.1,1.73,2.05,1.8
la-liga,2025-2026,28/09/2025,Barcelona,Sociedad,2,1,22,7,12,2,12,1,6,12,1,2,0,0,H,1,1,D,1.27,5.75,10,1.28,6,9.5,1.33,3.4,1.9,1.95,1.36,5.25,8,1.36,5.5,7.25,1.4,3,2.03,1.78
la-liga,2025-2026,28/09/2025,Betis,Osasuna,2,0,12,12,6,1,5,5,6,7,0,1,0,0,H,2,0,H,1.75,3.8,4.5,1.77,3.7,4.5,1.93,1.93,1.98,1.88,1.85,3.5,4.2,1.83,3.6,4.33,2,1.85,1.88,1.98
la-liga,2025-2026,30/09/2025,Valencia,Oviedo,1,2,16,10,5,4,5,4,14,12,1,4,0,1,A,1,0,H,1.7,3.5,5.5,1.68,3.7,5.25,2.1,1.73,1.95,1.9,1.73,3.4,5.25,1.68,3.6,5.5,2.3,1.62,1.98,1.88
la-liga,2025-2026,03/10/2025,Osasuna,Getafe,2,1,7,6,3,2,1,6,11,14,1,4,0,0,H,1,1,D,2.15,2.9,4.1,2.15,2.85,4.1,3.4,1.33,1.8,2.05,2.15,2.9,4.2,2.15,2.8,4.1,3.4,1.33,1.83,2.03
la-liga,2025-2026,04/10/2025,Oviedo,Levante,0,2,13,14,2,5,9,3,10,10,2,2,0,0,A,0,1,A,2.5,3.3,2.88,2.45,3.3,2.87,2.2,1.67,1.8,2.05,2.4,3.1,3.1,2.4,3.2,3,2.1,1.73,2.05,1.8
la-liga,2025-2026,04/10/2025,Girona,Valencia,2,1,4,19,4,6,0,7,13,12,5,1,2,0,H,1,0,H,2.45,3.5,2.8,2.37,3.4,2.9,1.98,1.88,1.8,2.05,2.38,3.25,3.1,2.37,3.25,3,2.05,1.8,2.05,1.8
la-liga,2025-2026,04/10/2025,Ath Bilbao,Mallorca,2,1,18,7,5,2,7,2,16,13,5,6,0,1,H,1,0,H,1.53,3.8,7,1.55,3.9,6.5,2.2,1.67,1.95,1.9,1.62,3.6,6.5,1.6,3.7,6.25,2.2,1.67,1.8,2.05
la-liga,2025-2026,04/10/2025,Real Madrid,Villarreal,3,1,26,9,7,2,4,0,9,14,2,4,0,1,H,0,0,D,1.45,5,6,1.44,5,6.25,1.4,3,1.93,1.93,1.38,5,7.5,1.41,5,6.75,1.44,2.75,1.83,2.03
la-liga,2025-2026,05/10/2025,Alaves,Elche,3,1,25,6,5,3,14,4,13,9,3,1,0,1,H,0,0,D,2.3,3.1,3.3,2.37,3,3.25,2.63,1.5,1.98,1.88,2.2,3,3.75,2.2,2.95,3.9,2.75,1.44,1.85,2
la-liga,2025-2026,05/10/2025,Sevilla,Barcelona,4,1,13,17,5,8,7,6,18,9,7,5,0,0,H,2,1,H,5.75,5.25,1.45,5.75,5,1.47,1.44,2.75,1.88,1.98,5.5,5,1.48,5.75,4.75,1.49,1.44,2.75,1.83,2.03
la-liga,2025-2026,05/10/2025,Espanol,Betis,1,2,14,12,5,3,10,5,16,4,2,6,0,0,A,1,0,H,2.63,3.4,2.63,2.55,3.5,2.6,1.85,2,1.9,1.95,2.6,3.4,2.7,2.55,3.3,2.75,1.95,1.9,1.88,1.98
