league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
epl,2014-2015,30/08/14,Man City,Stoke,0,1,16,7,2,2,11,4,14,5,2,1,0,0,A,0,0,D,L Mason,1.18,8,18,1.18,6.5,14.5,1.2,5.8,13
epl,2014-2015,30/08/14,Newcastle,Crystal Palace,3,3,18,12,4,7,11,4,12,19,1,3,0,0,D,1,1,D,M Jones,1.75,3.75,5.25,1.75,3.5,4.75,1.75,3.5,4.5
epl,2014-2015,30/08/14,QPR,Sunderland,1,0,18,16,5,6,4,6,8,9,1,2,0,0,H,1,0,H,R Madley,2.4,3.25,3.3,2.45,3.2,2.85,2.5,3.3,2.65
epl,2014-2015,30/08/14,Swansea,West Brom,3,0,15,16,8,2,0,7,10,8,1,2,0,0,H,2,0,H,P Tierney,1.85,3.6,4.75,1.85,3.4,4.2,1.8,3.5,4.2
epl,2014-2015,30/08/14,West Ham,Southampton,1,3,4,18,2,8,2,9,11,13,2,1,0,0,A,1,1,D,M Dean,2.8,3.4,2.7,2.6,3.2,2.7,2.5,3.3,2.65
epl,2014-2015,31/08/14,Aston Villa,Hull,2,1,11,9,4,3,3,7,9,10,1,4,0,0,H,2,0,H,M Clattenburg,2.3,3.3,3.5,2.35,3.1,3.1,2.1,3.3,3.3
epl,2014-2015,31/08/14,Leicester,Arsenal,1,1,9,24,3,6,5,10,14,6,3,1,0,0,D,1,1,D,A Taylor,4.75,3.75,1.83,4.33,3.4,1.83,4.5,3.5,1.75
epl,2014-2015,31/08/14,Tottenham,Liverpool,0,3,7,17,1,8,7,3,14,11,0,4,0,0,A,0,1,A,P Dowd,2.7,3.5,2.7,2.7,3.2,2.7,2.6,3.2,2.6
epl,2014-2015,13/09/14,Arsenal,Man City,2,2,15,15,6,8,0,3,11,15,3,4,0,0,D,0,1,A,M Clattenburg,3,3.4,2.5,2.85,3.5,2.5,2.75,3.3,2.4
epl,2014-2015,13/09/14,Chelsea,Swansea,4,2,29,11,9,2,7,4,12,11,0,3,0,0,H,1,1,D,K Friend,1.3,5.75,12,1.3,5,9.5,1.3,5,9
epl,2014-2015,13/09/14,Crystal Palace,Burnley,0,0,14,11,3,3,5,5,12,10,2,3,0,0,D,0,0,D,M Dean,2.25,3.3,3.6,2.25,3.2,3.2,2,3.3,3.6
epl,2014-2015,13/09/14,Liverpool,Aston Villa,0,1,18,5,1,1,7,6,9,10,2,1,0,0,A,0,1,A,L Mason,1.3,6,11,1.3,5.5,11,1.27,5.2,10
epl,2014-2015,13/09/14,Southampton,Newcastle,4,0,10,9,7,4,5,5,15,7,0,2,0,0,H,2,0,H,C Foy,1.8,3.75,5,1.83,3.3,4.5,1.9,3.45,3.8
epl,2014-2015,13/09/14,Stoke,Leicester,0,1,24,8,4,1,13,3,8,15,3,0,0,0,A,0,0,D,M Oliver,2.1,3.4,4,2.15,3.4,3.25,2,3.3,3.6
epl,2014-2015,13/09/14,Sunderland,Tottenham,2,2,6,15,1,6,5,5,10,13,5,1,0,0,D,1,1,D,C Pawson,3.6,3.5,2.15,3.4,3.2,2.15,3.6,3.3,2
epl,2014-2015,13/09/14,West Brom,Everton,0,2,11,11,1,4,9,1,12,8,2,3,0,0,A,0,1,A,A Taylor,3.5,3.5,2.2,3.3,3.2,2.2,3.2,3.2,2.2
epl,2014-2015,14/09/14,Man United,QPR,4,0,19,9,9,2,3,1,11,8,1,0,0,0,H,3,0,H,P Dowd,1.29,6.25,12,1.33,5,11.5,1.27,5.2,10
epl,2014-2015,15/09/14,Hull,West Ham,2,2,11,16,6,4,3,10,12,7,3,1,0,0,D,1,0,H,M Atkinson,2.15,3.4,3.75,2.25,3.3,3.4,2.3,3.3,2.9
epl,2014-2015,20/09/14,Aston Villa,Arsenal,0,3,6,9,2,3,5,5,11,9,1,3,0,0,A,0,3,A,M Jones,4.75,3.6,1.85,4.2,3.4,1.85,4,3.45,1.85
epl,2014-2015,20/09/14,Burnley,Sunderland,0,0,17,14,6,6,5,1,14,14,1,2,0,0,D,0,0,D,A Taylor,2.5,3.3,3.1,2.6,3.25,2.9,2.6,3.1,2.7
epl,2014-2015,20/09/14,Newcastle,Hull,2,2,25,10,7,3,4,2,11,11,4,2,0,0,D,0,0,D,N Swarbrick,2.2,3.3,3.75,2.25,3.25,3.5,2.15,3.3,3.2
epl,2014-2015,20/09/14,QPR,Stoke,2,2,21,8,5,4,10,1,6,15,2,4,0,0,D,1,1,D,M Atkinson,2.8,3.25,2.8,2.8,3.1,2.8,2.6,3.1,2.7
epl,2014-2015,20/09/14,Swansea,Southampton,0,1,5,11,2,4,2,4,11,15,0,4,1,0,A,0,0,D,J Moss,2.5,3.3,3.1,2.6,3.25,2.9,2.4,3.3,2.75
epl,2014-2015,20/09/14,West Ham,Liverpool,3,1,13,11,7,5,7,5,16,11,4,1,0,0,H,2,1,H,C Pawson,4.5,3.8,1.85,4.25,3.8,1.85,4.3,3.6,1.75
epl,2014-2015,21/09/14,Everton,Crystal Palace,2,3,17,10,6,3,7,1,8,13,2,2,0,0,A,1,1,D,M Oliver,1.4,5,9,1.42,4.1,8.25,1.45,4,7
epl,2014-2015,21/09/14,Leicester,Man United,5,3,15,16,5,5,2,4,11,9,1,1,0,1,H,1,2,A,M Clattenburg,5.5,4.2,1.67,4.75,3.8,1.67,5.6,3.9,1.55
epl,2014-2015,21/09/14,Man City,Chelsea,1,1,16,6,4,2,14,2,16,12,3,4,1,0,D,0,0,D,M Dean,2.38,3.5,3.1,2.4,3.4,3,2.4,3.3,2.75
epl,2014-2015,21/09/14,Tottenham,West Brom,0,1,7,10,1,4,9,7,12,7,2,2,0,0,A,0,0,D,K Friend,1.53,4.33,7,1.53,4,6,1.5,4,6.1
epl,2014-2015,27/09/14,Arsenal,Tottenham,1,1,16,6,6,4,15,5,7,16,3,6,0,0,D,0,0,D,M Oliver,1.75,3.9,5,1.8,3.6,4.75,1.8,3.5,4.2
epl,2014-2015,27/09/14,Chelsea,Aston Villa,3,0,17,7,8,1,9,2,11,9,2,2,0,0,H,1,0,H,P Dowd,1.22,7,16,1.25,5.5,11,1.25,5.5,10.3
epl,2014-2015,27/09/14,Crystal Palace,Leicester,2,0,16,7,6,1,6,6,14,9,0,2,0,0,H,0,0,D,K Stroud,2.63,3.4,2.88,2.65,3.1,2.7,2.5,3.2,2.75
epl,2014-2015,27/09/14,Hull,Man City,2,4,10,20,5,6,3,8,10,6,0,2,0,0,A,2,2,D,A Taylor,6.5,4.2,1.57,5.75,3.8,1.57,5.5,3.8,1.57
epl,2014-2015,27/09/14,Liverpool,Everton,1,1,24,11,8,5,8,2,8,9,2,1,0,0,D,0,0,D,M Atkinson,1.91,3.75,4.33,1.95,3.6,4,1.8,3.5,4.2
epl,2014-2015,27/09/14,Man United,West Ham,2,1,8,13,3,4,7,10,10,12,1,3,1,0,H,2,1,H,L Mason,1.4,5.5,8,1.4,4.6,7.25,1.35,4.8,7.6
epl,2014-2015,27/09/14,Southampton,QPR,2,1,19,10,9,2,6,3,12,11,2,1,0,0,H,0,0,D,M Clattenburg,1.44,4.6,8.5,1.45,4.2,7,1.5,4,6.1
epl,2014-2015,27/09/14,Sunderland,Swansea,0,0,15,7,3,1,10,1,13,15,2,1,0,1,D,0,0,D,C Foy,2.9,3.3,2.63,2.8,3.2,2.7,2.6,3.1,2.7
epl,2014-2015,28/09/14,West Brom,Burnley,4,0,20,10,6,2,10,2,7,9,1,2,0,0,H,2,0,H,J Moss,2,3.5,4.2,2,3.4,4,1.9,3.45,3.8
epl,2014-2015,29/09/14,Stoke,Newcastle,1,0,12,16,3,1,2,10,20,15,1,2,0,0,H,1,0,H,C Pawson,2.15,3.4,3.8,2.15,3.3,3.7,2.1,3.2,3.4
epl,2014-2015,04/10/14,Aston Villa,Man City,0,2,6,27,1,7,0,7,4,6,0,1,0,0,A,0,0,D,C Foy,7.5,4.5,1.5,6.75,4.2,1.53,5.6,3.9,1.55
epl,2014-2015,04/10/14,Hull,Crystal Palace,2,0,15,11,2,2,6,7,6,14,1,2,0,0,H,0,0,D,M Dean,2.1,3.5,3.8,2.1,3.2,3.6,2.2,3.3,3.1
epl,2014-2015,04/10/14,Leicester,Burnley,2,2,15,10,6,4,9,3,16,12,2,2,0,0,D,2,1,H,P Dowd,1.8,3.75,5,1.8,3.4,4.5,1.75,3.5,4.5
epl,2014-2015,04/10/14,Liverpool,West Brom,2,1,19,8,7,4,5,5,12,15,2,2,0,0,H,1,0,H,M Oliver,1.44,5,7.5,1.44,4.33,7,1.45,4,7
epl,2014-2015,04/10/14,Sunderland,Stoke,3,1,8,11,3,5,7,4,10,17,3,4,0,0,H,2,1,H,N Swarbrick,2.55,3.25,3.1,2.6,3,2.85,2.4,3.15,2.9
epl,2014-2015,04/10/14,Swansea,Newcastle,2,2,11,9,5,4,3,1,11,15,1,3,0,0,D,1,1,D,L Mason,1.91,3.7,4.33,1.91,3.4,4,1.75,3.5,4.5
epl,2014-2015,05/10/14,Chelsea,Arsenal,2,0,5,10,3,0,2,2,14,10,4,3,0,0,H,1,0,H,M Atkinson,1.67,4.2,5.25,1.72,3.75,5.25,1.67,3.6,5
epl,2014-2015,05/10/14,Man United,Everton,2,1,15,10,4,6,11,6,18,11,4,3,0,0,H,1,0,H,K Friend,1.67,4.2,5.25,1.67,4,5.25,1.7,3.6,4.7
epl,2014-2015,05/10/14,Tottenham,Southampton,1,0,9,7,4,3,10,5,15,9,2,1,0,0,H,1,0,H,M Jones,2.2,3.5,3.5,2.2,3.5,3.3,2.1,3.3,3.3
epl,2014-2015,05/10/14,West Ham,QPR,2,0,11,10,3,3,7,5,10,11,2,2,0,0,H,1,0,H,A Taylor,1.91,3.6,4.5,1.95,3.4,4.25,1.9,3.45,3.8
epl,2014-2015,18/10/14,Arsenal,Hull,2,2,25,4,9,4,10,0,9,13,2,2,0,0,D,1,1,D,R East,1.4,5,9,1.44,4.33,7,1.35,4.8,7.6
epl,2014-2015,18/10/14,Burnley,West Ham,1,3,17,22,3,6,5,7,3,10,0,1,0,0,A,0,0,D,K Friend,2.8,3.4,2.7,2.8,3.2,2.7,2.6,3.2,2.6
epl,2014-2015,18/10/14,Crystal Palace,Chelsea,1,2,7,14,4,5,3,2,13,7,1,1,1,1,A,0,1,A,C Pawson,8.5,4.75,1.44,7,4.25,1.44,7.3,4.4,1.4
epl,2014-2015,18/10/14,Everton,Aston Villa,3,0,15,10,6,2,3,4,11,16,2,2,0,0,H,1,0,H,A Taylor,1.6,4,6.5,1.62,3.7,5.5,1.65,3.6,5.1
epl,2014-2015,18/10/14,Man City,Tottenham,4,1,20,19,12,7,3,4,11,9,1,2,0,1,H,2,1,H,J Moss,1.45,4.75,8,1.5,4.33,7,1.45,4,7
epl,2014-2015,18/10/14,Newcastle,Leicester,1,0,19,7,6,2,10,7,13,15,0,3,0,0,H,0,0,D,M Atkinson,2.25,3.6,3.3,2.2,3.3,3.25,2.1,3.3,3.3
epl,2014-2015,18/10/14,Southampton,Sunderland,8,0,20,12,11,1,5,6,11,8,1,3,0,0,H,3,0,H,A Marriner,1.57,4,7,1.62,3.75,5.25,1.65,3.6,5.1
epl,2014-2015,19/10/14,QPR,Liverpool,2,3,15,15,6,5,7,2,10,15,2,3,0,0,A,0,0,D,P Dowd,6,4.2,1.6,5.75,4,1.62,5.1,3.6,1.65
epl,2014-2015,19/10/14,Stoke,Swansea,2,1,17,13,3,5,3,5,17,7,4,1,0,0,H,1,1,D,M Oliver,2.5,3.3,3.1,2.5,3.25,3,2.4,3.2,2.85
epl,2014-2015,20/10/14,West Brom,Man United,2,2,8,22,2,7,0,11,6,8,1,2,0,0,D,1,0,H,M Dean,5,4,1.75,4.5,4.1,1.75,4.7,3.6,1.7
epl,2014-2015,25/10/14,Liverpool,Hull,0,0,17,6,4,3,14,1,12,17,3,2,0,0,D,0,0,D,N Swarbrick,1.44,4.75,8,1.45,4.25,7,1.4,4.6,6.8
epl,2014-2015,25/10/14,Southampton,Stoke,1,0,20,8,2,1,6,3,10,12,0,2,0,0,H,1,0,H,J Moss,1.65,4,6,1.65,3.75,6,1.6,3.8,5.2
epl,2014-2015,25/10/14,Sunderland,Arsenal,0,2,11,15,3,5,3,3,11,9,3,3,0,0,A,0,1,A,K Friend,5.5,3.8,1.73,5.25,3.7,1.72,4.9,3.7,1.65
epl,2014-2015,25/10/14,Swansea,Leicester,2,0,7,9,3,4,2,2,7,10,0,0,0,0,H,1,0,H,M Jones,1.95,3.7,4.2,1.95,3.6,4,1.85,3.45,4
epl,2014-2015,25/10/14,West Brom,Crystal Palace,2,2,17,8,4,6,6,3,14,8,3,1,0,0,D,0,2,A,M Clattenburg,1.91,3.6,4.5,1.91,3.4,4,1.9,3.45,3.8
epl,2014-2015,25/10/14,West Ham,Man City,2,1,12,21,4,5,4,8,12,14,2,1,0,0,H,1,0,H,M Atkinson,6.5,4.5,1.55,6,4.2,1.57,5.6,3.9,1.55
epl,2014-2015,26/10/14,Burnley,Everton,1,3,14,15,3,6,5,4,12,7,4,2,0,0,A,1,2,A,A Marriner,4.75,3.75,1.83,4.6,3.6,1.85,4.2,3.5,1.8
epl,2014-2015,26/10/14,Man United,Chelsea,1,1,19,9,7,4,4,7,13,14,3,5,0,1,D,0,0,D,P Dowd,2.88,3.6,2.5,2.75,3.5,2.55,2.6,3.2,2.6
epl,2014-2015,26/10/14,Tottenham,Newcastle,1,2,17,8,2,2,10,2,9,12,2,4,0,0,A,1,0,H,A Taylor,1.75,3.9,5,1.8,3.75,4.6,1.7,3.6,4.7
epl,2014-2015,27/10/14,QPR,Aston Villa,2,0,11,15,4,6,2,4,11,14,0,2,0,0,H,1,0,H,L Mason,2.38,3.25,3.4,2.4,3.3,3.1,2.3,3.3,2.9
epl,2014-2015,01/11/14,Arsenal,Burnley,3,0,32,6,13,2,18,1,5,9,0,1,0,0,H,0,0,D,C Pawson,1.25,6.5,14,1.28,5.5,9.5,1.3,5,9
epl,2014-2015,01/11/14,Chelsea,QPR,2,1,18,7,8,1,13,2,8,12,0,0,0,0,H,1,0,H,M Jones,1.17,8.5,21,1.18,6.25,15,1.17,6.5,14
epl,2014-2015,01/11/14,Everton,Swansea,0,0,17,8,3,0,11,0,10,15,2,3,0,1,D,0,0,D,K Friend,1.75,3.8,5.25,1.75,3.6,4.5,1.72,3.6,4.6
epl,2014-2015,01/11/14,Hull,Southampton,0,1,8,10,1,3,7,4,6,9,1,0,0,0,A,0,1,A,M Atkinson,3.8,3.6,2.05,3.6,3.3,2.05,3.3,3.3,2.1
epl,2014-2015,01/11/14,Leicester,West Brom,0,1,14,8,5,3,8,3,5,12,0,1,0,0,A,0,0,D,S Attwell,2.3,3.5,3.3,2.3,3.3,3,2.2,3.3,3.1
epl,2014-2015,01/11/14,Newcastle,Liverpool,1,0,14,6,3,3,7,2,13,8,4,3,0,0,H,0,0,D,A Marriner,3.8,3.75,2,3.75,3.5,2.05,3.6,3.3,2
epl,2014-2015,01/11/14,Stoke,West Ham,2,2,21,10,6,2,9,2,14,13,1,1,0,0,D,1,0,H,C Foy,2.38,3.4,3.25,2.4,3.2,2.95,2.25,3.2,3.1
epl,2014-2015,02/11/14,Aston Villa,Tottenham,1,2,12,18,1,7,3,9,12,11,3,3,1,0,A,1,0,H,N Swarbrick,3.75,3.6,2.1,3.6,3.5,2.1,3.3,3.3,2.1
epl,2014-2015,02/11/14,Man City,Man United,1,0,16,9,6,2,7,4,15,9,3,1,0,1,H,0,0,D,M Oliver,1.91,3.75,4.33,1.91,3.75,4,1.9,3.3,4
epl,2014-2015,03/11/14,Crystal Palace,Sunderland,1,3,9,8,1,7,11,2,12,19,0,3,1,0,A,0,1,A,P Dowd,2.1,3.5,3.8,2.1,3.4,3.7,2.1,3.3,3.3
epl,2014-2015,08/11/14,Burnley,Hull,1,0,14,12,3,1,7,1,17,17,6,4,0,0,H,0,0,D,M Clattenburg,2.5,3.4,3,2.5,3.2,2.8,2.6,3.2,2.6
epl,2014-2015,08/11/14,Liverpool,Chelsea,1,2,12,15,4,5,5,7,9,12,2,5,0,0,A,1,1,D,A Taylor,3.4,3.4,2.3,3.1,3.25,2.3,3.2,3.2,2.2
epl,2014-2015,08/11/14,Man United,Crystal Palace,1,0,23,6,5,1,11,4,8,12,1,3,0,0,H,0,0,D,C Foy,1.3,6,11,1.32,5.5,7.6,1.35,4.8,7.6
epl,2014-2015,08/11/14,QPR,Man City,2,2,17,23,4,6,7,7,9,10,4,2,0,0,D,1,1,D,M Dean,7,4.75,1.5,6,4.2,1.5,7,4,1.45
epl,2014-2015,08/11/14,Southampton,Leicester,2,0,18,5,6,0,13,4,10,12,2,2,0,0,H,0,0,D,M Oliver,1.44,4.75,8,1.44,4.5,6.5,1.5,4,6.1
epl,2014-2015,08/11/14,West Ham,Aston Villa,0,0,21,12,5,4,13,2,9,10,0,3,0,0,D,0,0,D,J Moss,1.75,3.75,5.5,1.75,3.6,4.6,1.75,3.5,4.5
epl,2014-2015,09/11/14,Sunderland,Everton,1,1,10,16,3,7,5,4,11,13,1,2,0,0,D,0,0,D,L Mason,4,3.5,2.05,3.6,3.3,2.05,3.6,3.3,2
epl,2014-2015,09/11/14,Swansea,Arsenal,2,1,11,12,5,4,6,10,10,16,5,5,0,0,H,0,0,D,P Dowd,3.75,3.5,2.1,3.3,3.3,2.15,3.3,3.3,2.1
epl,2014-2015,09/11/14,Tottenham,Stoke,1,2,14,11,4,4,5,5,20,13,3,2,1,0,A,0,2,A,M Jones,1.7,4,5.5,1.7,3.6,5,1.6,3.7,5.4
epl,2014-2015,09/11/14,West Brom,Newcastle,0,2,10,8,2,3,7,4,12,6,0,0,0,0,A,0,1,A,C Pawson,2.3,3.5,3.3,2.3,3.3,3,2.4,3.2,2.85
epl,2014-2015,22/11/14,Arsenal,Man United,1,2,23,12,9,2,11,5,12,8,2,1,0,0,A,0,0,D,M Dean,2.15,3.6,3.5,2.2,3.25,3.2,2.3,3.3,2.9
epl,2014-2015,22/11/14,Chelsea,West Brom,2,0,21,5,8,1,15,0,7,9,1,0,0,1,H,2,0,H,L Mason,1.25,6.5,15,1.25,5.75,10.5,1.2,6,12.5
epl,2014-2015,22/11/14,Everton,West Ham,2,1,14,14,4,3,1,5,10,13,2,3,0,0,H,1,0,H,M Clattenburg,1.85,3.8,4.5,1.85,3.6,4,1.75,3.5,4.5
epl,2014-2015,22/11/14,Leicester,Sunderland,0,0,13,10,4,5,6,9,18,12,2,3,0,0,D,0,0,D,R Madley,2.1,3.5,3.8,2.15,3.4,3.2,2.25,3.3,3
epl,2014-2015,22/11/14,Man City,Swansea,2,1,23,8,10,3,7,3,13,9,2,1,0,0,H,1,1,D,N Swarbrick,1.4,5.25,8.5,1.4,4.6,7.5,1.35,4.8,7.6
epl,2014-2015,22/11/14,Newcastle,QPR,1,0,14,13,6,4,16,7,12,15,2,3,0,0,H,0,0,D,C Foy,1.83,3.75,4.75,1.91,3.4,3.9,1.75,3.5,4.5
epl,2014-2015,22/11/14,Stoke,Burnley,1,2,25,5,4,4,14,0,10,9,2,2,0,0,A,1,2,A,M Atkinson,1.7,3.8,5.75,1.72,3.6,4.75,1.65,3.6,5.1
epl,2014-2015,23/11/14,Crystal Palace,Liverpool,3,1,15,12,5,1,4,3,21,10,1,2,0,0,H,1,1,D,J Moss,4.33,3.7,1.91,3.7,3.6,1.91,4.5,3.5,1.75
epl,2014-2015,23/11/14,Hull,Tottenham,1,2,10,23,2,6,3,9,15,9,3,1,1,0,A,1,0,H,C Pawson,3.6,3.4,2.2,3.25,3.3,2.2,3.3,3.3,2.1
epl,2014-2015,24/11/14,Aston Villa,Southampton,1,1,7,15,1,4,2,8,15,17,1,2,0,0,D,1,0,H,P Dowd,5.25,3.75,1.75,4.33,3.6,1.78,4.2,3.5,1.8
epl,2014-2015,29/11/14,Burnley,Aston Villa,1,1,11,18,4,7,1,5,8,8,3,4,0,0,D,0,1,A,G Scott,2.15,3.4,3.75,2.2,3.2,3.25,2.1,3.3,3.3
epl,2014-2015,29/11/14,Liverpool,Stoke,1,0,16,13,3,4,5,5,11,9,0,3,0,0,H,0,0,D,C Pawson,1.73,4,5,1.75,4,4.75,1.7,3.6,4.7
epl,2014-2015,29/11/14,Man United,Hull,3,0,12,4,6,2,7,0,12,12,2,2,0,0,H,2,0,H,A Taylor,1.33,5.75,10,1.36,5.25,9.25,1.25,5.5,10.3
epl,2014-2015,29/11/14,QPR,Leicester,3,2,32,19,6,5,11,5,8,17,3,2,0,0,H,2,1,H,R East,2.38,3.4,3.25,2.38,3.2,3,2.2,3.3,3.1
epl,2014-2015,29/11/14,Sunderland,Chelsea,0,0,12,24,3,6,2,8,13,10,3,2,0,0,D,0,0,D,K Friend,9,5,1.4,8,5,1.4,7.3,4.4,1.4
epl,2014-2015,29/11/14,Swansea,Crystal Palace,1,1,18,11,4,5,4,6,6,12,0,2,0,0,D,1,1,D,M Atkinson,1.8,3.75,5,1.83,3.6,4.1,1.75,3.5,4.5
epl,2014-2015,29/11/14,West Brom,Arsenal,0,1,9,17,1,5,4,4,9,10,2,1,0,0,A,0,0,D,C Foy,4.5,3.8,1.85,4.2,3.8,1.9,3.8,3.45,1.9
epl,2014-2015,29/11/14,West Ham,Newcastle,1,0,12,7,3,1,6,2,9,16,3,2,0,1,H,0,0,D,M Dean,2.15,3.5,3.6,2.2,3.3,3.3,2.25,3.3,3
epl,2014-2015,30/11/14,Southampton,Man City,0,3,13,15,4,6,8,6,10,13,1,2,0,1,A,0,0,D,M Jones,3.2,3.6,2.3,3.2,3.4,2.35,3.1,3.3,2.2
epl,2014-2015,30/11/14,Tottenham,Everton,2,1,13,10,6,5,3,4,15,5,5,1,0,0,H,2,1,H,M Oliver,2.25,3.6,3.25,2.35,3.4,3.2,2.3,3.3,2.9
epl,2014-2015,02/12/14,Burnley,Newcastle,1,1,12,11,2,4,2,5,12,12,2,2,0,0,D,1,0,H,P Dowd,2.8,3.3,2.75,2.8,3.1,2.75,2.65,3.3,2.5
epl,2014-2015,02/12/14,Crystal Palace,Aston Villa,0,1,17,5,5,3,8,2,16,15,2,2,0,0,A,0,1,A,M Oliver,2.1,3.4,4,2.1,3.2,3.6,2,3.3,3.6
epl,2014-2015,02/12/14,Leicester,Liverpool,1,3,20,11,4,3,7,4,11,10,1,2,1,0,A,1,1,D,L Mason,3.8,3.6,2.05,3.6,3.5,2.1,3.6,3.3,2
epl,2014-2015,02/12/14,Man United,Stoke,2,1,10,5,3,4,2,2,8,13,2,4,0,0,H,1,1,D,J Moss,1.45,4.5,8.5,1.44,4.25,7.25,1.4,4.4,7.3
epl,2014-2015,02/12/14,Swansea,QPR,2,0,18,5,7,1,9,2,8,12,2,2,0,0,H,0,0,D,K Friend,1.73,3.8,5.5,1.75,3.5,4.75,1.8,3.5,4.2
