league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
epl,2015-2016,07/11/2015,Bournemouth,Newcastle,0,1,20,2,5,1,16,0,9,11,2,2,0,0,A,0,1,A,L Mason,2.25,3.5,3.4,2.25,3.4,3.1,2.2,3.3,3.1
epl,2015-2016,07/11/2015,Leicester,Watford,2,1,12,8,6,4,4,2,10,10,0,1,0,0,H,0,0,D,R East,1.85,3.8,4.5,1.85,3.6,4,1.85,3.45,4
epl,2015-2016,07/11/2015,Man United,West Brom,2,0,13,4,3,0,5,1,11,10,1,3,0,1,H,0,0,D,M Dean,1.33,5.25,12,1.33,5,8.75,1.35,4.8,7.6
epl,2015-2016,07/11/2015,Norwich,Swansea,1,0,9,8,5,0,5,2,12,7,1,0,0,0,H,0,0,D,M Clattenburg,2.45,3.4,3.1,2.55,3.2,2.85,2.5,3.3,2.65
epl,2015-2016,07/11/2015,Stoke,Chelsea,1,0,8,19,2,4,1,9,13,10,3,1,0,0,H,0,0,D,A Taylor,3.8,3.6,2.05,3.6,3.25,2.05,3.3,3.3,2.1
epl,2015-2016,07/11/2015,Sunderland,Southampton,0,1,9,11,3,4,10,11,3,7,1,3,0,0,A,0,0,D,M Jones,4.75,3.8,1.8,4.75,3.6,1.75,4,3.45,1.85
epl,2015-2016,07/11/2015,West Ham,Everton,1,1,16,13,5,4,3,5,11,12,1,2,0,0,D,1,1,D,P Tierney,2.6,3.5,2.8,2.55,3.3,2.7,2.5,3.3,2.65
epl,2015-2016,08/11/2015,Arsenal,Tottenham,1,1,10,14,4,4,7,6,12,17,0,1,0,0,D,0,1,A,M Atkinson,1.73,4,5,1.72,3.8,4.4,1.6,3.9,5
epl,2015-2016,08/11/2015,Aston Villa,Man City,0,0,3,13,0,3,3,8,7,7,1,1,0,0,D,0,0,D,C Pawson,7.5,5,1.44,7,4.33,1.44,6.1,4,1.5
epl,2015-2016,08/11/2015,Liverpool,Crystal Palace,1,2,22,9,4,4,14,6,7,6,1,2,0,0,A,1,1,D,N Swarbrick,1.67,3.8,6,1.67,3.7,5,1.6,3.7,5.4
epl,2015-2016,21/11/2015,Chelsea,Norwich,1,0,21,4,7,2,6,5,4,12,1,4,0,0,H,0,0,D,C Pawson,1.4,5,9,1.4,4.75,8,1.4,4.4,7.3
epl,2015-2016,21/11/2015,Everton,Aston Villa,4,0,16,10,9,3,2,3,6,9,0,0,0,0,H,3,0,H,M Oliver,1.57,4.2,6.5,1.57,3.9,5.75,1.55,3.9,5.6
epl,2015-2016,21/11/2015,Man City,Liverpool,1,4,11,14,3,9,11,5,5,13,0,3,0,0,A,1,3,A,J Moss,1.7,4,5.5,1.7,3.75,5.5,1.7,3.6,4.7
epl,2015-2016,21/11/2015,Newcastle,Leicester,0,3,9,18,1,7,4,9,9,12,4,1,0,0,A,0,1,A,M Jones,2.88,3.6,2.5,2.65,3.4,2.5,2.65,3.3,2.5
epl,2015-2016,21/11/2015,Southampton,Stoke,0,1,16,16,1,4,7,3,8,8,2,0,0,0,A,0,1,A,L Mason,1.57,4,7,1.57,3.9,5.75,1.65,3.6,5.1
epl,2015-2016,21/11/2015,Swansea,Bournemouth,2,2,11,16,4,4,4,5,7,9,3,2,0,0,D,2,2,D,A Marriner,1.91,3.6,4.5,1.85,3.6,4.5,1.9,3.45,3.8
epl,2015-2016,21/11/2015,Watford,Man United,1,2,10,13,5,6,4,10,6,12,1,2,0,0,A,0,1,A,R Madley,4.33,3.4,2,3.9,3.4,2,3.8,3.45,1.9
epl,2015-2016,21/11/2015,West Brom,Arsenal,2,1,4,11,1,3,3,5,14,10,3,2,0,0,H,2,1,H,M Clattenburg,7,4.33,1.53,6,4.33,1.53,5.6,3.9,1.55
epl,2015-2016,22/11/2015,Tottenham,West Ham,4,1,22,10,12,4,7,6,13,9,2,2,0,0,H,2,0,H,A Taylor,1.57,4.2,6.5,1.57,4.1,5.25,1.6,3.7,5.4
epl,2015-2016,23/11/2015,Crystal Palace,Sunderland,0,1,19,12,7,4,11,2,18,11,1,3,0,0,A,0,0,D,M Atkinson,1.57,4,7,1.57,3.8,5.75,1.65,3.6,5.1
epl,2015-2016,28/11/2015,Aston Villa,Watford,2,3,12,14,6,6,10,10,6,13,2,3,0,0,A,1,1,D,L Mason,2.75,3.3,2.8,2.75,3,2.75,2.5,3.3,2.65
epl,2015-2016,28/11/2015,Bournemouth,Everton,3,3,19,11,10,6,10,5,6,6,2,0,0,0,D,0,2,A,K Friend,2.9,3.6,2.5,2.65,3.4,2.5,2.75,3.3,2.4
epl,2015-2016,28/11/2015,Crystal Palace,Newcastle,5,1,19,7,8,2,7,5,7,13,1,1,0,0,H,3,1,H,S Attwell,1.7,3.9,5.5,1.72,3.8,4.4,1.75,3.5,4.5
epl,2015-2016,28/11/2015,Leicester,Man United,1,1,7,10,3,2,1,8,5,7,0,1,0,0,D,1,1,D,C Pawson,3.1,3.5,2.4,2.95,3.4,2.4,2.9,3.3,2.3
