league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
epl,2024-2025,29/12/2024,Tottenham,Wolves,2,2,13,11,3,3,5,5,9,10,1,2,0,0,D,2,1,H,C Kavanagh,1.6,5,4.2,1.6,4.8,4.6,1.33,3.4,2.01,1.89,1.65,4.33,4.5,1.63,4.6,4.5,1.36,3.2,1.84,2.09
epl,2024-2025,29/12/2024,West Ham,Liverpool,0,5,7,22,0,13,3,6,7,10,0,0,0,0,A,0,3,A,A Taylor,7,5,1.4,7,5.25,1.41,1.4,3,1.78,2.03,7,5.25,1.38,7.25,5.25,1.39,1.4,3,1.85,2.08
epl,2024-2025,30/12/2024,Aston Villa,Brighton,2,2,20,13,4,4,12,3,9,14,2,3,0,0,D,1,1,D,C Pawson,1.9,3.8,3.6,1.95,3.8,3.6,1.57,2.38,1.95,1.95,1.85,3.7,4.1,1.9,3.6,4,1.62,2.3,1.87,2.06
epl,2024-2025,30/12/2024,Ipswich,Chelsea,2,0,9,20,6,5,4,7,9,5,4,4,0,0,H,1,0,H,J Brooks,6.5,4.75,1.42,6.75,5,1.43,1.44,2.75,2.02,1.88,7,5,1.4,6.75,5.25,1.41,1.44,2.75,1.78,2.03
epl,2024-2025,30/12/2024,Man United,Newcastle,0,2,10,12,0,4,2,3,13,8,1,1,0,0,A,0,2,A,S Hooper,2.75,3.5,2.55,2.65,3.6,2.5,1.62,2.3,2.02,1.88,2.7,3.5,2.55,2.8,3.5,2.45,1.67,2.2,2.02,1.91
epl,2024-2025,01/01/2025,Brentford,Arsenal,1,3,5,14,2,5,4,3,6,8,1,2,0,0,A,1,1,D,P Bankes,6.5,4.75,1.44,6.25,4.75,1.49,1.53,2.5,1.92,2.01,5.5,4.33,1.55,5.5,4.5,1.55,1.67,2.2,1.68,2.15
epl,2024-2025,04/01/2025,Tottenham,Newcastle,1,2,13,14,4,4,9,10,11,15,1,4,0,0,A,1,2,A,A Madley,2.88,3.8,2.25,2.85,3.9,2.25,1.33,3.4,1.9,2,3.9,4.5,1.73,3.8,4.4,1.77,1.25,4,1.95,1.98
epl,2024-2025,04/01/2025,Aston Villa,Leicester,2,1,13,4,5,2,7,2,10,11,0,1,0,0,H,0,0,D,J Gillett,1.33,5.5,8.5,1.33,5.5,9,1.5,2.63,1.92,1.98,1.33,5.25,8.5,1.34,5.75,8,1.4,3,1.94,1.99
epl,2024-2025,04/01/2025,Bournemouth,Everton,1,0,19,9,8,0,9,3,15,14,2,2,0,0,H,0,0,D,J Brooks,1.73,3.75,4.75,1.77,3.7,4.75,1.91,1.99,1.99,1.91,1.67,3.8,5,1.7,3.8,5,1.86,2.07,1.9,2.03
epl,2024-2025,04/01/2025,Crystal Palace,Chelsea,1,1,13,15,6,1,6,6,9,12,0,2,0,0,D,0,1,A,T Robinson,3.8,3.75,1.91,3.7,3.8,1.95,1.57,2.38,1.95,1.95,3.6,3.9,1.91,3.5,3.8,2,1.5,2.63,1.91,2.02
epl,2024-2025,04/01/2025,Man City,West Ham,4,1,10,17,7,4,7,1,8,13,2,1,0,0,H,2,0,H,M Salisbury,1.3,6.25,7.5,1.32,6,8.25,1.33,3.4,1.8,2,1.22,7,9.5,1.24,7,10.5,1.29,3.75,2.01,1.92
epl,2024-2025,04/01/2025,Southampton,Brentford,0,5,8,20,1,11,2,2,10,4,2,0,0,0,A,0,1,A,S Attwell,3,3.4,2.4,2.65,3.6,2.5,1.67,2.2,1.82,2.08,3.25,3.6,2.1,3.3,3.6,2.15,1.73,2.1,2.04,1.89
epl,2024-2025,04/01/2025,Brighton,Arsenal,1,1,11,9,4,3,2,5,17,14,2,3,0,0,D,0,1,A,A Taylor,4.33,3.75,1.8,4.4,4,1.75,1.73,2.1,1.84,2.06,5,3.6,1.75,4.75,3.5,1.8,2.05,1.88,1.88,2.05
epl,2024-2025,05/01/2025,Fulham,Ipswich,2,2,15,7,4,3,9,2,10,14,1,5,0,0,D,0,1,A,D Bond,1.55,4.2,5.75,1.55,4.4,5.75,1.73,2.1,1.97,1.93,1.53,4.2,6,1.58,4.1,6,1.8,2,1.96,1.97
epl,2024-2025,05/01/2025,Liverpool,Man United,2,2,19,13,6,4,6,9,10,13,2,4,0,0,D,0,0,D,M Oliver,1.29,6.25,8,1.29,6,9.5,1.44,2.75,2.03,1.78,1.36,5.5,7.5,1.37,5.25,7.75,1.5,2.63,2.01,1.92
epl,2024-2025,06/01/2025,Wolves,Nott'm Forest,0,3,13,11,6,3,5,3,10,8,1,2,0,0,A,0,2,A,P Bankes,3.3,3.2,2.3,3.1,3.3,2.35,2.1,1.73,1.91,1.99,3.9,3.5,1.95,3.9,3.4,2,1.87,2.03,1.88,2.02
epl,2024-2025,14/01/2025,Brentford,Man City,2,2,18,21,6,8,4,5,4,4,0,0,0,0,D,0,0,D,A Taylor,4.75,4.2,1.62,4.5,4.5,1.65,1.4,3,1.87,2.03,5.25,4.2,1.6,5,4.5,1.6,1.44,2.75,1.91,1.99
epl,2024-2025,14/01/2025,Chelsea,Bournemouth,2,2,26,7,10,3,9,3,15,16,2,3,0,0,D,1,0,H,R Jones,1.48,4.75,6,1.49,4.8,6,1.4,3,2.02,1.88,1.5,4.75,5.25,1.53,4.6,5.5,1.4,3,1.86,2.04
epl,2024-2025,14/01/2025,West Ham,Fulham,3,2,4,21,3,5,0,3,9,18,3,3,0,0,H,2,0,H,C Pawson,3,3.4,2.38,2.95,3.4,2.4,1.86,2.04,1.83,2.07,3,3.3,2.35,3.1,3.3,2.37,1.95,1.95,1.85,2.05
epl,2024-2025,14/01/2025,Nott'm Forest,Liverpool,1,1,6,23,3,7,0,9,7,10,2,1,0,0,D,1,0,H,C Kavanagh,5.25,4.1,1.62,5,4.1,1.66,1.62,2.3,1.75,2.05,5.25,4.1,1.62,5.25,4.2,1.61,1.62,2.3,1.86,2.04
epl,2024-2025,15/01/2025,Everton,Aston Villa,0,1,10,11,3,3,8,5,17,10,2,1,0,0,A,0,0,D,S Barrott,3.25,3.2,2.3,3.1,3.25,2.37,2.08,1.82,1.87,2.03,3.4,3.1,2.25,3.5,3.1,2.2,2.3,1.62,1.97,1.96
epl,2024-2025,15/01/2025,Leicester,Crystal Palace,0,2,21,9,4,4,4,3,7,6,0,0,0,0,A,0,0,D,A Madley,3.9,3.6,1.91,3.75,3.7,1.95,1.73,2.1,1.97,1.93,3.8,3.7,1.91,3.9,3.6,1.95,1.9,2,1.94,1.99
epl,2024-2025,15/01/2025,Newcastle,Wolves,3,0,17,13,5,7,4,2,10,13,0,2,0,0,H,1,0,H,D England,1.36,5.5,8,1.36,5.5,7.75,1.44,2.75,1.95,1.95,1.36,5,7.5,1.4,5.25,7.25,1.5,2.63,2.08,1.85
epl,2024-2025,15/01/2025,Arsenal,Tottenham,2,1,14,10,4,2,10,4,16,9,3,1,0,0,H,2,1,H,S Hooper,1.4,5.25,7,1.41,5.25,6.25,1.44,2.75,1.85,2.05,1.36,5.5,7.5,1.4,5.25,6.25,1.5,2.63,1.87,2.06
epl,2024-2025,16/01/2025,Ipswich,Brighton,0,2,5,11,3,5,1,9,13,14,2,2,0,0,A,0,0,D,T Harrington,3.9,3.7,1.91,3.9,3.75,1.9,1.73,2.1,1.95,1.95,3.7,3.6,1.95,3.75,3.6,1.98,1.8,2,1.94,1.99
epl,2024-2025,16/01/2025,Man United,Southampton,3,1,23,13,9,5,5,4,7,10,1,3,0,0,H,0,1,A,J Brooks,1.29,6,9.5,1.3,6,9.25,1.53,2.5,1.9,2,1.27,6,10,1.27,6,10.5,1.57,2.38,2.05,1.88
epl,2024-2025,18/01/2025,Newcastle,Bournemouth,1,4,13,19,5,10,7,6,7,18,1,6,0,0,A,1,2,A,S Attwell,1.62,4.2,5,1.65,4.2,4.8,1.53,2.5,1.78,2.03,1.65,4.2,5,1.62,4.33,5,1.53,2.5,2.05,1.75
epl,2024-2025,18/01/2025,Brentford,Liverpool,0,2,11,37,6,8,2,15,6,14,2,3,0,0,A,0,0,D,A Madley,6.5,5,1.42,6,5.25,1.46,1.36,3.2,2.01,1.89,5.75,5,1.48,5.75,5,1.47,1.33,3.4,1.91,1.99
epl,2024-2025,18/01/2025,Leicester,Fulham,0,2,8,17,4,2,5,2,8,8,3,1,0,0,A,0,0,D,M Salisbury,4.33,3.7,1.8,4,3.7,1.9,1.73,2.1,2.07,1.83,4.5,3.7,1.8,4.5,3.8,1.78,1.84,2.06,1.85,2.05
epl,2024-2025,18/01/2025,West Ham,Crystal Palace,0,2,7,12,0,7,2,4,13,10,1,0,1,0,A,0,0,D,T Bramall,2.6,3.5,2.63,2.55,3.4,2.7,1.8,2,1.92,1.98,2.75,3.3,2.55,2.75,3.25,2.65,2.06,1.84,2.02,1.88
epl,2024-2025,18/01/2025,Arsenal,Aston Villa,2,2,18,8,6,4,10,1,10,18,2,3,0,0,D,1,0,H,C Kavanagh,1.5,4.1,7,1.49,4.5,6.5,1.87,2.03,1.87,2.03,1.53,4.1,6.25,1.57,4.2,5.75,1.73,2.1,1.98,1.92
epl,2024-2025,19/01/2025,Everton,Tottenham,3,2,12,11,6,6,3,8,14,14,2,1,0,0,H,3,0,H,D England,2.8,3.5,2.45,2.87,3.5,2.4,1.67,2.2,1.82,2.08,2.5,3.3,2.8,2.5,3.3,2.85,1.87,2.03,1.85,2.08
epl,2024-2025,19/01/2025,Man United,Brighton,1,3,10,6,1,3,4,2,13,12,3,3,0,0,A,1,1,D,P Bankes,2.1,3.6,3.3,2.05,3.7,3.4,1.67,2.2,1.85,2.05,2.25,3.4,3.1,2.3,3.3,3.2,1.8,2,2.02,1.91
epl,2024-2025,19/01/2025,Nott'm Forest,Southampton,3,2,14,10,5,4,2,8,4,18,0,4,0,0,H,3,0,H,A Taylor,1.38,4.75,8,1.41,4.8,7.75,1.73,2.1,1.9,2,1.38,4.75,8,1.4,5,7.75,1.67,2.2,1.88,2.05
epl,2024-2025,19/01/2025,Ipswich,Man City,0,6,8,17,4,9,4,7,4,7,0,1,0,0,A,0,3,A,S Barrott,7.5,5.25,1.36,8,5.5,1.35,1.44,2.75,1.9,2,7,5,1.4,7.5,5.25,1.38,1.5,2.63,1.78,2.03
epl,2024-2025,20/01/2025,Chelsea,Wolves,3,1,19,9,7,4,3,6,8,14,4,2,0,0,H,1,1,D,S Hooper,1.36,5.75,6.5,1.34,5.75,8,1.36,3.2,1.98,1.92,1.45,5,6.25,1.44,5.25,6.25,1.4,3,1.95,1.95
epl,2024-2025,25/01/2025,Bournemouth,Nott'm Forest,5,0,16,18,10,4,3,9,9,12,2,3,0,0,H,1,0,H,C Pawson,2.05,3.7,3.4,2.05,3.6,3.5,1.85,2.05,1.82,2.08,1.91,3.7,3.8,2.05,3.5,3.6,1.73,2.1,1.97,1.96
epl,2024-2025,25/01/2025,Brighton,Everton,0,1,16,3,1,1,9,1,8,11,3,4,0,0,A,0,1,A,T Robinson,1.67,3.75,5.5,1.65,4,5.25,1.89,1.89,1.88,2.02,1.73,3.6,5.25,1.71,3.7,5.25,2.05,1.85,1.99,1.94
epl,2024-2025,25/01/2025,Liverpool,Ipswich,4,1,16,3,6,3,3,4,10,11,0,2,0,0,H,3,0,H,M Salisbury,1.08,12,15,1.11,11,20,1.25,4,1.88,2.02,1.11,11,15,1.12,11,21,1.29,3.75,1.93,2
epl,2024-2025,25/01/2025,Southampton,Newcastle,1,3,12,17,5,9,3,8,10,5,1,0,0,0,A,1,2,A,S Barrott,6.5,5.25,1.42,6.75,5.25,1.41,1.41,2.7,2.02,1.88,6.5,4.75,1.44,6.5,4.8,1.44,1.44,2.75,1.94,1.99
epl,2024-2025,25/01/2025,Wolves,Arsenal,0,1,9,9,4,3,1,5,20,10,0,1,1,1,A,0,0,D,M Oliver,7,4.5,1.45,6.75,4.75,1.46,1.73,2.1,1.85,2.05,5.75,4,1.6,5.5,4,1.61,1.97,1.93,1.84,2.09
epl,2024-2025,25/01/2025,Man City,Chelsea,3,1,15,10,6,4,2,4,6,8,3,2,0,0,H,1,1,D,J Brooks,2.05,4,3.3,1.98,4,3.4,1.4,3,2.06,1.84,2.38,3.7,2.7,2.3,3.75,2.85,1.44,2.75,2.08,1.73
epl,2024-2025,26/01/2025,Crystal Palace,Brentford,1,2,16,13,5,6,4,7,8,11,2,2,0,0,A,0,0,D,T Harrington,2.05,3.75,3.3,2.05,3.7,3.4,1.73,2.1,2.07,1.83,1.95,3.75,3.6,1.98,3.7,3.6,1.57,2.38,2.02,1.91
epl,2024-2025,26/01/2025,Tottenham,Leicester,1,2,15,12,6,3,6,4,6,16,1,5,0,0,A,1,0,H,R Jones,1.45,5.5,5.5,1.44,5.25,6.25,1.33,3.4,1.98,1.92,1.5,4.75,5.5,1.53,5,5.25,1.33,3.4,2.07,1.86
epl,2024-2025,26/01/2025,Aston Villa,West Ham,1,1,14,14,4,4,4,3,13,16,2,3,0,0,D,1,0,H,P Bankes,1.53,4.33,5.75,1.55,4.33,5.75,1.67,2.2,1.92,1.98,1.45,4.75,6.25,1.47,4.75,6.5,1.57,2.38,2.08,1.85
epl,2024-2025,26/01/2025,Fulham,Man United,0,1,9,4,3,1,3,0,7,9,0,1,0,0,A,0,0,D,A Taylor,2.3,3.4,3.1,2.3,3.4,3,1.88,2.02,2,1.9,2.35,3.4,3.1,2.37,3.4,2.95,1.88,2.02,2.07,1.86
epl,2024-2025,01/02/2025,Nott'm Forest,Brighton,7,0,14,10,9,5,4,6,8,13,1,3,0,0,H,3,0,H,S Hooper,2.38,3.5,2.8,2.45,3.5,2.85,1.95,1.95,2.1,1.8,2.63,3.3,2.7,2.65,3.4,2.65,1.84,2.06,1.95,1.98
epl,2024-2025,01/02/2025,Bournemouth,Liverpool,0,2,14,19,3,7,3,3,15,9,2,3,0,0,A,0,1,A,D England,4.5,4.33,1.67,4.6,4.2,1.68,1.44,2.75,2.06,1.84,4.33,4.2,1.7,4.33,4.2,1.72,1.44,2.75,2.01,1.92
epl,2024-2025,01/02/2025,Everton,Leicester,4,0,13,9,7,1,5,6,7,13,0,0,0,0,H,3,0,H,D Bond,1.75,3.75,4.5,1.8,3.6,4.6,2.04,1.86,2.06,1.84,1.95,3.4,4.1,1.95,3.3,4.2,2.3,1.62,1.99,1.94
epl,2024-2025,01/02/2025,Ipswich,Southampton,1,2,15,9,6,4,1,2,11,14,0,3,0,0,A,1,1,D,M Oliver,1.95,3.6,3.8,1.95,3.6,3.8,1.73,2.1,2,1.9,1.9,3.6,3.9,1.9,3.6,4,1.73,2.1,1.93,2
epl,2024-2025,01/02/2025,Newcastle,Fulham,1,2,11,15,4,4,4,7,10,15,4,4,0,0,A,1,0,H,C Kavanagh,1.7,4,4.75,1.71,4,4.6,1.62,2.3,1.91,1.99,1.7,3.9,4.75,1.73,3.9,4.6,1.67,2.2,1.98,1.95
epl,2024-2025,01/02/2025,Wolves,Aston Villa,2,0,8,10,5,3,5,8,20,13,2,3,0,0,H,1,0,H,A Madley,3.3,3.6,2.1,3.4,3.6,2.1,1.73,2.1,2.04,1.86,3.2,3.4,2.2,3,3.4,2.37,1.88,2.02,1.95,1.98
epl,2024-2025,02/02/2025,Brentford,Tottenham,0,2,20,13,4,2,10,3,4,11,0,1,0,0,A,0,1,A,J Gillett,2.1,3.9,3.2,2.1,3.9,3.1,1.33,3.4,1.87,2.03,1.91,4,3.5,1.98,4.1,3.3,1.29,3.75,2.01,1.92
epl,2024-2025,02/02/2025,Man United,Crystal Palace,0,2,17,11,2,3,11,0,12,13,3,1,0,0,A,0,0,D,J Brooks,2,3.5,3.8,2.05,3.5,3.6,1.87,2.03,2.02,1.88,1.75,3.6,4.75,1.8,3.6,4.6,1.95,1.95,2.04,1.89
epl,2024-2025,02/02/2025,Arsenal,Man City,5,1,12,7,7,4,5,2,6,7,2,0,0,0,H,1,0,H,P Bankes,1.95,3.5,4,2,3.6,3.6,1.73,2.1,1.99,1.91,1.9,3.8,3.8,1.87,3.9,3.8,1.57,2.38,1.92,2.01
epl,2024-2025,03/02/2025,Chelsea,West Ham,2,1,22,14,3,5,4,3,11,10,3,1,0,0,H,0,1,A,S Attwell,1.36,4.75,8,1.37,5.75,7.25,1.4,3,1.97,1.93,1.27,6,9.5,1.29,6.25,9.25,1.33,3.4,1.95,1.95
epl,2024-2025,12/02/2025,Everton,Liverpool,2,2,10,6,3,4,2,3,9,20,2,2,1,1,D,1,1,D,M Oliver,7.5,4.5,1.44,,,,1.73,2.1,1.89,2.01,7,4.33,1.45,,,,1.8,2,1.84,2.06
epl,2024-2025,14/02/2025,Brighton,Chelsea,3,0,13,8,5,0,2,9,12,15,1,2,0,0,H,2,0,H,K Kavanagh,2.7,3.6,2.45,,,,1.57,2.38,1.73,2.08,2.9,3.7,2.3,,,,1.57,2.38,1.86,2.04
epl,2024-2025,15/02/2025,Leicester,Arsenal,0,2,6,11,2,5,3,7,9,10,2,1,0,0,A,0,0,D,S Barrott,8.5,5,1.33,,,,1.73,2.1,1.87,2.03,9.5,5.25,1.33,,,,1.73,2.1,1.91,2.02
epl,2024-2025,15/02/2025,Aston Villa,Ipswich,1,1,25,4,6,3,16,1,7,11,0,3,0,1,D,0,0,D,R Jones,1.4,4.75,7,,,,1.57,2.38,1.92,1.98,1.42,4.75,7,,,,1.57,2.38,1.95,1.98
epl,2024-2025,15/02/2025,Fulham,Nott'm Forest,2,1,24,8,10,2,8,4,13,8,0,0,0,0,H,1,1,D,T Bramall,2.2,3.4,3.3,,,,2.1,1.73,1.92,1.98,2.1,3.4,3.5,,,,1.98,1.92,1.85,2.08
epl,2024-2025,15/02/2025,Man City,Newcastle,4,0,11,3,7,1,7,4,5,13,0,1,0,0,H,3,0,H,A Madley,1.95,4.2,3.3,,,,1.44,2.75,1.99,1.91,2.05,3.9,3.2,,,,1.36,3.2,1.85,2.08
epl,2024-2025,15/02/2025,Southampton,Bournemouth,1,3,11,14,4,7,4,6,13,15,1,3,0,0,A,0,2,A,J Gillett,6,4.5,1.5,,,,1.5,2.63,2.06,1.84,6.25,4.5,1.48,,,,1.5,2.63,1.86,2.07
epl,2024-2025,15/02/2025,West Ham,Brentford,0,1,13,14,3,5,9,2,10,13,1,1,0,0,A,0,1,A,D England,2.35,3.6,2.88,,,,1.62,2.3,1.73,2.08,2.35,3.6,2.88,,,,1.57,2.38,2.09,1.84
epl,2024-2025,15/02/2025,Crystal Palace,Everton,1,2,17,11,6,6,6,2,9,12,0,1,0,0,A,0,1,A,A Taylor,1.8,3.4,5,,,,2.2,1.67,1.82,2.08,1.95,3.1,4.5,,,,2.63,1.5,2.01,1.89
epl,2024-2025,16/02/2025,Liverpool,Wolves,2,1,10,16,3,4,4,3,15,13,2,2,0,0,H,2,0,H,S Hooper,1.15,8,12,,,,1.36,3.2,1.92,1.98,1.22,7,11,,,,1.44,2.75,1.87,2.06
epl,2024-2025,16/02/2025,Tottenham,Man United,1,0,22,16,7,6,10,5,13,9,1,2,0,0,H,1,0,H,P Bankes,2.45,3.75,2.62,,,,1.5,2.63,1.86,2.04,2.15,3.8,3.1,,,,1.5,2.63,1.94,1.99
epl,2024-2025,19/02/2025,Aston Villa,Liverpool,2,2,9,17,4,3,6,8,8,6,1,0,0,0,D,2,1,H,C Pawson,3.9,4,1.83,,,,1.57,2.38,2.05,1.85,3.75,4,1.85,,,,1.57,2.38,2.01,1.89
epl,2024-2025,21/02/2025,Leicester,Brentford,0,4,8,14,3,6,5,6,10,10,4,0,0,0,A,0,3,A,T Harrington,3.6,3.8,1.91,,,,1.57,2.38,1.95,1.98,3.5,3.8,1.95,,,,1.57,2.38,1.94,1.99
epl,2024-2025,22/02/2025,Everton,Man United,2,2,9,9,8,3,7,9,12,9,4,1,0,0,D,2,0,H,A Madley,2.5,3.2,2.9,,,,2.2,1.67,1.8,2.1,2.63,3,2.88,,,,2.2,1.67,1.85,2.08
epl,2024-2025,22/02/2025,Arsenal,West Ham,0,1,20,5,2,2,2,0,16,15,1,3,1,0,A,0,1,A,C Pawson,1.27,6,10,,,,1.67,2.2,2.05,1.85,1.27,5.75,11,,,,1.84,2.06,1.89,2.04
epl,2024-2025,22/02/2025,Bournemouth,Wolves,0,1,8,13,3,5,6,7,17,9,3,3,1,0,A,0,1,A,M Salisbury,1.53,4.5,5.5,,,,1.57,2.38,1.92,1.98,1.62,4.1,5,,,,1.67,2.2,1.84,2.09
epl,2024-2025,22/02/2025,Fulham,Crystal Palace,0,2,10,10,0,5,7,7,10,7,1,3,0,0,A,0,1,A,R Jones,2.05,3.4,3.7,,,,2.02,1.88,2.06,1.84,2.1,3.4,3.6,,,,1.98,1.92,1.86,2.07
epl,2024-2025,22/02/2025,Ipswich,Tottenham,1,4,17,10,5,6,4,4,15,14,2,1,0,0,A,1,2,A,T Robinson,4.1,3.6,1.9,,,,1.53,2.5,2,1.9,3.3,3.75,2.05,,,,1.5,2.63,1.75,2.05
epl,2024-2025,22/02/2025,Southampton,Brighton,0,4,6,18,1,12,5,6,11,12,2,0,0,0,A,0,1,A,D Bond,6,4.1,1.55,,,,1.57,2.38,1.97,1.93,5.25,4.33,1.53,,,,1.53,2.5,2.02,1.91
epl,2024-2025,22/02/2025,Aston Villa,Chelsea,2,1,12,15,6,7,2,3,15,16,1,3,0,0,H,0,1,A,M Oliver,2.63,3.4,2.6,,,,1.57,2.38,1.98,1.92,2.6,3.3,2.63,,,,1.62,2.3,1.95,1.98
epl,2024-2025,23/02/2025,Newcastle,Nott'm Forest,4,3,13,17,5,5,7,6,11,13,1,4,0,0,H,4,1,H,J Gillett,1.8,3.8,4.2,,,,1.67,2.2,2.06,1.84,1.9,3.8,3.75,,,,1.57,2.38,1.92,1.98
epl,2024-2025,23/02/2025,Man City,Liverpool,0,2,16,8,5,4,7,5,3,10,0,0,0,0,A,0,2,A,A Taylor,2.88,3.8,2.25,,,,1.4,3,1.9,2,3,3.8,2.2,,,,1.5,2.63,1.97,1.93
epl,2024-2025,25/02/2025,Brighton,Bournemouth,2,1,11,19,4,5,1,9,12,14,2,1,0,0,H,1,0,H,M Oliver,2,3.8,3.3,,,,1.62,2.3,1.78,2.03,1.95,3.8,3.6,,,,1.57,2.38,2.02,1.91
epl,2024-2025,25/02/2025,Crystal Palace,Aston Villa,4,1,19,6,6,2,3,8,19,10,3,1,0,0,H,1,0,H,S Barrott,2.45,3.4,2.8,,,,1.9,2,1.84,2.09,2.2,3.5,3.1,,,,1.73,2.1,1.99,1.94
epl,2024-2025,25/02/2025,Wolves,Fulham,1,2,18,11,5,5,7,5,8,15,1,3,0,0,A,1,1,D,P Bankes,2.63,3.3,2.63,,,,2.05,1.85,1.95,1.98,2.35,3.3,2.9,,,,2.1,1.73,2.07,1.86
epl,2024-2025,25/02/2025,Chelsea,Southampton,4,0,19,7,10,2,4,2,6,9,1,2,0,0,H,3,0,H,T Bramall,1.17,8,13,,,,1.29,3.75,2,1.93,1.17,8,15,,,,1.29,3.75,1.96,1.97
epl,2024-2025,26/02/2025,Brentford,Everton,1,1,12,14,3,4,2,5,3,6,2,1,0,0,D,1,0,H,S Hooper,2,3.7,3.5,,,,1.87,2.03,2.04,1.86,1.95,3.6,3.5,,,,1.8,2,2.05,1.88
epl,2024-2025,26/02/2025,Man United,Ipswich,3,2,10,12,6,3,5,6,9,16,4,4,1,0,H,2,2,D,D England,1.53,4.33,6,,,,1.67,2.2,1.88,2.02,1.48,4.5,6.25,,,,1.67,2.2,1.83,2.1
epl,2024-2025,26/02/2025,Nott'm Forest,Arsenal,0,0,6,13,2,1,3,11,10,17,1,1,0,0,D,0,0,D,A Madley,3.9,3.6,1.95,,,,2.2,1.67,1.9,2,4.2,3.4,1.91,,,,2.2,1.67,1.95,1.98
epl,2024-2025,26/02/2025,Tottenham,Man City,0,1,11,12,6,5,8,3,12,15,3,0,0,0,A,0,1,A,J Gillett,3.25,4,2,,,,1.36,3.2,1.84,2.06,3.8,4.2,1.8,,,,1.33,3.4,2.03,1.78
epl,2024-2025,26/02/2025,Liverpool,Newcastle,2,0,12,3,3,0,4,2,12,11,0,1,0,0,H,1,0,H,C Kavanagh,1.5,4.5,5.75,,,,1.44,2.75,1.75,2.05,1.36,5.25,7.5,,,,1.4,3,2.02,1.91
epl,2024-2025,27/02/2025,West Ham,Leicester,2,0,8,10,2,2,3,3,12,6,0,0,0,0,H,2,0,H,S Attwell,1.62,4.2,5,,,,1.73,2.1,2.08,1.82,1.75,3.7,4.5,,,,1.95,1.95,2.05,1.88
epl,2024-2025,08/03/2025,Nott'm Forest,Man City,1,0,9,14,4,3,3,2,9,7,3,2,0,0,H,0,0,D,C Kavanagh,4,3.75,1.85,,,,1.57,2.38,2,1.9,3.8,3.8,1.91,,,,1.57,2.38,1.96,1.97
epl,2024-2025,08/03/2025,Brighton,Fulham,2,1,9,6,4,1,3,7,6,12,0,2,0,0,H,1,1,D,S Barrott,1.95,3.6,3.75,,,,1.73,2.1,1.99,1.91,1.95,3.6,3.75,,,,1.87,2.03,2.02,1.91
epl,2024-2025,08/03/2025,Crystal Palace,Ipswich,1,0,19,15,4,8,5,4,8,7,4,3,0,0,H,0,0,D,S Hooper,1.45,4.75,6.25,,,,1.73,2.1,2.08,1.82,1.53,4.1,6.25,,,,1.88,2.02,1.98,1.95
epl,2024-2025,08/03/2025,Liverpool,Southampton,3,1,28,6,7,4,6,4,10,9,2,1,0,0,H,0,1,A,L Smith,1.1,9,19,,,,1.29,3.75,1.95,1.95,1.1,10,21,,,,1.25,4,2,1.8
epl,2024-2025,08/03/2025,Brentford,Aston Villa,0,1,13,12,3,4,6,5,10,5,2,2,0,0,A,0,0,D,J Gillett,2.2,3.8,2.9,,,,1.53,2.5,1.99,1.91,2.15,3.8,3.1,,,,1.44,2.75,2.08,1.73
epl,2024-2025,08/03/2025,Wolves,Everton,1,1,11,12,3,4,5,5,11,16,2,2,0,0,D,1,1,D,S Attwell,2.6,3.1,2.88,,,,2.3,1.62,1.86,2.04,2.8,3,2.8,,,,2.5,1.53,1.98,1.95
epl,2024-2025,09/03/2025,Chelsea,Leicester,1,0,20,3,7,3,12,2,12,13,1,0,0,0,H,0,0,D,T Robinson,1.18,8,12,,,,1.33,3.2,1.95,1.95,1.22,7,10,,,,1.44,2.75,1.85,2.08
epl,2024-2025,09/03/2025,Tottenham,Bournemouth,2,2,12,17,4,8,3,6,15,16,3,3,0,0,D,0,1,A,J Brooks,2.7,3.9,2.35,,,,1.37,3,2.08,1.82,2.8,3.75,2.35,,,,1.5,2.63,1.84,2.09
epl,2024-2025,09/03/2025,Man United,Arsenal,1,1,10,17,6,6,2,9,8,11,0,1,0,0,D,1,0,H,A Taylor,5.75,3.5,1.7,,,,2.15,1.62,1.95,1.95,5,3.6,1.75,,,,2,1.8,1.9,2.03
epl,2024-2025,10/03/2025,West Ham,Newcastle,0,1,9,9,2,3,3,4,7,15,0,1,0,0,A,0,0,D,M Salisbury,3.25,3.4,2.2,,,,1.73,2.1,1.95,1.95,3.3,3.4,2.2,,,,1.91,1.99,1.98,1.92
epl,2024-2025,15/03/2025,Everton,West Ham,1,1,13,10,5,5,6,5,12,8,1,2,0,0,D,0,0,D,D Bond,2.05,3.2,3.9,,,,2.3,1.62,1.75,2.05,2.05,3.2,3.9,,,,2.3,1.62,1.85,2.08
